county,election_district,office,district,party,candidate,election_day,absentee,votes
New Castle,05-01,President,,LIBERTARIN,Barr B,4,0,4
New Castle,05-01,President,,SOC WORKER,Calero R,0,0,0
New Castle,06-01,President,,LIBERTARIN,Barr B,0,0,0
New Castle,06-01,President,,SOC WORKER,Calero R,0,0,0
New Castle,07-01,President,,LIBERTARIN,Barr B,1,0,1
New Castle,07-01,President,,SOC WORKER,Calero R,0,0,0
New Castle,08-01,President,,LIBERTARIN,Barr B,0,0,0
New Castle,08-01,President,,SOC WORKER,Calero R,0,0,0
New Castle,09-01,President,,LIBERTARIN,Barr B,3,0,3
New Castle,09-01,President,,SOC WORKER,Calero R,1,0,1
New Castle,10-01,President,,LIBERTARIN,Barr B,1,0,1
New Castle,10-01,President,,SOC WORKER,Calero R,0,0,0
New Castle,11-01,President,,LIBERTARIN,Barr B,1,0,1
New Castle,11-01,President,,SOC WORKER,Calero R,0,0,0
New Castle,01-02,President,,DEMOCRATIC,Obama B,27,0,27
New Castle,01-02,President,,REPUBLICAN,Mccain J,2,0,2
New Castle,01-02,President,,CONSTITUTN,Baldwinc,1,0,1
New Castle,01-02,President,,GREEN,Mckinney C,0,0,0
New Castle,01-02,President,,IND OF DEL,Nader R,1,0,1
New Castle,02-02,President,,DEMOCRATIC,Obama B,1022,42,1064
New Castle,02-02,President,,REPUBLICAN,Mccain J,12,0,12
New Castle,02-02,President,,CONSTITUTN,Baldwinc,0,0,0
New Castle,02-02,President,,GREEN,Mckinney C,0,0,0
New Castle,02-02,President,,IND OF DEL,Nader R,1,0,1
New Castle,03-02,President,,DEMOCRATIC,Obama B,246,8,254
New Castle,03-02,President,,REPUBLICAN,Mccain J,1,0,1
New Castle,03-02,President,,CONSTITUTN,Baldwinc,0,0,0
New Castle,03-02,President,,GREEN,Mckinney C,0,0,0
New Castle,03-02,President,,IND OF DEL,Nader R,0,0,0
New Castle,04-02,President,,DEMOCRATIC,Obama B,16,0,16
New Castle,04-02,President,,REPUBLICAN,Mccain J,8,3,11
New Castle,04-02,President,,CONSTITUTN,Baldwinc,0,0,0
New Castle,04-02,President,,GREEN,Mckinney C,0,0,0
New Castle,04-02,President,,IND OF DEL,Nader R,1,0,1
New Castle,05-02,President,,DEMOCRATIC,Obama B,627,12,639
New Castle,05-02,President,,REPUBLICAN,Mccain J,76,3,79
New Castle,05-02,President,,CONSTITUTN,Baldwinc,0,1,1
New Castle,05-02,President,,GREEN,Mckinney C,0,0,0
New Castle,05-02,President,,IND OF DEL,Nader R,5,0,5
New Castle,06-02,President,,DEMOCRATIC,Obama B,471,30,501
New Castle,06-02,President,,REPUBLICAN,Mccain J,61,4,65
New Castle,06-02,President,,CONSTITUTN,Baldwinc,0,0,0
New Castle,06-02,President,,GREEN,Mckinney C,0,0,0
New Castle,06-02,President,,IND OF DEL,Nader R,3,0,3
New Castle,07-02,President,,DEMOCRATIC,Obama B,115,7,122
New Castle,07-02,President,,REPUBLICAN,Mccain J,19,7,26
New Castle,07-02,President,,CONSTITUTN,Baldwinc,0,0,0
New Castle,07-02,President,,GREEN,Mckinney C,0,1,1
New Castle,07-02,President,,IND OF DEL,Nader R,1,0,1
New Castle,08-02,President,,DEMOCRATIC,Obama B,263,14,277
New Castle,08-02,President,,REPUBLICAN,Mccain J,2,0,2
New Castle,08-02,President,,CONSTITUTN,Baldwinc,0,0,0
New Castle,08-02,President,,GREEN,Mckinney C,1,0,1
New Castle,08-02,President,,IND OF DEL,Nader R,1,0,1
New Castle,09-02,President,,DEMOCRATIC,Obama B,382,15,397
New Castle,09-02,President,,REPUBLICAN,Mccain J,18,1,19
New Castle,09-02,President,,CONSTITUTN,Baldwinc,0,0,0
New Castle,09-02,President,,GREEN,Mckinney C,1,0,1
New Castle,09-02,President,,IND OF DEL,Nader R,2,0,2
New Castle,10-02,President,,DEMOCRATIC,Obama B,634,40,674
New Castle,10-02,President,,REPUBLICAN,Mccain J,233,9,242
New Castle,10-02,President,,CONSTITUTN,Baldwinc,0,0,0
New Castle,10-02,President,,GREEN,Mckinney C,0,0,0
New Castle,10-02,President,,IND OF DEL,Nader R,9,0,9
New Castle,11-02,President,,DEMOCRATIC,Obama B,1038,29,1067
New Castle,11-02,President,,REPUBLICAN,Mccain J,8,0,8
New Castle,11-02,President,,CONSTITUTN,Baldwinc,3,0,3
New Castle,11-02,President,,GREEN,Mckinney C,0,0,0
New Castle,11-02,President,,IND OF DEL,Nader R,0,0,0
New Castle,12-02,President,,DEMOCRATIC,Obama B,518,17,535
New Castle,12-02,President,,REPUBLICAN,Mccain J,2,0,2
New Castle,12-02,President,,CONSTITUTN,Baldwinc,1,0,1
New Castle,12-02,President,,GREEN,Mckinney C,0,0,0
New Castle,12-02,President,,IND OF DEL,Nader R,0,0,0
New Castle,13-02,President,,DEMOCRATIC,Obama B,498,29,527
New Castle,13-02,President,,REPUBLICAN,Mccain J,8,0,8
New Castle,13-02,President,,CONSTITUTN,Baldwinc,0,0,0
New Castle,13-02,President,,GREEN,Mckinney C,0,0,0
New Castle,13-02,President,,IND OF DEL,Nader R,0,0,0
New Castle,14-02,President,,DEMOCRATIC,Obama B,55,0,55
New Castle,14-02,President,,REPUBLICAN,Mccain J,0,0,0
New Castle,14-02,President,,CONSTITUTN,Baldwinc,0,0,0
New Castle,14-02,President,,GREEN,Mckinney C,0,0,0
New Castle,14-02,President,,IND OF DEL,Nader R,0,0,0
New Castle,16-02,President,,DEMOCRATIC,Obama B,443,16,459
New Castle,16-02,President,,REPUBLICAN,Mccain J,48,3,51
New Castle,16-02,President,,CONSTITUTN,Baldwinc,0,0,0
New Castle,16-02,President,,GREEN,Mckinney C,0,0,0
New Castle,16-02,President,,IND OF DEL,Nader R,1,0,1
New Castle,17-02,President,,DEMOCRATIC,Obama B,2,277,279
New Castle,17-02,President,,REPUBLICAN,Mccain J,0,49,49
New Castle,17-02,President,,CONSTITUTN,Baldwinc,0,0,0
New Castle,17-02,President,,GREEN,Mckinney C,0,2,2
New Castle,17-02,President,,IND OF DEL,Nader R,0,1,1
New Castle,01-02,President,,LIBERTARIN,Barr B,0,0,0
New Castle,01-02,President,,SOC WORKER,Calero R,0,0,0
New Castle,02-02,President,,LIBERTARIN,Barr B,0,0,0
New Castle,02-02,President,,SOC WORKER,Calero R,0,0,0
New Castle,03-02,President,,LIBERTARIN,Barr B,1,0,1
New Castle,03-02,President,,SOC WORKER,Calero R,0,0,0
New Castle,04-02,President,,LIBERTARIN,Barr B,0,0,0
New Castle,04-02,President,,SOC WORKER,Calero R,0,0,0
New Castle,05-02,President,,LIBERTARIN,Barr B,1,0,1
New Castle,05-02,President,,SOC WORKER,Calero R,0,0,0
New Castle,06-02,President,,LIBERTARIN,Barr B,2,0,2
New Castle,06-02,President,,SOC WORKER,Calero R,0,0,0
New Castle,07-02,President,,LIBERTARIN,Barr B,0,0,0
New Castle,07-02,President,,SOC WORKER,Calero R,0,0,0
New Castle,08-02,President,,LIBERTARIN,Barr B,0,0,0
New Castle,08-02,President,,SOC WORKER,Calero R,0,0,0
New Castle,09-02,President,,LIBERTARIN,Barr B,0,0,0
New Castle,09-02,President,,SOC WORKER,Calero R,0,0,0
New Castle,10-02,President,,LIBERTARIN,Barr B,4,0,4
New Castle,10-02,President,,SOC WORKER,Calero R,2,0,2
New Castle,11-02,President,,LIBERTARIN,Barr B,0,0,0
New Castle,11-02,President,,SOC WORKER,Calero R,0,0,0
New Castle,12-02,President,,LIBERTARIN,Barr B,0,0,0
New Castle,12-02,President,,SOC WORKER,Calero R,0,0,0
New Castle,13-02,President,,LIBERTARIN,Barr B,0,0,0
New Castle,13-02,President,,SOC WORKER,Calero R,0,0,0
New Castle,14-02,President,,LIBERTARIN,Barr B,0,0,0
New Castle,14-02,President,,SOC WORKER,Calero R,0,0,0
New Castle,16-02,President,,LIBERTARIN,Barr B,0,0,0
New Castle,16-02,President,,SOC WORKER,Calero R,0,0,0
New Castle,17-02,President,,LIBERTARIN,Barr B,0,0,0
New Castle,17-02,President,,SOC WORKER,Calero R,0,0,0
New Castle,01-03,President,,DEMOCRATIC,Obama B,729,18,747
New Castle,01-03,President,,REPUBLICAN,Mccain J,26,1,27
New Castle,01-03,President,,CONSTITUTN,Baldwinc,1,0,1
New Castle,01-03,President,,GREEN,Mckinney C,0,0,0
New Castle,01-03,President,,IND OF DEL,Nader R,1,0,1
New Castle,02-03,President,,DEMOCRATIC,Obama B,782,26,808
New Castle,02-03,President,,REPUBLICAN,Mccain J,160,2,162
New Castle,02-03,President,,CONSTITUTN,Baldwinc,0,0,0
New Castle,02-03,President,,GREEN,Mckinney C,3,0,3
New Castle,02-03,President,,IND OF DEL,Nader R,6,0,6
New Castle,03-03,President,,DEMOCRATIC,Obama B,174,11,185
New Castle,03-03,President,,REPUBLICAN,Mccain J,34,0,34
New Castle,03-03,President,,CONSTITUTN,Baldwinc,1,0,1
New Castle,03-03,President,,GREEN,Mckinney C,0,0,0
New Castle,03-03,President,,IND OF DEL,Nader R,0,0,0
New Castle,04-03,President,,DEMOCRATIC,Obama B,411,5,416
New Castle,04-03,President,,REPUBLICAN,Mccain J,6,1,7
New Castle,04-03,President,,CONSTITUTN,Baldwinc,0,0,0
New Castle,04-03,President,,GREEN,Mckinney C,0,0,0
New Castle,04-03,President,,IND OF DEL,Nader R,0,0,0
New Castle,05-03,President,,DEMOCRATIC,Obama B,650,37,687
New Castle,05-03,President,,REPUBLICAN,Mccain J,24,1,25
New Castle,05-03,President,,CONSTITUTN,Baldwinc,0,0,0
New Castle,05-03,President,,GREEN,Mckinney C,1,0,1
New Castle,05-03,President,,IND OF DEL,Nader R,3,0,3
New Castle,06-03,President,,DEMOCRATIC,Obama B,483,7,490
New Castle,06-03,President,,REPUBLICAN,Mccain J,12,1,13
New Castle,06-03,President,,CONSTITUTN,Baldwinc,0,0,0
New Castle,06-03,President,,GREEN,Mckinney C,0,0,0
New Castle,06-03,President,,IND OF DEL,Nader R,0,0,0
New Castle,07-03,President,,DEMOCRATIC,Obama B,465,14,479
New Castle,07-03,President,,REPUBLICAN,Mccain J,19,3,22
New Castle,07-03,President,,CONSTITUTN,Baldwinc,0,0,0
New Castle,07-03,President,,GREEN,Mckinney C,0,0,0
New Castle,07-03,President,,IND OF DEL,Nader R,1,0,1
New Castle,08-03,President,,DEMOCRATIC,Obama B,547,15,562
New Castle,08-03,President,,REPUBLICAN,Mccain J,59,0,59
New Castle,08-03,President,,CONSTITUTN,Baldwinc,0,0,0
New Castle,08-03,President,,GREEN,Mckinney C,0,0,0
New Castle,08-03,President,,IND OF DEL,Nader R,0,2,2
New Castle,09-03,President,,DEMOCRATIC,Obama B,755,15,770
New Castle,09-03,President,,REPUBLICAN,Mccain J,50,0,50
New Castle,09-03,President,,CONSTITUTN,Baldwinc,0,0,0
New Castle,09-03,President,,GREEN,Mckinney C,0,0,0
New Castle,09-03,President,,IND OF DEL,Nader R,3,0,3
New Castle,10-03,President,,DEMOCRATIC,Obama B,701,29,730
New Castle,10-03,President,,REPUBLICAN,Mccain J,15,2,17
New Castle,10-03,President,,CONSTITUTN,Baldwinc,0,0,0
New Castle,10-03,President,,GREEN,Mckinney C,0,0,0
New Castle,10-03,President,,IND OF DEL,Nader R,0,0,0
New Castle,11-03,President,,DEMOCRATIC,Obama B,339,9,348
New Castle,11-03,President,,REPUBLICAN,Mccain J,3,0,3
New Castle,11-03,President,,CONSTITUTN,Baldwinc,0,0,0
New Castle,11-03,President,,GREEN,Mckinney C,0,0,0
New Castle,11-03,President,,IND OF DEL,Nader R,0,0,0
New Castle,12-03,President,,DEMOCRATIC,Obama B,50,3,53
New Castle,12-03,President,,REPUBLICAN,Mccain J,4,1,5
New Castle,12-03,President,,CONSTITUTN,Baldwinc,0,0,0
New Castle,12-03,President,,GREEN,Mckinney C,0,0,0
New Castle,12-03,President,,IND OF DEL,Nader R,0,0,0
New Castle,01-03,President,,LIBERTARIN,Barr B,1,0,1
New Castle,01-03,President,,SOC WORKER,Calero R,0,0,0
New Castle,02-03,President,,LIBERTARIN,Barr B,4,0,4
New Castle,02-03,President,,SOC WORKER,Calero R,0,0,0
New Castle,03-03,President,,LIBERTARIN,Barr B,1,0,1
New Castle,03-03,President,,SOC WORKER,Calero R,0,0,0
New Castle,04-03,President,,LIBERTARIN,Barr B,1,0,1
New Castle,04-03,President,,SOC WORKER,Calero R,0,0,0
New Castle,05-03,President,,LIBERTARIN,Barr B,0,0,0
New Castle,05-03,President,,SOC WORKER,Calero R,0,0,0
New Castle,06-03,President,,LIBERTARIN,Barr B,0,0,0
New Castle,06-03,President,,SOC WORKER,Calero R,0,0,0
New Castle,07-03,President,,LIBERTARIN,Barr B,0,0,0
New Castle,07-03,President,,SOC WORKER,Calero R,0,0,0
New Castle,08-03,President,,LIBERTARIN,Barr B,2,0,2
New Castle,08-03,President,,SOC WORKER,Calero R,0,0,0
New Castle,09-03,President,,LIBERTARIN,Barr B,3,0,3
New Castle,09-03,President,,SOC WORKER,Calero R,0,0,0
New Castle,10-03,President,,LIBERTARIN,Barr B,1,0,1
New Castle,10-03,President,,SOC WORKER,Calero R,0,0,0
New Castle,11-03,President,,LIBERTARIN,Barr B,1,0,1
New Castle,11-03,President,,SOC WORKER,Calero R,0,0,0
New Castle,12-03,President,,LIBERTARIN,Barr B,0,0,0
New Castle,12-03,President,,SOC WORKER,Calero R,0,0,0
New Castle,01-04,President,,DEMOCRATIC,Obama B,636,60,696
New Castle,01-04,President,,REPUBLICAN,Mccain J,312,18,330
New Castle,01-04,President,,CONSTITUTN,Baldwinc,0,0,0
New Castle,01-04,President,,GREEN,Mckinney C,1,0,1
New Castle,01-04,President,,IND OF DEL,Nader R,7,0,7
New Castle,02-04,President,,DEMOCRATIC,Obama B,261,30,291
New Castle,02-04,President,,REPUBLICAN,Mccain J,207,17,224
New Castle,02-04,President,,CONSTITUTN,Baldwinc,0,0,0
New Castle,02-04,President,,GREEN,Mckinney C,0,0,0
New Castle,02-04,President,,IND OF DEL,Nader R,3,0,3
New Castle,03-04,President,,DEMOCRATIC,Obama B,771,72,843
New Castle,03-04,President,,REPUBLICAN,Mccain J,406,32,438
New Castle,03-04,President,,CONSTITUTN,Baldwinc,2,0,2
New Castle,03-04,President,,GREEN,Mckinney C,1,0,1
New Castle,03-04,President,,IND OF DEL,Nader R,4,0,4
New Castle,04-04,President,,DEMOCRATIC,Obama B,630,109,739
New Castle,04-04,President,,REPUBLICAN,Mccain J,234,30,264
New Castle,04-04,President,,CONSTITUTN,Baldwinc,1,0,1
New Castle,04-04,President,,GREEN,Mckinney C,1,0,1
New Castle,04-04,President,,IND OF DEL,Nader R,11,0,11
New Castle,05-04,President,,DEMOCRATIC,Obama B,475,17,492
New Castle,05-04,President,,REPUBLICAN,Mccain J,73,1,74
New Castle,05-04,President,,CONSTITUTN,Baldwinc,0,0,0
New Castle,05-04,President,,GREEN,Mckinney C,0,0,0
New Castle,05-04,President,,IND OF DEL,Nader R,2,0,2
New Castle,06-04,President,,DEMOCRATIC,Obama B,742,87,829
New Castle,06-04,President,,REPUBLICAN,Mccain J,256,25,281
New Castle,06-04,President,,CONSTITUTN,Baldwinc,3,1,4
New Castle,06-04,President,,GREEN,Mckinney C,0,0,0
New Castle,06-04,President,,IND OF DEL,Nader R,12,0,12
New Castle,07-04,President,,DEMOCRATIC,Obama B,677,37,714
New Castle,07-04,President,,REPUBLICAN,Mccain J,235,17,252
New Castle,07-04,President,,CONSTITUTN,Baldwinc,2,0,2
New Castle,07-04,President,,GREEN,Mckinney C,0,0,0
New Castle,07-04,President,,IND OF DEL,Nader R,6,0,6
New Castle,08-04,President,,DEMOCRATIC,Obama B,17,1,18
New Castle,08-04,President,,REPUBLICAN,Mccain J,2,0,2
New Castle,08-04,President,,CONSTITUTN,Baldwinc,0,0,0
New Castle,08-04,President,,GREEN,Mckinney C,0,0,0
New Castle,08-04,President,,IND OF DEL,Nader R,0,0,0
New Castle,09-04,President,,DEMOCRATIC,Obama B,472,42,514
New Castle,09-04,President,,REPUBLICAN,Mccain J,114,11,125
New Castle,09-04,President,,CONSTITUTN,Baldwinc,1,0,1
New Castle,09-04,President,,GREEN,Mckinney C,2,0,2
New Castle,09-04,President,,IND OF DEL,Nader R,1,1,2
New Castle,10-04,President,,DEMOCRATIC,Obama B,594,26,620
New Castle,10-04,President,,REPUBLICAN,Mccain J,125,3,128
New Castle,10-04,President,,CONSTITUTN,Baldwinc,2,0,2
New Castle,10-04,President,,GREEN,Mckinney C,0,0,0
New Castle,10-04,President,,IND OF DEL,Nader R,3,0,3
New Castle,11-04,President,,DEMOCRATIC,Obama B,511,56,567
New Castle,11-04,President,,REPUBLICAN,Mccain J,486,34,520
New Castle,11-04,President,,CONSTITUTN,Baldwinc,1,0,1
New Castle,11-04,President,,GREEN,Mckinney C,0,0,0
New Castle,11-04,President,,IND OF DEL,Nader R,1,0,1
New Castle,12-04,President,,DEMOCRATIC,Obama B,104,28,132
New Castle,12-04,President,,REPUBLICAN,Mccain J,39,8,47
New Castle,12-04,President,,CONSTITUTN,Baldwinc,0,0,0
New Castle,12-04,President,,GREEN,Mckinney C,1,0,1
New Castle,12-04,President,,IND OF DEL,Nader R,0,2,2
New Castle,13-04,President,,DEMOCRATIC,Obama B,343,23,366
New Castle,13-04,President,,REPUBLICAN,Mccain J,124,3,127
New Castle,13-04,President,,CONSTITUTN,Baldwinc,0,0,0
New Castle,13-04,President,,GREEN,Mckinney C,0,0,0
New Castle,13-04,President,,IND OF DEL,Nader R,5,0,5
New Castle,14-04,President,,DEMOCRATIC,Obama B,122,12,134
New Castle,14-04,President,,REPUBLICAN,Mccain J,83,5,88
New Castle,14-04,President,,CONSTITUTN,Baldwinc,0,0,0
New Castle,14-04,President,,GREEN,Mckinney C,0,0,0
New Castle,14-04,President,,IND OF DEL,Nader R,1,0,1
New Castle,15-04,President,,DEMOCRATIC,Obama B,47,2,49
New Castle,15-04,President,,REPUBLICAN,Mccain J,6,0,6
New Castle,15-04,President,,CONSTITUTN,Baldwinc,0,0,0
New Castle,15-04,President,,GREEN,Mckinney C,0,0,0
New Castle,15-04,President,,IND OF DEL,Nader R,0,0,0
New Castle,16-04,President,,DEMOCRATIC,Obama B,49,10,59
New Castle,16-04,President,,REPUBLICAN,Mccain J,120,16,136
New Castle,16-04,President,,CONSTITUTN,Baldwinc,1,0,1
New Castle,16-04,President,,GREEN,Mckinney C,0,0,0
New Castle,16-04,President,,IND OF DEL,Nader R,0,0,0
New Castle,17-04,President,,DEMOCRATIC,Obama B,123,2,125
New Castle,17-04,President,,REPUBLICAN,Mccain J,34,1,35
New Castle,17-04,President,,CONSTITUTN,Baldwinc,0,0,0
New Castle,17-04,President,,GREEN,Mckinney C,0,0,0
New Castle,17-04,President,,IND OF DEL,Nader R,2,0,2
New Castle,18-04,President,,DEMOCRATIC,Obama B,49,0,49
New Castle,18-04,President,,REPUBLICAN,Mccain J,9,0,9
New Castle,18-04,President,,CONSTITUTN,Baldwinc,0,0,0
New Castle,18-04,President,,GREEN,Mckinney C,0,0,0
New Castle,18-04,President,,IND OF DEL,Nader R,0,0,0
New Castle,19-04,President,,DEMOCRATIC,Obama B,32,0,32
New Castle,19-04,President,,REPUBLICAN,Mccain J,1,0,1
New Castle,19-04,President,,CONSTITUTN,Baldwinc,0,0,0
New Castle,19-04,President,,GREEN,Mckinney C,0,0,0
New Castle,19-04,President,,IND OF DEL,Nader R,1,0,1
New Castle,01-04,President,,LIBERTARIN,Barr B,5,1,6
New Castle,01-04,President,,SOC WORKER,Calero R,0,0,0
New Castle,02-04,President,,LIBERTARIN,Barr B,1,0,1
New Castle,02-04,President,,SOC WORKER,Calero R,0,0,0
New Castle,03-04,President,,LIBERTARIN,Barr B,6,0,6
New Castle,03-04,President,,SOC WORKER,Calero R,0,0,0
New Castle,04-04,President,,LIBERTARIN,Barr B,5,0,5
New Castle,04-04,President,,SOC WORKER,Calero R,0,0,0
New Castle,05-04,President,,LIBERTARIN,Barr B,2,0,2
New Castle,05-04,President,,SOC WORKER,Calero R,0,0,0
New Castle,06-04,President,,LIBERTARIN,Barr B,2,0,2
New Castle,06-04,President,,SOC WORKER,Calero R,1,0,1
New Castle,07-04,President,,LIBERTARIN,Barr B,1,1,2
New Castle,07-04,President,,SOC WORKER,Calero R,1,0,1
New Castle,08-04,President,,LIBERTARIN,Barr B,0,0,0
New Castle,08-04,President,,SOC WORKER,Calero R,0,0,0
New Castle,09-04,President,,LIBERTARIN,Barr B,5,0,5
New Castle,09-04,President,,SOC WORKER,Calero R,0,0,0
New Castle,10-04,President,,LIBERTARIN,Barr B,3,0,3
New Castle,10-04,President,,SOC WORKER,Calero R,0,0,0
New Castle,11-04,President,,LIBERTARIN,Barr B,4,1,5
New Castle,11-04,President,,SOC WORKER,Calero R,0,0,0
New Castle,12-04,President,,LIBERTARIN,Barr B,0,0,0
New Castle,12-04,President,,SOC WORKER,Calero R,0,0,0
New Castle,13-04,President,,LIBERTARIN,Barr B,4,0,4
New Castle,13-04,President,,SOC WORKER,Calero R,0,0,0
New Castle,14-04,President,,LIBERTARIN,Barr B,0,0,0
New Castle,14-04,President,,SOC WORKER,Calero R,1,0,1
New Castle,15-04,President,,LIBERTARIN,Barr B,2,0,2
New Castle,15-04,President,,SOC WORKER,Calero R,0,0,0
New Castle,16-04,President,,LIBERTARIN,Barr B,1,0,1
New Castle,16-04,President,,SOC WORKER,Calero R,0,0,0
New Castle,17-04,President,,LIBERTARIN,Barr B,1,0,1
New Castle,17-04,President,,SOC WORKER,Calero R,0,0,0
New Castle,18-04,President,,LIBERTARIN,Barr B,1,0,1
New Castle,18-04,President,,SOC WORKER,Calero R,0,0,0
New Castle,19-04,President,,LIBERTARIN,Barr B,0,0,0
New Castle,19-04,President,,SOC WORKER,Calero R,0,0,0
New Castle,01-05,President,,DEMOCRATIC,Obama B,812,24,836
New Castle,01-05,President,,REPUBLICAN,Mccain J,191,7,198
New Castle,01-05,President,,CONSTITUTN,Baldwinc,0,1,1
New Castle,01-05,President,,GREEN,Mckinney C,0,0,0
New Castle,01-05,President,,IND OF DEL,Nader R,2,0,2
New Castle,02-05,President,,DEMOCRATIC,Obama B,519,8,527
New Castle,02-05,President,,REPUBLICAN,Mccain J,104,3,107
New Castle,02-05,President,,CONSTITUTN,Baldwinc,0,0,0
New Castle,02-05,President,,GREEN,Mckinney C,0,0,0
New Castle,02-05,President,,IND OF DEL,Nader R,1,0,1
New Castle,03-05,President,,DEMOCRATIC,Obama B,370,12,382
New Castle,03-05,President,,REPUBLICAN,Mccain J,67,0,67
New Castle,03-05,President,,CONSTITUTN,Baldwinc,0,0,0
New Castle,03-05,President,,GREEN,Mckinney C,0,0,0
New Castle,03-05,President,,IND OF DEL,Nader R,3,0,3
New Castle,04-05,President,,DEMOCRATIC,Obama B,454,18,472
New Castle,04-05,President,,REPUBLICAN,Mccain J,69,3,72
New Castle,04-05,President,,CONSTITUTN,Baldwinc,0,0,0
New Castle,04-05,President,,GREEN,Mckinney C,1,0,1
New Castle,04-05,President,,IND OF DEL,Nader R,3,0,3
New Castle,05-05,President,,DEMOCRATIC,Obama B,851,24,875
New Castle,05-05,President,,REPUBLICAN,Mccain J,102,4,106
New Castle,05-05,President,,CONSTITUTN,Baldwinc,0,0,0
New Castle,05-05,President,,GREEN,Mckinney C,2,0,2
New Castle,05-05,President,,IND OF DEL,Nader R,2,0,2
New Castle,06-05,President,,DEMOCRATIC,Obama B,946,24,970
New Castle,06-05,President,,REPUBLICAN,Mccain J,79,8,87
New Castle,06-05,President,,CONSTITUTN,Baldwinc,1,0,1
New Castle,06-05,President,,GREEN,Mckinney C,0,0,0
