county,election_district,office,district,party,candidate,votes
New Castle,07-18,U.S. House,,LIBERTARIN,Thomas B C,9
New Castle,08-18,U.S. House,,DEMOCRATIC,Miller M C,111
New Castle,08-18,U.S. House,,REPUBLICAN,Castle M N,248
New Castle,08-18,U.S. House,,LIBERTARIN,Thomas B C,2
New Castle,09-18,U.S. House,,DEMOCRATIC,Miller M C,115
New Castle,09-18,U.S. House,,REPUBLICAN,Castle M N,228
New Castle,09-18,U.S. House,,LIBERTARIN,Thomas B C,4
New Castle,10-18,U.S. House,,DEMOCRATIC,Miller M C,122
New Castle,10-18,U.S. House,,REPUBLICAN,Castle M N,266
New Castle,10-18,U.S. House,,LIBERTARIN,Thomas B C,7
New Castle,11-18,U.S. House,,DEMOCRATIC,Miller M C,80
New Castle,11-18,U.S. House,,REPUBLICAN,Castle M N,179
New Castle,11-18,U.S. House,,LIBERTARIN,Thomas B C,5
New Castle,01-19,U.S. House,,DEMOCRATIC,Miller M C,236
New Castle,01-19,U.S. House,,REPUBLICAN,Castle M N,563
New Castle,01-19,U.S. House,,LIBERTARIN,Thomas B C,7
New Castle,02-19,U.S. House,,DEMOCRATIC,Miller M C,155
New Castle,02-19,U.S. House,,REPUBLICAN,Castle M N,328
New Castle,02-19,U.S. House,,LIBERTARIN,Thomas B C,7
New Castle,03-19,U.S. House,,DEMOCRATIC,Miller M C,114
New Castle,03-19,U.S. House,,REPUBLICAN,Castle M N,464
New Castle,03-19,U.S. House,,LIBERTARIN,Thomas B C,9
New Castle,04-19,U.S. House,,DEMOCRATIC,Miller M C,163
New Castle,04-19,U.S. House,,REPUBLICAN,Castle M N,381
New Castle,04-19,U.S. House,,LIBERTARIN,Thomas B C,10
New Castle,05-19,U.S. House,,DEMOCRATIC,Miller M C,200
New Castle,05-19,U.S. House,,REPUBLICAN,Castle M N,474
New Castle,05-19,U.S. House,,LIBERTARIN,Thomas B C,4
New Castle,06-19,U.S. House,,DEMOCRATIC,Miller M C,105
New Castle,06-19,U.S. House,,REPUBLICAN,Castle M N,243
New Castle,06-19,U.S. House,,LIBERTARIN,Thomas B C,8
New Castle,07-19,U.S. House,,DEMOCRATIC,Miller M C,196
New Castle,07-19,U.S. House,,REPUBLICAN,Castle M N,403
New Castle,07-19,U.S. House,,LIBERTARIN,Thomas B C,10
New Castle,08-19,U.S. House,,DEMOCRATIC,Miller M C,102
New Castle,08-19,U.S. House,,REPUBLICAN,Castle M N,309
New Castle,08-19,U.S. House,,LIBERTARIN,Thomas B C,5
New Castle,09-19,U.S. House,,DEMOCRATIC,Miller M C,111
New Castle,09-19,U.S. House,,REPUBLICAN,Castle M N,207
New Castle,09-19,U.S. House,,LIBERTARIN,Thomas B C,7
New Castle,10-19,U.S. House,,DEMOCRATIC,Miller M C,38
New Castle,10-19,U.S. House,,REPUBLICAN,Castle M N,136
New Castle,10-19,U.S. House,,LIBERTARIN,Thomas B C,2
New Castle,11-19,U.S. House,,DEMOCRATIC,Miller M C,241
New Castle,11-19,U.S. House,,REPUBLICAN,Castle M N,459
New Castle,11-19,U.S. House,,LIBERTARIN,Thomas B C,15
New Castle,01-20,U.S. House,,DEMOCRATIC,Miller M C,95
New Castle,01-20,U.S. House,,REPUBLICAN,Castle M N,563
New Castle,01-20,U.S. House,,LIBERTARIN,Thomas B C,9
New Castle,02-20,U.S. House,,DEMOCRATIC,Miller M C,95
New Castle,02-20,U.S. House,,REPUBLICAN,Castle M N,401
New Castle,02-20,U.S. House,,LIBERTARIN,Thomas B C,10
New Castle,03-20,U.S. House,,DEMOCRATIC,Miller M C,139
New Castle,03-20,U.S. House,,REPUBLICAN,Castle M N,413
New Castle,03-20,U.S. House,,LIBERTARIN,Thomas B C,4
New Castle,04-20,U.S. House,,DEMOCRATIC,Miller M C,115
New Castle,04-20,U.S. House,,REPUBLICAN,Castle M N,469
New Castle,04-20,U.S. House,,LIBERTARIN,Thomas B C,9
New Castle,05-20,U.S. House,,DEMOCRATIC,Miller M C,63
New Castle,05-20,U.S. House,,REPUBLICAN,Castle M N,209
New Castle,05-20,U.S. House,,LIBERTARIN,Thomas B C,2
New Castle,06-20,U.S. House,,DEMOCRATIC,Miller M C,121
New Castle,06-20,U.S. House,,REPUBLICAN,Castle M N,503
New Castle,06-20,U.S. House,,LIBERTARIN,Thomas B C,10
New Castle,07-20,U.S. House,,DEMOCRATIC,Miller M C,101
New Castle,07-20,U.S. House,,REPUBLICAN,Castle M N,597
New Castle,07-20,U.S. House,,LIBERTARIN,Thomas B C,4
New Castle,08-20,U.S. House,,DEMOCRATIC,Miller M C,76
New Castle,08-20,U.S. House,,REPUBLICAN,Castle M N,371
New Castle,08-20,U.S. House,,LIBERTARIN,Thomas B C,7
New Castle,09-20,U.S. House,,DEMOCRATIC,Miller M C,124
New Castle,09-20,U.S. House,,REPUBLICAN,Castle M N,679
New Castle,09-20,U.S. House,,LIBERTARIN,Thomas B C,6
New Castle,10-20,U.S. House,,DEMOCRATIC,Miller M C,111
New Castle,10-20,U.S. House,,REPUBLICAN,Castle M N,406
New Castle,10-20,U.S. House,,LIBERTARIN,Thomas B C,11
New Castle,11-20,U.S. House,,DEMOCRATIC,Miller M C,80
New Castle,11-20,U.S. House,,REPUBLICAN,Castle M N,385
New Castle,11-20,U.S. House,,LIBERTARIN,Thomas B C,5
New Castle,12-20,U.S. House,,DEMOCRATIC,Miller M C,136
New Castle,12-20,U.S. House,,REPUBLICAN,Castle M N,779
New Castle,12-20,U.S. House,,LIBERTARIN,Thomas B C,10
New Castle,13-20,U.S. House,,DEMOCRATIC,Miller M C,131
New Castle,13-20,U.S. House,,REPUBLICAN,Castle M N,567
New Castle,13-20,U.S. House,,LIBERTARIN,Thomas B C,15
New Castle,01-21,U.S. House,,DEMOCRATIC,Miller M C,138
New Castle,01-21,U.S. House,,REPUBLICAN,Castle M N,625
New Castle,01-21,U.S. House,,LIBERTARIN,Thomas B C,6
New Castle,02-21,U.S. House,,DEMOCRATIC,Miller M C,86
New Castle,02-21,U.S. House,,REPUBLICAN,Castle M N,305
New Castle,02-21,U.S. House,,LIBERTARIN,Thomas B C,4
New Castle,03-21,U.S. House,,DEMOCRATIC,Miller M C,128
New Castle,03-21,U.S. House,,REPUBLICAN,Castle M N,396
New Castle,03-21,U.S. House,,LIBERTARIN,Thomas B C,6
New Castle,04-21,U.S. House,,DEMOCRATIC,Miller M C,91
New Castle,04-21,U.S. House,,REPUBLICAN,Castle M N,380
New Castle,04-21,U.S. House,,LIBERTARIN,Thomas B C,8
New Castle,05-21,U.S. House,,DEMOCRATIC,Miller M C,88
New Castle,05-21,U.S. House,,REPUBLICAN,Castle M N,359
New Castle,05-21,U.S. House,,LIBERTARIN,Thomas B C,5
New Castle,06-21,U.S. House,,DEMOCRATIC,Miller M C,133
New Castle,06-21,U.S. House,,REPUBLICAN,Castle M N,606
New Castle,06-21,U.S. House,,LIBERTARIN,Thomas B C,10
New Castle,07-21,U.S. House,,DEMOCRATIC,Miller M C,123
New Castle,07-21,U.S. House,,REPUBLICAN,Castle M N,486
New Castle,07-21,U.S. House,,LIBERTARIN,Thomas B C,9
New Castle,08-21,U.S. House,,DEMOCRATIC,Miller M C,127
New Castle,08-21,U.S. House,,REPUBLICAN,Castle M N,450
New Castle,08-21,U.S. House,,LIBERTARIN,Thomas B C,7
New Castle,09-21,U.S. House,,DEMOCRATIC,Miller M C,135
New Castle,09-21,U.S. House,,REPUBLICAN,Castle M N,415
New Castle,09-21,U.S. House,,LIBERTARIN,Thomas B C,7
New Castle,10-21,U.S. House,,DEMOCRATIC,Miller M C,36
New Castle,10-21,U.S. House,,REPUBLICAN,Castle M N,175
New Castle,10-21,U.S. House,,LIBERTARIN,Thomas B C,3
New Castle,11-21,U.S. House,,DEMOCRATIC,Miller M C,166
New Castle,11-21,U.S. House,,REPUBLICAN,Castle M N,452
New Castle,11-21,U.S. House,,LIBERTARIN,Thomas B C,5
New Castle,12-21,U.S. House,,DEMOCRATIC,Miller M C,29
New Castle,12-21,U.S. House,,REPUBLICAN,Castle M N,123
New Castle,12-21,U.S. House,,LIBERTARIN,Thomas B C,2
New Castle,13-21,U.S. House,,DEMOCRATIC,Miller M C,55
New Castle,13-21,U.S. House,,REPUBLICAN,Castle M N,166
New Castle,13-21,U.S. House,,LIBERTARIN,Thomas B C,4
New Castle,14-21,U.S. House,,DEMOCRATIC,Miller M C,28
New Castle,14-21,U.S. House,,REPUBLICAN,Castle M N,89
New Castle,14-21,U.S. House,,LIBERTARIN,Thomas B C,4
New Castle,01-22,U.S. House,,DEMOCRATIC,Miller M C,35
New Castle,01-22,U.S. House,,REPUBLICAN,Castle M N,290
New Castle,01-22,U.S. House,,LIBERTARIN,Thomas B C,6
New Castle,02-22,U.S. House,,DEMOCRATIC,Miller M C,108
New Castle,02-22,U.S. House,,REPUBLICAN,Castle M N,394
New Castle,02-22,U.S. House,,LIBERTARIN,Thomas B C,1
New Castle,03-22,U.S. House,,DEMOCRATIC,Miller M C,31
New Castle,03-22,U.S. House,,REPUBLICAN,Castle M N,292
New Castle,03-22,U.S. House,,LIBERTARIN,Thomas B C,2
New Castle,04-22,U.S. House,,DEMOCRATIC,Miller M C,106
New Castle,04-22,U.S. House,,REPUBLICAN,Castle M N,656
New Castle,04-22,U.S. House,,LIBERTARIN,Thomas B C,11
New Castle,05-22,U.S. House,,DEMOCRATIC,Miller M C,121
New Castle,05-22,U.S. House,,REPUBLICAN,Castle M N,721
New Castle,05-22,U.S. House,,LIBERTARIN,Thomas B C,11
New Castle,06-22,U.S. House,,DEMOCRATIC,Miller M C,145
New Castle,06-22,U.S. House,,REPUBLICAN,Castle M N,776
New Castle,06-22,U.S. House,,LIBERTARIN,Thomas B C,13
New Castle,07-22,U.S. House,,DEMOCRATIC,Miller M C,102
New Castle,07-22,U.S. House,,REPUBLICAN,Castle M N,451
New Castle,07-22,U.S. House,,LIBERTARIN,Thomas B C,3
New Castle,08-22,U.S. House,,DEMOCRATIC,Miller M C,81
New Castle,08-22,U.S. House,,REPUBLICAN,Castle M N,305
New Castle,08-22,U.S. House,,LIBERTARIN,Thomas B C,6
New Castle,09-22,U.S. House,,DEMOCRATIC,Miller M C,116
New Castle,09-22,U.S. House,,REPUBLICAN,Castle M N,586
New Castle,09-22,U.S. House,,LIBERTARIN,Thomas B C,6
New Castle,10-22,U.S. House,,DEMOCRATIC,Miller M C,67
New Castle,10-22,U.S. House,,REPUBLICAN,Castle M N,404
New Castle,10-22,U.S. House,,LIBERTARIN,Thomas B C,10
New Castle,11-22,U.S. House,,DEMOCRATIC,Miller M C,122
New Castle,11-22,U.S. House,,REPUBLICAN,Castle M N,521
New Castle,11-22,U.S. House,,LIBERTARIN,Thomas B C,8
New Castle,12-22,U.S. House,,DEMOCRATIC,Miller M C,101
New Castle,12-22,U.S. House,,REPUBLICAN,Castle M N,300
New Castle,12-22,U.S. House,,LIBERTARIN,Thomas B C,4
New Castle,13-22,U.S. House,,DEMOCRATIC,Miller M C,8
New Castle,13-22,U.S. House,,REPUBLICAN,Castle M N,56
New Castle,13-22,U.S. House,,LIBERTARIN,Thomas B C,1
New Castle,14-22,U.S. House,,DEMOCRATIC,Miller M C,41
New Castle,14-22,U.S. House,,REPUBLICAN,Castle M N,199
New Castle,14-22,U.S. House,,LIBERTARIN,Thomas B C,3
New Castle,01-23,U.S. House,,DEMOCRATIC,Miller M C,62
New Castle,01-23,U.S. House,,REPUBLICAN,Castle M N,85
New Castle,01-23,U.S. House,,LIBERTARIN,Thomas B C,11
New Castle,02-23,U.S. House,,DEMOCRATIC,Miller M C,152
New Castle,02-23,U.S. House,,REPUBLICAN,Castle M N,599
New Castle,02-23,U.S. House,,LIBERTARIN,Thomas B C,13
New Castle,03-23,U.S. House,,DEMOCRATIC,Miller M C,128
New Castle,03-23,U.S. House,,REPUBLICAN,Castle M N,612
New Castle,03-23,U.S. House,,LIBERTARIN,Thomas B C,15
New Castle,04-23,U.S. House,,DEMOCRATIC,Miller M C,176
New Castle,04-23,U.S. House,,REPUBLICAN,Castle M N,631
New Castle,04-23,U.S. House,,LIBERTARIN,Thomas B C,15
New Castle,05-23,U.S. House,,DEMOCRATIC,Miller M C,150
New Castle,05-23,U.S. House,,REPUBLICAN,Castle M N,556
New Castle,05-23,U.S. House,,LIBERTARIN,Thomas B C,14
New Castle,06-23,U.S. House,,DEMOCRATIC,Miller M C,73
New Castle,06-23,U.S. House,,REPUBLICAN,Castle M N,185
New Castle,06-23,U.S. House,,LIBERTARIN,Thomas B C,17
New Castle,07-23,U.S. House,,DEMOCRATIC,Miller M C,182
New Castle,07-23,U.S. House,,REPUBLICAN,Castle M N,491
New Castle,07-23,U.S. House,,LIBERTARIN,Thomas B C,12
New Castle,08-23,U.S. House,,DEMOCRATIC,Miller M C,121
New Castle,08-23,U.S. House,,REPUBLICAN,Castle M N,536
New Castle,08-23,U.S. House,,LIBERTARIN,Thomas B C,12
New Castle,09-23,U.S. House,,DEMOCRATIC,Miller M C,114
New Castle,09-23,U.S. House,,REPUBLICAN,Castle M N,739
New Castle,09-23,U.S. House,,LIBERTARIN,Thomas B C,11
New Castle,10-23,U.S. House,,DEMOCRATIC,Miller M C,59
New Castle,10-23,U.S. House,,REPUBLICAN,Castle M N,302
New Castle,10-23,U.S. House,,LIBERTARIN,Thomas B C,4
New Castle,01-24,U.S. House,,DEMOCRATIC,Miller M C,63
New Castle,01-24,U.S. House,,REPUBLICAN,Castle M N,159
New Castle,01-24,U.S. House,,LIBERTARIN,Thomas B C,2
New Castle,02-24,U.S. House,,DEMOCRATIC,Miller M C,206
New Castle,02-24,U.S. House,,REPUBLICAN,Castle M N,376
New Castle,02-24,U.S. House,,LIBERTARIN,Thomas B C,9
New Castle,03-24,U.S. House,,DEMOCRATIC,Miller M C,114
New Castle,03-24,U.S. House,,REPUBLICAN,Castle M N,198
New Castle,03-24,U.S. House,,LIBERTARIN,Thomas B C,4
New Castle,04-24,U.S. House,,DEMOCRATIC,Miller M C,164
New Castle,04-24,U.S. House,,REPUBLICAN,Castle M N,401
New Castle,04-24,U.S. House,,LIBERTARIN,Thomas B C,5
New Castle,05-24,U.S. House,,DEMOCRATIC,Miller M C,109
New Castle,05-24,U.S. House,,REPUBLICAN,Castle M N,310
New Castle,05-24,U.S. House,,LIBERTARIN,Thomas B C,7
New Castle,06-24,U.S. House,,DEMOCRATIC,Miller M C,129
New Castle,06-24,U.S. House,,REPUBLICAN,Castle M N,239
New Castle,06-24,U.S. House,,LIBERTARIN,Thomas B C,12
New Castle,07-24,U.S. House,,DEMOCRATIC,Miller M C,84
New Castle,07-24,U.S. House,,REPUBLICAN,Castle M N,120
New Castle,07-24,U.S. House,,LIBERTARIN,Thomas B C,0
New Castle,08-24,U.S. House,,DEMOCRATIC,Miller M C,232
New Castle,08-24,U.S. House,,REPUBLICAN,Castle M N,484
New Castle,08-24,U.S. House,,LIBERTARIN,Thomas B C,7
New Castle,09-24,U.S. House,,DEMOCRATIC,Miller M C,124
New Castle,09-24,U.S. House,,REPUBLICAN,Castle M N,310
New Castle,09-24,U.S. House,,LIBERTARIN,Thomas B C,3
New Castle,01-25,U.S. House,,DEMOCRATIC,Miller M C,142
New Castle,01-25,U.S. House,,REPUBLICAN,Castle M N,223
New Castle,01-25,U.S. House,,LIBERTARIN,Thomas B C,13
New Castle,02-25,U.S. House,,DEMOCRATIC,Miller M C,199
New Castle,02-25,U.S. House,,REPUBLICAN,Castle M N,490
New Castle,02-25,U.S. House,,LIBERTARIN,Thomas B C,12
New Castle,03-25,U.S. House,,DEMOCRATIC,Miller M C,196
New Castle,03-25,U.S. House,,REPUBLICAN,Castle M N,352
New Castle,03-25,U.S. House,,LIBERTARIN,Thomas B C,3
New Castle,04-25,U.S. House,,DEMOCRATIC,Miller M C,146
New Castle,04-25,U.S. House,,REPUBLICAN,Castle M N,305
New Castle,04-25,U.S. House,,LIBERTARIN,Thomas B C,10
New Castle,05-25,U.S. House,,DEMOCRATIC,Miller M C,111
New Castle,05-25,U.S. House,,REPUBLICAN,Castle M N,311
New Castle,05-25,U.S. House,,LIBERTARIN,Thomas B C,6
New Castle,06-25,U.S. House,,DEMOCRATIC,Miller M C,148
New Castle,06-25,U.S. House,,REPUBLICAN,Castle M N,484
New Castle,06-25,U.S. House,,LIBERTARIN,Thomas B C,10
New Castle,07-25,U.S. House,,DEMOCRATIC,Miller M C,153
New Castle,07-25,U.S. House,,REPUBLICAN,Castle M N,427
New Castle,07-25,U.S. House,,LIBERTARIN,Thomas B C,7
New Castle,08-25,U.S. House,,DEMOCRATIC,Miller M C,87
New Castle,08-25,U.S. House,,REPUBLICAN,Castle M N,259
New Castle,08-25,U.S. House,,LIBERTARIN,Thomas B C,6
New Castle,09-25,U.S. House,,DEMOCRATIC,Miller M C,77
New Castle,09-25,U.S. House,,REPUBLICAN,Castle M N,133
New Castle,09-25,U.S. House,,LIBERTARIN,Thomas B C,3
New Castle,01-26,U.S. House,,DEMOCRATIC,Miller M C,106
New Castle,01-26,U.S. House,,REPUBLICAN,Castle M N,169
New Castle,01-26,U.S. House,,LIBERTARIN,Thomas B C,5
New Castle,02-26,U.S. House,,DEMOCRATIC,Miller M C,173
New Castle,02-26,U.S. House,,REPUBLICAN,Castle M N,232
New Castle,02-26,U.S. House,,LIBERTARIN,Thomas B C,4
New Castle,03-26,U.S. House,,DEMOCRATIC,Miller M C,99
New Castle,03-26,U.S. House,,REPUBLICAN,Castle M N,191
New Castle,03-26,U.S. House,,LIBERTARIN,Thomas B C,4
New Castle,04-26,U.S. House,,DEMOCRATIC,Miller M C,172
New Castle,04-26,U.S. House,,REPUBLICAN,Castle M N,297
New Castle,04-26,U.S. House,,LIBERTARIN,Thomas B C,7
New Castle,05-26,U.S. House,,DEMOCRATIC,Miller M C,168
New Castle,05-26,U.S. House,,REPUBLICAN,Castle M N,241
New Castle,05-26,U.S. House,,LIBERTARIN,Thomas B C,7
New Castle,06-26,U.S. House,,DEMOCRATIC,Miller M C,170
New Castle,06-26,U.S. House,,REPUBLICAN,Castle M N,311
New Castle,06-26,U.S. House,,LIBERTARIN,Thomas B C,6
New Castle,07-26,U.S. House,,DEMOCRATIC,Miller M C,243
New Castle,07-26,U.S. House,,REPUBLICAN,Castle M N,412
New Castle,07-26,U.S. House,,LIBERTARIN,Thomas B C,6
New Castle,08-26,U.S. House,,DEMOCRATIC,Miller M C,99
New Castle,08-26,U.S. House,,REPUBLICAN,Castle M N,124
New Castle,08-26,U.S. House,,LIBERTARIN,Thomas B C,5
New Castle,09-26,U.S. House,,DEMOCRATIC,Miller M C,259
New Castle,09-26,U.S. House,,REPUBLICAN,Castle M N,223
New Castle,09-26,U.S. House,,LIBERTARIN,Thomas B C,8
New Castle,01-27,U.S. House,,DEMOCRATIC,Miller M C,139
New Castle,01-27,U.S. House,,REPUBLICAN,Castle M N,331
New Castle,01-27,U.S. House,,LIBERTARIN,Thomas B C,17
New Castle,02-27,U.S. House,,DEMOCRATIC,Miller M C,106
New Castle,02-27,U.S. House,,REPUBLICAN,Castle M N,242
New Castle,02-27,U.S. House,,LIBERTARIN,Thomas B C,4
New Castle,03-27,U.S. House,,DEMOCRATIC,Miller M C,151
New Castle,03-27,U.S. House,,REPUBLICAN,Castle M N,248
New Castle,03-27,U.S. House,,LIBERTARIN,Thomas B C,5
New Castle,04-27,U.S. House,,DEMOCRATIC,Miller M C,53
New Castle,04-27,U.S. House,,REPUBLICAN,Castle M N,158
New Castle,04-27,U.S. House,,LIBERTARIN,Thomas B C,2
New Castle,05-27,U.S. House,,DEMOCRATIC,Miller M C,184
New Castle,05-27,U.S. House,,REPUBLICAN,Castle M N,569
New Castle,05-27,U.S. House,,LIBERTARIN,Thomas B C,9
New Castle,06-27,U.S. House,,DEMOCRATIC,Miller M C,124
New Castle,06-27,U.S. House,,REPUBLICAN,Castle M N,232
New Castle,06-27,U.S. House,,LIBERTARIN,Thomas B C,9
New Castle,07-27,U.S. House,,DEMOCRATIC,Miller M C,140
New Castle,07-27,U.S. House,,REPUBLICAN,Castle M N,503
New Castle,07-27,U.S. House,,LIBERTARIN,Thomas B C,5
New Castle,08-27,U.S. House,,DEMOCRATIC,Miller M C,165
New Castle,08-27,U.S. House,,REPUBLICAN,Castle M N,427
New Castle,08-27,U.S. House,,LIBERTARIN,Thomas B C,6
New Castle,09-27,U.S. House,,DEMOCRATIC,Miller M C,147
New Castle,09-27,U.S. House,,REPUBLICAN,Castle M N,402
New Castle,09-27,U.S. House,,LIBERTARIN,Thomas B C,6
New Castle,10-27,U.S. House,,DEMOCRATIC,Miller M C,99
New Castle,10-27,U.S. House,,REPUBLICAN,Castle M N,357
New Castle,10-27,U.S. House,,LIBERTARIN,Thomas B C,4
Kent,01-28,U.S. House,,DEMOCRATIC,Miller M C,110
Kent,01-28,U.S. House,,REPUBLICAN,Castle M N,184
Kent,01-28,U.S. House,,LIBERTARIN,Thomas B C,8
Kent,02-28,U.S. House,,DEMOCRATIC,Miller M C,302
Kent,02-28,U.S. House,,REPUBLICAN,Castle M N,780
Kent,02-28,U.S. House,,LIBERTARIN,Thomas B C,15
Kent,03-28,U.S. House,,DEMOCRATIC,Miller M C,30
Kent,03-28,U.S. House,,REPUBLICAN,Castle M N,59
Kent,03-28,U.S. House,,LIBERTARIN,Thomas B C,1
Kent,04-28,U.S. House,,DEMOCRATIC,Miller M C,0
Kent,04-28,U.S. House,,REPUBLICAN,Castle M N,10
Kent,04-28,U.S. House,,LIBERTARIN,Thomas B C,0
Kent,05-28,U.S. House,,DEMOCRATIC,Miller M C,244
Kent,05-28,U.S. House,,REPUBLICAN,Castle M N,585
Kent,05-28,U.S. House,,LIBERTARIN,Thomas B C,9
Kent,06-28,U.S. House,,DEMOCRATIC,Miller M C,54
Kent,06-28,U.S. House,,REPUBLICAN,Castle M N,122
Kent,06-28,U.S. House,,LIBERTARIN,Thomas B C,4
Kent,07-28,U.S. House,,DEMOCRATIC,Miller M C,19
Kent,07-28,U.S. House,,REPUBLICAN,Castle M N,87
Kent,07-28,U.S. House,,LIBERTARIN,Thomas B C,2
Kent,08-28,U.S. House,,DEMOCRATIC,Miller M C,313
Kent,08-28,U.S. House,,REPUBLICAN,Castle M N,763
Kent,08-28,U.S. House,,LIBERTARIN,Thomas B C,16
Kent,09-28,U.S. House,,DEMOCRATIC,Miller M C,9
Kent,09-28,U.S. House,,REPUBLICAN,Castle M N,22
Kent,09-28,U.S. House,,LIBERTARIN,Thomas B C,1
Kent,10-28,U.S. House,,DEMOCRATIC,Miller M C,11
Kent,10-28,U.S. House,,REPUBLICAN,Castle M N,21
Kent,10-28,U.S. House,,LIBERTARIN,Thomas B C,2
Kent,11-28,U.S. House,,DEMOCRATIC,Miller M C,218
Kent,11-28,U.S. House,,REPUBLICAN,Castle M N,282
Kent,11-28,U.S. House,,LIBERTARIN,Thomas B C,4
Kent,12-28,U.S. House,,DEMOCRATIC,Miller M C,47
Kent,12-28,U.S. House,,REPUBLICAN,Castle M N,64
Kent,12-28,U.S. House,,LIBERTARIN,Thomas B C,0
Kent,01-29,U.S. House,,DEMOCRATIC,Miller M C,351
Kent,01-29,U.S. House,,REPUBLICAN,Castle M N,907
Kent,01-29,U.S. House,,LIBERTARIN,Thomas B C,23
Kent,02-29,U.S. House,,DEMOCRATIC,Miller M C,186
Kent,02-29,U.S. House,,REPUBLICAN,Castle M N,582
Kent,02-29,U.S. House,,LIBERTARIN,Thomas B C,9
Kent,03-29,U.S. House,,DEMOCRATIC,Miller M C,160
Kent,03-29,U.S. House,,REPUBLICAN,Castle M N,459
Kent,03-29,U.S. House,,LIBERTARIN,Thomas B C,10
Kent,04-29,U.S. House,,DEMOCRATIC,Miller M C,67
Kent,04-29,U.S. House,,REPUBLICAN,Castle M N,131
Kent,04-29,U.S. House,,LIBERTARIN,Thomas B C,1
Kent,05-29,U.S. House,,DEMOCRATIC,Miller M C,189
Kent,05-29,U.S. House,,REPUBLICAN,Castle M N,487
Kent,05-29,U.S. House,,LIBERTARIN,Thomas B C,7
Kent,06-29,U.S. House,,DEMOCRATIC,Miller M C,130
Kent,06-29,U.S. House,,REPUBLICAN,Castle M N,545
Kent,06-29,U.S. House,,LIBERTARIN,Thomas B C,9
Kent,07-29,U.S. House,,DEMOCRATIC,Miller M C,88
Kent,07-29,U.S. House,,REPUBLICAN,Castle M N,463
Kent,07-29,U.S. House,,LIBERTARIN,Thomas B C,8
Kent,01-30,U.S. House,,DEMOCRATIC,Miller M C,219
Kent,01-30,U.S. House,,REPUBLICAN,Castle M N,705
Kent,01-30,U.S. House,,LIBERTARIN,Thomas B C,12
Kent,02-30,U.S. House,,DEMOCRATIC,Miller M C,45
Kent,02-30,U.S. House,,REPUBLICAN,Castle M N,144
Kent,02-30,U.S. House,,LIBERTARIN,Thomas B C,1
Kent,03-30,U.S. House,,DEMOCRATIC,Miller M C,174
Kent,03-30,U.S. House,,REPUBLICAN,Castle M N,752
Kent,03-30,U.S. House,,LIBERTARIN,Thomas B C,13
Kent,04-30,U.S. House,,DEMOCRATIC,Miller M C,80
Kent,04-30,U.S. House,,REPUBLICAN,Castle M N,284
Kent,04-30,U.S. House,,LIBERTARIN,Thomas B C,6
Kent,05-30,U.S. House,,DEMOCRATIC,Miller M C,215
Kent,05-30,U.S. House,,REPUBLICAN,Castle M N,812
Kent,05-30,U.S. House,,LIBERTARIN,Thomas B C,9
Kent,06-30,U.S. House,,DEMOCRATIC,Miller M C,133
Kent,06-30,U.S. House,,REPUBLICAN,Castle M N,500
Kent,06-30,U.S. House,,LIBERTARIN,Thomas B C,6
Kent,07-30,U.S. House,,DEMOCRATIC,Miller M C,140
Kent,07-30,U.S. House,,REPUBLICAN,Castle M N,553
Kent,07-30,U.S. House,,LIBERTARIN,Thomas B C,7
Sussex,08-30,U.S. House,,DEMOCRATIC,Miller M C,21
Sussex,08-30,U.S. House,,REPUBLICAN,Castle M N,149
Sussex,08-30,U.S. House,,LIBERTARIN,Thomas B C,2
Kent,01-31,U.S. House,,DEMOCRATIC,Miller M C,32
Kent,01-31,U.S. House,,REPUBLICAN,Castle M N,114
Kent,01-31,U.S. House,,LIBERTARIN,Thomas B C,1
Kent,02-31,U.S. House,,DEMOCRATIC,Miller M C,267
Kent,02-31,U.S. House,,REPUBLICAN,Castle M N,809
Kent,02-31,U.S. House,,LIBERTARIN,Thomas B C,6
Kent,03-31,U.S. House,,DEMOCRATIC,Miller M C,274
Kent,03-31,U.S. House,,REPUBLICAN,Castle M N,1048
Kent,03-31,U.S. House,,LIBERTARIN,Thomas B C,12
Kent,04-31,U.S. House,,DEMOCRATIC,Miller M C,196
Kent,04-31,U.S. House,,REPUBLICAN,Castle M N,525
Kent,04-31,U.S. House,,LIBERTARIN,Thomas B C,1
Kent,05-31,U.S. House,,DEMOCRATIC,Miller M C,219
Kent,05-31,U.S. House,,REPUBLICAN,Castle M N,628
Kent,05-31,U.S. House,,LIBERTARIN,Thomas B C,12
Kent,06-31,U.S. House,,DEMOCRATIC,Miller M C,143
Kent,06-31,U.S. House,,REPUBLICAN,Castle M N,307
Kent,06-31,U.S. House,,LIBERTARIN,Thomas B C,5
Kent,07-31,U.S. House,,DEMOCRATIC,Miller M C,176
Kent,07-31,U.S. House,,REPUBLICAN,Castle M N,214
Kent,07-31,U.S. House,,LIBERTARIN,Thomas B C,10
Kent,16-31,U.S. House,,DEMOCRATIC,Miller M C,3
Kent,16-31,U.S. House,,REPUBLICAN,Castle M N,4
Kent,16-31,U.S. House,,LIBERTARIN,Thomas B C,0
Kent,01-32,U.S. House,,DEMOCRATIC,Miller M C,282
Kent,01-32,U.S. House,,REPUBLICAN,Castle M N,562
Kent,01-32,U.S. House,,LIBERTARIN,Thomas B C,9
