county,election_district,office,district,party,candidate,election_day,absentee,votes
New Castle,12-06,U.S. Senate,,DEMOCRATIC,Carper T R,147,2,149
New Castle,12-06,U.S. Senate,,REPUBLICAN,Ting J,34,3,37
New Castle,12-06,U.S. Senate,,LIBERTARIN,Morris W,4,0,4
New Castle,01-07,U.S. Senate,,DEMOCRATIC,Carper T R,334,7,341
New Castle,01-07,U.S. Senate,,REPUBLICAN,Ting J,142,2,144
New Castle,01-07,U.S. Senate,,LIBERTARIN,Morris W,6,0,6
New Castle,02-07,U.S. Senate,,DEMOCRATIC,Carper T R,460,11,471
New Castle,02-07,U.S. Senate,,REPUBLICAN,Ting J,224,7,231
New Castle,02-07,U.S. Senate,,LIBERTARIN,Morris W,8,0,8
New Castle,03-07,U.S. Senate,,DEMOCRATIC,Carper T R,541,9,550
New Castle,03-07,U.S. Senate,,REPUBLICAN,Ting J,241,6,247
New Castle,03-07,U.S. Senate,,LIBERTARIN,Morris W,14,0,14
New Castle,04-07,U.S. Senate,,DEMOCRATIC,Carper T R,267,4,271
New Castle,04-07,U.S. Senate,,REPUBLICAN,Ting J,103,5,108
New Castle,04-07,U.S. Senate,,LIBERTARIN,Morris W,5,0,5
New Castle,05-07,U.S. Senate,,DEMOCRATIC,Carper T R,430,12,442
New Castle,05-07,U.S. Senate,,REPUBLICAN,Ting J,68,1,69
New Castle,05-07,U.S. Senate,,LIBERTARIN,Morris W,5,0,5
New Castle,06-07,U.S. Senate,,DEMOCRATIC,Carper T R,577,17,594
New Castle,06-07,U.S. Senate,,REPUBLICAN,Ting J,248,5,253
New Castle,06-07,U.S. Senate,,LIBERTARIN,Morris W,9,0,9
New Castle,07-07,U.S. Senate,,DEMOCRATIC,Carper T R,481,9,490
New Castle,07-07,U.S. Senate,,REPUBLICAN,Ting J,154,2,156
New Castle,07-07,U.S. Senate,,LIBERTARIN,Morris W,7,0,7
New Castle,08-07,U.S. Senate,,DEMOCRATIC,Carper T R,388,12,400
New Castle,08-07,U.S. Senate,,REPUBLICAN,Ting J,170,4,174
New Castle,08-07,U.S. Senate,,LIBERTARIN,Morris W,1,0,1
New Castle,09-07,U.S. Senate,,DEMOCRATIC,Carper T R,186,2,188
New Castle,09-07,U.S. Senate,,REPUBLICAN,Ting J,84,0,84
New Castle,09-07,U.S. Senate,,LIBERTARIN,Morris W,5,1,6
New Castle,10-07,U.S. Senate,,DEMOCRATIC,Carper T R,377,6,383
New Castle,10-07,U.S. Senate,,REPUBLICAN,Ting J,163,4,167
New Castle,10-07,U.S. Senate,,LIBERTARIN,Morris W,9,0,9
New Castle,11-07,U.S. Senate,,DEMOCRATIC,Carper T R,383,11,394
New Castle,11-07,U.S. Senate,,REPUBLICAN,Ting J,186,4,190
New Castle,11-07,U.S. Senate,,LIBERTARIN,Morris W,9,0,9
New Castle,12-07,U.S. Senate,,DEMOCRATIC,Carper T R,538,14,552
New Castle,12-07,U.S. Senate,,REPUBLICAN,Ting J,270,8,278
New Castle,12-07,U.S. Senate,,LIBERTARIN,Morris W,5,0,5
New Castle,13-07,U.S. Senate,,DEMOCRATIC,Carper T R,477,26,503
New Castle,13-07,U.S. Senate,,REPUBLICAN,Ting J,251,12,263
New Castle,13-07,U.S. Senate,,LIBERTARIN,Morris W,9,1,10
New Castle,14-07,U.S. Senate,,DEMOCRATIC,Carper T R,41,1,42
New Castle,14-07,U.S. Senate,,REPUBLICAN,Ting J,13,1,14
New Castle,14-07,U.S. Senate,,LIBERTARIN,Morris W,1,0,1
New Castle,01-08,U.S. Senate,,DEMOCRATIC,Carper T R,426,4,430
New Castle,01-08,U.S. Senate,,REPUBLICAN,Ting J,272,12,284
New Castle,01-08,U.S. Senate,,LIBERTARIN,Morris W,8,1,9
New Castle,02-08,U.S. Senate,,DEMOCRATIC,Carper T R,839,37,876
New Castle,02-08,U.S. Senate,,REPUBLICAN,Ting J,369,12,381
New Castle,02-08,U.S. Senate,,LIBERTARIN,Morris W,9,0,9
New Castle,03-08,U.S. Senate,,DEMOCRATIC,Carper T R,470,8,478
New Castle,03-08,U.S. Senate,,REPUBLICAN,Ting J,207,4,211
New Castle,03-08,U.S. Senate,,LIBERTARIN,Morris W,6,0,6
New Castle,04-08,U.S. Senate,,DEMOCRATIC,Carper T R,547,6,553
New Castle,04-08,U.S. Senate,,REPUBLICAN,Ting J,139,2,141
New Castle,04-08,U.S. Senate,,LIBERTARIN,Morris W,5,0,5
New Castle,05-08,U.S. Senate,,DEMOCRATIC,Carper T R,780,14,794
New Castle,05-08,U.S. Senate,,REPUBLICAN,Ting J,272,11,283
New Castle,05-08,U.S. Senate,,LIBERTARIN,Morris W,6,0,6
New Castle,06-08,U.S. Senate,,DEMOCRATIC,Carper T R,658,8,666
New Castle,06-08,U.S. Senate,,REPUBLICAN,Ting J,284,6,290
New Castle,06-08,U.S. Senate,,LIBERTARIN,Morris W,14,0,14
New Castle,07-08,U.S. Senate,,DEMOCRATIC,Carper T R,447,5,452
New Castle,07-08,U.S. Senate,,REPUBLICAN,Ting J,242,3,245
New Castle,07-08,U.S. Senate,,LIBERTARIN,Morris W,6,0,6
New Castle,08-08,U.S. Senate,,DEMOCRATIC,Carper T R,378,10,388
New Castle,08-08,U.S. Senate,,REPUBLICAN,Ting J,154,6,160
New Castle,08-08,U.S. Senate,,LIBERTARIN,Morris W,11,0,11
Kent,09-08,U.S. Senate,,DEMOCRATIC,Carper T R,225,11,236
Kent,09-08,U.S. Senate,,REPUBLICAN,Ting J,100,4,104
Kent,09-08,U.S. Senate,,LIBERTARIN,Morris W,8,0,8
Kent,10-08,U.S. Senate,,DEMOCRATIC,Carper T R,289,9,298
Kent,10-08,U.S. Senate,,REPUBLICAN,Ting J,102,3,105
Kent,10-08,U.S. Senate,,LIBERTARIN,Morris W,4,0,4
Kent,11-08,U.S. Senate,,DEMOCRATIC,Carper T R,5,0,5
Kent,11-08,U.S. Senate,,REPUBLICAN,Ting J,6,0,6
Kent,11-08,U.S. Senate,,LIBERTARIN,Morris W,0,0,0
Kent,12-08,U.S. Senate,,DEMOCRATIC,Carper T R,55,0,55
Kent,12-08,U.S. Senate,,REPUBLICAN,Ting J,26,0,26
Kent,12-08,U.S. Senate,,LIBERTARIN,Morris W,1,0,1
New Castle,01-09,U.S. Senate,,DEMOCRATIC,Carper T R,269,3,272
New Castle,01-09,U.S. Senate,,REPUBLICAN,Ting J,92,0,92
New Castle,01-09,U.S. Senate,,LIBERTARIN,Morris W,3,0,3
New Castle,02-09,U.S. Senate,,DEMOCRATIC,Carper T R,663,7,670
New Castle,02-09,U.S. Senate,,REPUBLICAN,Ting J,330,3,333
New Castle,02-09,U.S. Senate,,LIBERTARIN,Morris W,11,0,11
New Castle,03-09,U.S. Senate,,DEMOCRATIC,Carper T R,873,12,885
New Castle,03-09,U.S. Senate,,REPUBLICAN,Ting J,382,10,392
New Castle,03-09,U.S. Senate,,LIBERTARIN,Morris W,10,0,10
New Castle,04-09,U.S. Senate,,DEMOCRATIC,Carper T R,385,2,387
New Castle,04-09,U.S. Senate,,REPUBLICAN,Ting J,107,3,110
New Castle,04-09,U.S. Senate,,LIBERTARIN,Morris W,7,0,7
New Castle,05-09,U.S. Senate,,DEMOCRATIC,Carper T R,598,4,602
New Castle,05-09,U.S. Senate,,REPUBLICAN,Ting J,331,3,334
New Castle,05-09,U.S. Senate,,LIBERTARIN,Morris W,5,0,5
New Castle,06-09,U.S. Senate,,DEMOCRATIC,Carper T R,825,11,836
New Castle,06-09,U.S. Senate,,REPUBLICAN,Ting J,263,2,265
New Castle,06-09,U.S. Senate,,LIBERTARIN,Morris W,11,0,11
New Castle,07-09,U.S. Senate,,DEMOCRATIC,Carper T R,649,11,660
New Castle,07-09,U.S. Senate,,REPUBLICAN,Ting J,369,2,371
New Castle,07-09,U.S. Senate,,LIBERTARIN,Morris W,3,0,3
New Castle,08-09,U.S. Senate,,DEMOCRATIC,Carper T R,422,1,423
New Castle,08-09,U.S. Senate,,REPUBLICAN,Ting J,183,4,187
New Castle,08-09,U.S. Senate,,LIBERTARIN,Morris W,7,0,7
New Castle,09-09,U.S. Senate,,DEMOCRATIC,Carper T R,388,8,396
New Castle,09-09,U.S. Senate,,REPUBLICAN,Ting J,184,4,188
New Castle,09-09,U.S. Senate,,LIBERTARIN,Morris W,8,0,8
New Castle,10-09,U.S. Senate,,DEMOCRATIC,Carper T R,440,6,446
New Castle,10-09,U.S. Senate,,REPUBLICAN,Ting J,268,4,272
New Castle,10-09,U.S. Senate,,LIBERTARIN,Morris W,6,0,6
New Castle,01-10,U.S. Senate,,DEMOCRATIC,Carper T R,487,10,497
New Castle,01-10,U.S. Senate,,REPUBLICAN,Ting J,194,3,197
New Castle,01-10,U.S. Senate,,LIBERTARIN,Morris W,17,2,19
New Castle,02-10,U.S. Senate,,DEMOCRATIC,Carper T R,536,16,552
New Castle,02-10,U.S. Senate,,REPUBLICAN,Ting J,209,5,214
New Castle,02-10,U.S. Senate,,LIBERTARIN,Morris W,6,1,7
New Castle,03-10,U.S. Senate,,DEMOCRATIC,Carper T R,489,14,503
New Castle,03-10,U.S. Senate,,REPUBLICAN,Ting J,232,9,241
New Castle,03-10,U.S. Senate,,LIBERTARIN,Morris W,6,0,6
