county,election_district,office,district,party,candidate,votes
New Castle,03-12,U.S. Senate,,CONSTITUTN,Dankof M,4
New Castle,03-12,U.S. Senate,,LIBERTARIN,Morrison J,3
New Castle,03-12,U.S. Senate,,NATURAL LW,Mattson R,0
New Castle,04-12,U.S. Senate,,DEMOCRATIC,Carper T R,214
New Castle,04-12,U.S. Senate,,REPUBLICAN,Roth W V,466
New Castle,04-12,U.S. Senate,,CONSTITUTN,Dankof M,2
New Castle,04-12,U.S. Senate,,LIBERTARIN,Morrison J,2
New Castle,04-12,U.S. Senate,,NATURAL LW,Mattson R,0
New Castle,05-12,U.S. Senate,,DEMOCRATIC,Carper T R,500
New Castle,05-12,U.S. Senate,,REPUBLICAN,Roth W V,585
New Castle,05-12,U.S. Senate,,CONSTITUTN,Dankof M,1
New Castle,05-12,U.S. Senate,,LIBERTARIN,Morrison J,4
New Castle,05-12,U.S. Senate,,NATURAL LW,Mattson R,3
New Castle,06-12,U.S. Senate,,DEMOCRATIC,Carper T R,575
New Castle,06-12,U.S. Senate,,REPUBLICAN,Roth W V,821
New Castle,06-12,U.S. Senate,,CONSTITUTN,Dankof M,4
New Castle,06-12,U.S. Senate,,LIBERTARIN,Morrison J,1
New Castle,06-12,U.S. Senate,,NATURAL LW,Mattson R,0
New Castle,07-12,U.S. Senate,,DEMOCRATIC,Carper T R,309
New Castle,07-12,U.S. Senate,,REPUBLICAN,Roth W V,252
New Castle,07-12,U.S. Senate,,CONSTITUTN,Dankof M,0
New Castle,07-12,U.S. Senate,,LIBERTARIN,Morrison J,0
New Castle,07-12,U.S. Senate,,NATURAL LW,Mattson R,0
New Castle,08-12,U.S. Senate,,DEMOCRATIC,Carper T R,389
New Castle,08-12,U.S. Senate,,REPUBLICAN,Roth W V,599
New Castle,08-12,U.S. Senate,,CONSTITUTN,Dankof M,2
New Castle,08-12,U.S. Senate,,LIBERTARIN,Morrison J,2
New Castle,08-12,U.S. Senate,,NATURAL LW,Mattson R,0
New Castle,09-12,U.S. Senate,,DEMOCRATIC,Carper T R,336
New Castle,09-12,U.S. Senate,,REPUBLICAN,Roth W V,653
New Castle,09-12,U.S. Senate,,CONSTITUTN,Dankof M,1
New Castle,09-12,U.S. Senate,,LIBERTARIN,Morrison J,3
New Castle,09-12,U.S. Senate,,NATURAL LW,Mattson R,1
New Castle,10-12,U.S. Senate,,DEMOCRATIC,Carper T R,264
New Castle,10-12,U.S. Senate,,REPUBLICAN,Roth W V,371
New Castle,10-12,U.S. Senate,,CONSTITUTN,Dankof M,0
New Castle,10-12,U.S. Senate,,LIBERTARIN,Morrison J,3
New Castle,10-12,U.S. Senate,,NATURAL LW,Mattson R,0
New Castle,11-12,U.S. Senate,,DEMOCRATIC,Carper T R,192
New Castle,11-12,U.S. Senate,,REPUBLICAN,Roth W V,400
New Castle,11-12,U.S. Senate,,CONSTITUTN,Dankof M,1
New Castle,11-12,U.S. Senate,,LIBERTARIN,Morrison J,2
New Castle,11-12,U.S. Senate,,NATURAL LW,Mattson R,1
New Castle,12-12,U.S. Senate,,DEMOCRATIC,Carper T R,420
New Castle,12-12,U.S. Senate,,REPUBLICAN,Roth W V,597
New Castle,12-12,U.S. Senate,,CONSTITUTN,Dankof M,3
New Castle,12-12,U.S. Senate,,LIBERTARIN,Morrison J,2
New Castle,12-12,U.S. Senate,,NATURAL LW,Mattson R,2
New Castle,13-12,U.S. Senate,,DEMOCRATIC,Carper T R,575
New Castle,13-12,U.S. Senate,,REPUBLICAN,Roth W V,318
New Castle,13-12,U.S. Senate,,CONSTITUTN,Dankof M,0
New Castle,13-12,U.S. Senate,,LIBERTARIN,Morrison J,1
New Castle,13-12,U.S. Senate,,NATURAL LW,Mattson R,0
New Castle,01-13,U.S. Senate,,DEMOCRATIC,Carper T R,475
New Castle,01-13,U.S. Senate,,REPUBLICAN,Roth W V,302
New Castle,01-13,U.S. Senate,,CONSTITUTN,Dankof M,3
New Castle,01-13,U.S. Senate,,LIBERTARIN,Morrison J,6
New Castle,01-13,U.S. Senate,,NATURAL LW,Mattson R,2
New Castle,02-13,U.S. Senate,,DEMOCRATIC,Carper T R,520
New Castle,02-13,U.S. Senate,,REPUBLICAN,Roth W V,358
New Castle,02-13,U.S. Senate,,CONSTITUTN,Dankof M,6
New Castle,02-13,U.S. Senate,,LIBERTARIN,Morrison J,6
New Castle,02-13,U.S. Senate,,NATURAL LW,Mattson R,2
New Castle,03-13,U.S. Senate,,DEMOCRATIC,Carper T R,504
New Castle,03-13,U.S. Senate,,REPUBLICAN,Roth W V,256
New Castle,03-13,U.S. Senate,,CONSTITUTN,Dankof M,2
New Castle,03-13,U.S. Senate,,LIBERTARIN,Morrison J,2
New Castle,03-13,U.S. Senate,,NATURAL LW,Mattson R,0
New Castle,04-13,U.S. Senate,,DEMOCRATIC,Carper T R,397
New Castle,04-13,U.S. Senate,,REPUBLICAN,Roth W V,233
New Castle,04-13,U.S. Senate,,CONSTITUTN,Dankof M,1
New Castle,04-13,U.S. Senate,,LIBERTARIN,Morrison J,0
New Castle,04-13,U.S. Senate,,NATURAL LW,Mattson R,0
New Castle,05-13,U.S. Senate,,DEMOCRATIC,Carper T R,658
New Castle,05-13,U.S. Senate,,REPUBLICAN,Roth W V,336
New Castle,05-13,U.S. Senate,,CONSTITUTN,Dankof M,4
New Castle,05-13,U.S. Senate,,LIBERTARIN,Morrison J,5
New Castle,05-13,U.S. Senate,,NATURAL LW,Mattson R,1
New Castle,06-13,U.S. Senate,,DEMOCRATIC,Carper T R,442
New Castle,06-13,U.S. Senate,,REPUBLICAN,Roth W V,326
New Castle,06-13,U.S. Senate,,CONSTITUTN,Dankof M,5
New Castle,06-13,U.S. Senate,,LIBERTARIN,Morrison J,4
New Castle,06-13,U.S. Senate,,NATURAL LW,Mattson R,0
New Castle,07-13,U.S. Senate,,DEMOCRATIC,Carper T R,364
New Castle,07-13,U.S. Senate,,REPUBLICAN,Roth W V,172
New Castle,07-13,U.S. Senate,,CONSTITUTN,Dankof M,1
New Castle,07-13,U.S. Senate,,LIBERTARIN,Morrison J,2
New Castle,07-13,U.S. Senate,,NATURAL LW,Mattson R,0
New Castle,08-13,U.S. Senate,,DEMOCRATIC,Carper T R,339
New Castle,08-13,U.S. Senate,,REPUBLICAN,Roth W V,170
New Castle,08-13,U.S. Senate,,CONSTITUTN,Dankof M,3
New Castle,08-13,U.S. Senate,,LIBERTARIN,Morrison J,2
New Castle,08-13,U.S. Senate,,NATURAL LW,Mattson R,0
New Castle,09-13,U.S. Senate,,DEMOCRATIC,Carper T R,534
New Castle,09-13,U.S. Senate,,REPUBLICAN,Roth W V,301
New Castle,09-13,U.S. Senate,,CONSTITUTN,Dankof M,1
New Castle,09-13,U.S. Senate,,LIBERTARIN,Morrison J,7
New Castle,09-13,U.S. Senate,,NATURAL LW,Mattson R,0
New Castle,10-13,U.S. Senate,,DEMOCRATIC,Carper T R,259
New Castle,10-13,U.S. Senate,,REPUBLICAN,Roth W V,108
New Castle,10-13,U.S. Senate,,CONSTITUTN,Dankof M,0
New Castle,10-13,U.S. Senate,,LIBERTARIN,Morrison J,0
New Castle,10-13,U.S. Senate,,NATURAL LW,Mattson R,0
New Castle,01-14,U.S. Senate,,DEMOCRATIC,Carper T R,467
New Castle,01-14,U.S. Senate,,REPUBLICAN,Roth W V,240
New Castle,01-14,U.S. Senate,,CONSTITUTN,Dankof M,4
New Castle,01-14,U.S. Senate,,LIBERTARIN,Morrison J,5
New Castle,01-14,U.S. Senate,,NATURAL LW,Mattson R,1
New Castle,02-14,U.S. Senate,,DEMOCRATIC,Carper T R,334
New Castle,02-14,U.S. Senate,,REPUBLICAN,Roth W V,199
New Castle,02-14,U.S. Senate,,CONSTITUTN,Dankof M,1
New Castle,02-14,U.S. Senate,,LIBERTARIN,Morrison J,2
New Castle,02-14,U.S. Senate,,NATURAL LW,Mattson R,1
New Castle,03-14,U.S. Senate,,DEMOCRATIC,Carper T R,410
New Castle,03-14,U.S. Senate,,REPUBLICAN,Roth W V,335
New Castle,03-14,U.S. Senate,,CONSTITUTN,Dankof M,4
New Castle,03-14,U.S. Senate,,LIBERTARIN,Morrison J,1
New Castle,03-14,U.S. Senate,,NATURAL LW,Mattson R,1
New Castle,04-14,U.S. Senate,,DEMOCRATIC,Carper T R,529
New Castle,04-14,U.S. Senate,,REPUBLICAN,Roth W V,559
New Castle,04-14,U.S. Senate,,CONSTITUTN,Dankof M,1
New Castle,04-14,U.S. Senate,,LIBERTARIN,Morrison J,0
New Castle,04-14,U.S. Senate,,NATURAL LW,Mattson R,0
New Castle,05-14,U.S. Senate,,DEMOCRATIC,Carper T R,74
New Castle,05-14,U.S. Senate,,REPUBLICAN,Roth W V,83
New Castle,05-14,U.S. Senate,,CONSTITUTN,Dankof M,0
New Castle,05-14,U.S. Senate,,LIBERTARIN,Morrison J,1
New Castle,05-14,U.S. Senate,,NATURAL LW,Mattson R,0
New Castle,06-14,U.S. Senate,,DEMOCRATIC,Carper T R,202
New Castle,06-14,U.S. Senate,,REPUBLICAN,Roth W V,162
New Castle,06-14,U.S. Senate,,CONSTITUTN,Dankof M,4
New Castle,06-14,U.S. Senate,,LIBERTARIN,Morrison J,3
New Castle,06-14,U.S. Senate,,NATURAL LW,Mattson R,0
New Castle,07-14,U.S. Senate,,DEMOCRATIC,Carper T R,124
New Castle,07-14,U.S. Senate,,REPUBLICAN,Roth W V,41
New Castle,07-14,U.S. Senate,,CONSTITUTN,Dankof M,1
New Castle,07-14,U.S. Senate,,LIBERTARIN,Morrison J,0
New Castle,07-14,U.S. Senate,,NATURAL LW,Mattson R,0
New Castle,08-14,U.S. Senate,,DEMOCRATIC,Carper T R,472
New Castle,08-14,U.S. Senate,,REPUBLICAN,Roth W V,380
New Castle,08-14,U.S. Senate,,CONSTITUTN,Dankof M,1
New Castle,08-14,U.S. Senate,,LIBERTARIN,Morrison J,6
New Castle,08-14,U.S. Senate,,NATURAL LW,Mattson R,4
New Castle,09-14,U.S. Senate,,DEMOCRATIC,Carper T R,378
New Castle,09-14,U.S. Senate,,REPUBLICAN,Roth W V,174
New Castle,09-14,U.S. Senate,,CONSTITUTN,Dankof M,0
New Castle,09-14,U.S. Senate,,LIBERTARIN,Morrison J,6
New Castle,09-14,U.S. Senate,,NATURAL LW,Mattson R,1
New Castle,10-14,U.S. Senate,,DEMOCRATIC,Carper T R,312
New Castle,10-14,U.S. Senate,,REPUBLICAN,Roth W V,170
New Castle,10-14,U.S. Senate,,CONSTITUTN,Dankof M,4
New Castle,10-14,U.S. Senate,,LIBERTARIN,Morrison J,6
New Castle,10-14,U.S. Senate,,NATURAL LW,Mattson R,0
New Castle,11-14,U.S. Senate,,DEMOCRATIC,Carper T R,513
New Castle,11-14,U.S. Senate,,REPUBLICAN,Roth W V,342
New Castle,11-14,U.S. Senate,,CONSTITUTN,Dankof M,2
New Castle,11-14,U.S. Senate,,LIBERTARIN,Morrison J,3
New Castle,11-14,U.S. Senate,,NATURAL LW,Mattson R,0
New Castle,01-15,U.S. Senate,,DEMOCRATIC,Carper T R,634
New Castle,01-15,U.S. Senate,,REPUBLICAN,Roth W V,246
New Castle,01-15,U.S. Senate,,CONSTITUTN,Dankof M,2
New Castle,01-15,U.S. Senate,,LIBERTARIN,Morrison J,2
New Castle,01-15,U.S. Senate,,NATURAL LW,Mattson R,3
New Castle,02-15,U.S. Senate,,DEMOCRATIC,Carper T R,939
New Castle,02-15,U.S. Senate,,REPUBLICAN,Roth W V,381
New Castle,02-15,U.S. Senate,,CONSTITUTN,Dankof M,3
New Castle,02-15,U.S. Senate,,LIBERTARIN,Morrison J,0
New Castle,02-15,U.S. Senate,,NATURAL LW,Mattson R,0
New Castle,03-15,U.S. Senate,,DEMOCRATIC,Carper T R,422
New Castle,03-15,U.S. Senate,,REPUBLICAN,Roth W V,133
New Castle,03-15,U.S. Senate,,CONSTITUTN,Dankof M,1
New Castle,03-15,U.S. Senate,,LIBERTARIN,Morrison J,6
New Castle,03-15,U.S. Senate,,NATURAL LW,Mattson R,1
New Castle,04-15,U.S. Senate,,DEMOCRATIC,Carper T R,581
New Castle,04-15,U.S. Senate,,REPUBLICAN,Roth W V,248
New Castle,04-15,U.S. Senate,,CONSTITUTN,Dankof M,4
New Castle,04-15,U.S. Senate,,LIBERTARIN,Morrison J,7
New Castle,04-15,U.S. Senate,,NATURAL LW,Mattson R,0
New Castle,05-15,U.S. Senate,,DEMOCRATIC,Carper T R,494
New Castle,05-15,U.S. Senate,,REPUBLICAN,Roth W V,177
New Castle,05-15,U.S. Senate,,CONSTITUTN,Dankof M,5
New Castle,05-15,U.S. Senate,,LIBERTARIN,Morrison J,1
New Castle,05-15,U.S. Senate,,NATURAL LW,Mattson R,0
New Castle,06-15,U.S. Senate,,DEMOCRATIC,Carper T R,12
New Castle,06-15,U.S. Senate,,REPUBLICAN,Roth W V,17
New Castle,06-15,U.S. Senate,,CONSTITUTN,Dankof M,0
New Castle,06-15,U.S. Senate,,LIBERTARIN,Morrison J,0
New Castle,06-15,U.S. Senate,,NATURAL LW,Mattson R,0
New Castle,07-15,U.S. Senate,,DEMOCRATIC,Carper T R,371
New Castle,07-15,U.S. Senate,,REPUBLICAN,Roth W V,238
New Castle,07-15,U.S. Senate,,CONSTITUTN,Dankof M,3
New Castle,07-15,U.S. Senate,,LIBERTARIN,Morrison J,0
New Castle,07-15,U.S. Senate,,NATURAL LW,Mattson R,1
New Castle,08-15,U.S. Senate,,DEMOCRATIC,Carper T R,865
New Castle,08-15,U.S. Senate,,REPUBLICAN,Roth W V,467
New Castle,08-15,U.S. Senate,,CONSTITUTN,Dankof M,6
New Castle,08-15,U.S. Senate,,LIBERTARIN,Morrison J,3
New Castle,08-15,U.S. Senate,,NATURAL LW,Mattson R,2
New Castle,09-15,U.S. Senate,,DEMOCRATIC,Carper T R,617
New Castle,09-15,U.S. Senate,,REPUBLICAN,Roth W V,260
New Castle,09-15,U.S. Senate,,CONSTITUTN,Dankof M,4
New Castle,09-15,U.S. Senate,,LIBERTARIN,Morrison J,3
New Castle,09-15,U.S. Senate,,NATURAL LW,Mattson R,0
New Castle,10-15,U.S. Senate,,DEMOCRATIC,Carper T R,525
New Castle,10-15,U.S. Senate,,REPUBLICAN,Roth W V,150
New Castle,10-15,U.S. Senate,,CONSTITUTN,Dankof M,3
New Castle,10-15,U.S. Senate,,LIBERTARIN,Morrison J,2
New Castle,10-15,U.S. Senate,,NATURAL LW,Mattson R,0
New Castle,01-16,U.S. Senate,,DEMOCRATIC,Carper T R,643
New Castle,01-16,U.S. Senate,,REPUBLICAN,Roth W V,201
New Castle,01-16,U.S. Senate,,CONSTITUTN,Dankof M,2
New Castle,01-16,U.S. Senate,,LIBERTARIN,Morrison J,3
New Castle,01-16,U.S. Senate,,NATURAL LW,Mattson R,1
New Castle,02-16,U.S. Senate,,DEMOCRATIC,Carper T R,467
New Castle,02-16,U.S. Senate,,REPUBLICAN,Roth W V,176
New Castle,02-16,U.S. Senate,,CONSTITUTN,Dankof M,5
New Castle,02-16,U.S. Senate,,LIBERTARIN,Morrison J,3
New Castle,02-16,U.S. Senate,,NATURAL LW,Mattson R,0
New Castle,03-16,U.S. Senate,,DEMOCRATIC,Carper T R,409
New Castle,03-16,U.S. Senate,,REPUBLICAN,Roth W V,215
New Castle,03-16,U.S. Senate,,CONSTITUTN,Dankof M,1
New Castle,03-16,U.S. Senate,,LIBERTARIN,Morrison J,1
New Castle,03-16,U.S. Senate,,NATURAL LW,Mattson R,2
New Castle,04-16,U.S. Senate,,DEMOCRATIC,Carper T R,209
New Castle,04-16,U.S. Senate,,REPUBLICAN,Roth W V,85
New Castle,04-16,U.S. Senate,,CONSTITUTN,Dankof M,1
New Castle,04-16,U.S. Senate,,LIBERTARIN,Morrison J,1
New Castle,04-16,U.S. Senate,,NATURAL LW,Mattson R,2
New Castle,05-16,U.S. Senate,,DEMOCRATIC,Carper T R,593
New Castle,05-16,U.S. Senate,,REPUBLICAN,Roth W V,230
New Castle,05-16,U.S. Senate,,CONSTITUTN,Dankof M,5
New Castle,05-16,U.S. Senate,,LIBERTARIN,Morrison J,4
New Castle,05-16,U.S. Senate,,NATURAL LW,Mattson R,1
New Castle,06-16,U.S. Senate,,DEMOCRATIC,Carper T R,578
New Castle,06-16,U.S. Senate,,REPUBLICAN,Roth W V,201
New Castle,06-16,U.S. Senate,,CONSTITUTN,Dankof M,3
New Castle,06-16,U.S. Senate,,LIBERTARIN,Morrison J,4
New Castle,06-16,U.S. Senate,,NATURAL LW,Mattson R,0
New Castle,07-16,U.S. Senate,,DEMOCRATIC,Carper T R,537
New Castle,07-16,U.S. Senate,,REPUBLICAN,Roth W V,177
New Castle,07-16,U.S. Senate,,CONSTITUTN,Dankof M,1
New Castle,07-16,U.S. Senate,,LIBERTARIN,Morrison J,2
New Castle,07-16,U.S. Senate,,NATURAL LW,Mattson R,1
New Castle,08-16,U.S. Senate,,DEMOCRATIC,Carper T R,387
New Castle,08-16,U.S. Senate,,REPUBLICAN,Roth W V,136
New Castle,08-16,U.S. Senate,,CONSTITUTN,Dankof M,3
New Castle,08-16,U.S. Senate,,LIBERTARIN,Morrison J,2
New Castle,08-16,U.S. Senate,,NATURAL LW,Mattson R,2
New Castle,09-16,U.S. Senate,,DEMOCRATIC,Carper T R,367
New Castle,09-16,U.S. Senate,,REPUBLICAN,Roth W V,200
New Castle,09-16,U.S. Senate,,CONSTITUTN,Dankof M,2
New Castle,09-16,U.S. Senate,,LIBERTARIN,Morrison J,2
New Castle,09-16,U.S. Senate,,NATURAL LW,Mattson R,1
New Castle,10-16,U.S. Senate,,DEMOCRATIC,Carper T R,205
New Castle,10-16,U.S. Senate,,REPUBLICAN,Roth W V,70
New Castle,10-16,U.S. Senate,,CONSTITUTN,Dankof M,1
New Castle,10-16,U.S. Senate,,LIBERTARIN,Morrison J,0
New Castle,10-16,U.S. Senate,,NATURAL LW,Mattson R,0
New Castle,01-17,U.S. Senate,,DEMOCRATIC,Carper T R,402
New Castle,01-17,U.S. Senate,,REPUBLICAN,Roth W V,194
New Castle,01-17,U.S. Senate,,CONSTITUTN,Dankof M,1
New Castle,01-17,U.S. Senate,,LIBERTARIN,Morrison J,5
New Castle,01-17,U.S. Senate,,NATURAL LW,Mattson R,1
New Castle,02-17,U.S. Senate,,DEMOCRATIC,Carper T R,339
New Castle,02-17,U.S. Senate,,REPUBLICAN,Roth W V,245
New Castle,02-17,U.S. Senate,,CONSTITUTN,Dankof M,5
New Castle,02-17,U.S. Senate,,LIBERTARIN,Morrison J,0
New Castle,02-17,U.S. Senate,,NATURAL LW,Mattson R,0
New Castle,03-17,U.S. Senate,,DEMOCRATIC,Carper T R,278
New Castle,03-17,U.S. Senate,,REPUBLICAN,Roth W V,127
New Castle,03-17,U.S. Senate,,CONSTITUTN,Dankof M,1
New Castle,03-17,U.S. Senate,,LIBERTARIN,Morrison J,1
New Castle,03-17,U.S. Senate,,NATURAL LW,Mattson R,3
New Castle,04-17,U.S. Senate,,DEMOCRATIC,Carper T R,398
New Castle,04-17,U.S. Senate,,REPUBLICAN,Roth W V,232
New Castle,04-17,U.S. Senate,,CONSTITUTN,Dankof M,2
New Castle,04-17,U.S. Senate,,LIBERTARIN,Morrison J,6
New Castle,04-17,U.S. Senate,,NATURAL LW,Mattson R,2
New Castle,05-17,U.S. Senate,,DEMOCRATIC,Carper T R,780
New Castle,05-17,U.S. Senate,,REPUBLICAN,Roth W V,445
New Castle,05-17,U.S. Senate,,CONSTITUTN,Dankof M,6
New Castle,05-17,U.S. Senate,,LIBERTARIN,Morrison J,4
New Castle,05-17,U.S. Senate,,NATURAL LW,Mattson R,1
New Castle,06-17,U.S. Senate,,DEMOCRATIC,Carper T R,593
New Castle,06-17,U.S. Senate,,REPUBLICAN,Roth W V,310
New Castle,06-17,U.S. Senate,,CONSTITUTN,Dankof M,3
New Castle,06-17,U.S. Senate,,LIBERTARIN,Morrison J,4
New Castle,06-17,U.S. Senate,,NATURAL LW,Mattson R,1
New Castle,07-17,U.S. Senate,,DEMOCRATIC,Carper T R,427
New Castle,07-17,U.S. Senate,,REPUBLICAN,Roth W V,295
New Castle,07-17,U.S. Senate,,CONSTITUTN,Dankof M,5
New Castle,07-17,U.S. Senate,,LIBERTARIN,Morrison J,3
New Castle,07-17,U.S. Senate,,NATURAL LW,Mattson R,0
New Castle,08-17,U.S. Senate,,DEMOCRATIC,Carper T R,473
New Castle,08-17,U.S. Senate,,REPUBLICAN,Roth W V,226
New Castle,08-17,U.S. Senate,,CONSTITUTN,Dankof M,6
New Castle,08-17,U.S. Senate,,LIBERTARIN,Morrison J,4
New Castle,08-17,U.S. Senate,,NATURAL LW,Mattson R,1
New Castle,09-17,U.S. Senate,,DEMOCRATIC,Carper T R,231
New Castle,09-17,U.S. Senate,,REPUBLICAN,Roth W V,137
New Castle,09-17,U.S. Senate,,CONSTITUTN,Dankof M,3
New Castle,09-17,U.S. Senate,,LIBERTARIN,Morrison J,0
New Castle,09-17,U.S. Senate,,NATURAL LW,Mattson R,0
New Castle,10-17,U.S. Senate,,DEMOCRATIC,Carper T R,339
New Castle,10-17,U.S. Senate,,REPUBLICAN,Roth W V,81
New Castle,10-17,U.S. Senate,,CONSTITUTN,Dankof M,0
New Castle,10-17,U.S. Senate,,LIBERTARIN,Morrison J,0
New Castle,10-17,U.S. Senate,,NATURAL LW,Mattson R,0
New Castle,11-17,U.S. Senate,,DEMOCRATIC,Carper T R,432
New Castle,11-17,U.S. Senate,,REPUBLICAN,Roth W V,133
New Castle,11-17,U.S. Senate,,CONSTITUTN,Dankof M,3
New Castle,11-17,U.S. Senate,,LIBERTARIN,Morrison J,2
New Castle,11-17,U.S. Senate,,NATURAL LW,Mattson R,1
New Castle,01-18,U.S. Senate,,DEMOCRATIC,Carper T R,511
New Castle,01-18,U.S. Senate,,REPUBLICAN,Roth W V,310
New Castle,01-18,U.S. Senate,,CONSTITUTN,Dankof M,1
New Castle,01-18,U.S. Senate,,LIBERTARIN,Morrison J,3
New Castle,01-18,U.S. Senate,,NATURAL LW,Mattson R,1
New Castle,02-18,U.S. Senate,,DEMOCRATIC,Carper T R,350
New Castle,02-18,U.S. Senate,,REPUBLICAN,Roth W V,247
New Castle,02-18,U.S. Senate,,CONSTITUTN,Dankof M,2
New Castle,02-18,U.S. Senate,,LIBERTARIN,Morrison J,1
New Castle,02-18,U.S. Senate,,NATURAL LW,Mattson R,3
New Castle,03-18,U.S. Senate,,DEMOCRATIC,Carper T R,225
New Castle,03-18,U.S. Senate,,REPUBLICAN,Roth W V,135
New Castle,03-18,U.S. Senate,,CONSTITUTN,Dankof M,1
New Castle,03-18,U.S. Senate,,LIBERTARIN,Morrison J,0
New Castle,03-18,U.S. Senate,,NATURAL LW,Mattson R,0
New Castle,04-18,U.S. Senate,,DEMOCRATIC,Carper T R,753
New Castle,04-18,U.S. Senate,,REPUBLICAN,Roth W V,347
New Castle,04-18,U.S. Senate,,CONSTITUTN,Dankof M,2
New Castle,04-18,U.S. Senate,,LIBERTARIN,Morrison J,3
New Castle,04-18,U.S. Senate,,NATURAL LW,Mattson R,0
New Castle,05-18,U.S. Senate,,DEMOCRATIC,Carper T R,722
New Castle,05-18,U.S. Senate,,REPUBLICAN,Roth W V,321
New Castle,05-18,U.S. Senate,,CONSTITUTN,Dankof M,3
New Castle,05-18,U.S. Senate,,LIBERTARIN,Morrison J,1
New Castle,05-18,U.S. Senate,,NATURAL LW,Mattson R,0
New Castle,06-18,U.S. Senate,,DEMOCRATIC,Carper T R,427
New Castle,06-18,U.S. Senate,,REPUBLICAN,Roth W V,134
New Castle,06-18,U.S. Senate,,CONSTITUTN,Dankof M,3
New Castle,06-18,U.S. Senate,,LIBERTARIN,Morrison J,1
New Castle,06-18,U.S. Senate,,NATURAL LW,Mattson R,0
New Castle,07-18,U.S. Senate,,DEMOCRATIC,Carper T R,719
New Castle,07-18,U.S. Senate,,REPUBLICAN,Roth W V,369
New Castle,07-18,U.S. Senate,,CONSTITUTN,Dankof M,3
New Castle,07-18,U.S. Senate,,LIBERTARIN,Morrison J,1
New Castle,07-18,U.S. Senate,,NATURAL LW,Mattson R,1
New Castle,08-18,U.S. Senate,,DEMOCRATIC,Carper T R,9
New Castle,08-18,U.S. Senate,,REPUBLICAN,Roth W V,10
New Castle,08-18,U.S. Senate,,CONSTITUTN,Dankof M,0
New Castle,08-18,U.S. Senate,,LIBERTARIN,Morrison J,1
New Castle,08-18,U.S. Senate,,NATURAL LW,Mattson R,0
New Castle,09-18,U.S. Senate,,DEMOCRATIC,Carper T R,504
New Castle,09-18,U.S. Senate,,REPUBLICAN,Roth W V,349
New Castle,09-18,U.S. Senate,,CONSTITUTN,Dankof M,2
New Castle,09-18,U.S. Senate,,LIBERTARIN,Morrison J,3
New Castle,09-18,U.S. Senate,,NATURAL LW,Mattson R,1
New Castle,10-18,U.S. Senate,,DEMOCRATIC,Carper T R,287
New Castle,10-18,U.S. Senate,,REPUBLICAN,Roth W V,172
New Castle,10-18,U.S. Senate,,CONSTITUTN,Dankof M,2
New Castle,10-18,U.S. Senate,,LIBERTARIN,Morrison J,3
New Castle,10-18,U.S. Senate,,NATURAL LW,Mattson R,1
New Castle,01-19,U.S. Senate,,DEMOCRATIC,Carper T R,768
New Castle,01-19,U.S. Senate,,REPUBLICAN,Roth W V,448
New Castle,01-19,U.S. Senate,,CONSTITUTN,Dankof M,3
New Castle,01-19,U.S. Senate,,LIBERTARIN,Morrison J,4
New Castle,01-19,U.S. Senate,,NATURAL LW,Mattson R,2
New Castle,02-19,U.S. Senate,,DEMOCRATIC,Carper T R,562
New Castle,02-19,U.S. Senate,,REPUBLICAN,Roth W V,306
New Castle,02-19,U.S. Senate,,CONSTITUTN,Dankof M,4
New Castle,02-19,U.S. Senate,,LIBERTARIN,Morrison J,5
New Castle,02-19,U.S. Senate,,NATURAL LW,Mattson R,1
New Castle,03-19,U.S. Senate,,DEMOCRATIC,Carper T R,524
New Castle,03-19,U.S. Senate,,REPUBLICAN,Roth W V,483
New Castle,03-19,U.S. Senate,,CONSTITUTN,Dankof M,3
New Castle,03-19,U.S. Senate,,LIBERTARIN,Morrison J,7
New Castle,03-19,U.S. Senate,,NATURAL LW,Mattson R,1
New Castle,04-19,U.S. Senate,,DEMOCRATIC,Carper T R,521
New Castle,04-19,U.S. Senate,,REPUBLICAN,Roth W V,352
New Castle,04-19,U.S. Senate,,CONSTITUTN,Dankof M,4
New Castle,04-19,U.S. Senate,,LIBERTARIN,Morrison J,0
New Castle,04-19,U.S. Senate,,NATURAL LW,Mattson R,3
New Castle,05-19,U.S. Senate,,DEMOCRATIC,Carper T R,354
New Castle,05-19,U.S. Senate,,REPUBLICAN,Roth W V,243
New Castle,05-19,U.S. Senate,,CONSTITUTN,Dankof M,3
New Castle,05-19,U.S. Senate,,LIBERTARIN,Morrison J,0
New Castle,05-19,U.S. Senate,,NATURAL LW,Mattson R,2
New Castle,06-19,U.S. Senate,,DEMOCRATIC,Carper T R,321
New Castle,06-19,U.S. Senate,,REPUBLICAN,Roth W V,181
New Castle,06-19,U.S. Senate,,CONSTITUTN,Dankof M,3
New Castle,06-19,U.S. Senate,,LIBERTARIN,Morrison J,0
New Castle,06-19,U.S. Senate,,NATURAL LW,Mattson R,2
New Castle,07-19,U.S. Senate,,DEMOCRATIC,Carper T R,526
New Castle,07-19,U.S. Senate,,REPUBLICAN,Roth W V,368
New Castle,07-19,U.S. Senate,,CONSTITUTN,Dankof M,4
New Castle,07-19,U.S. Senate,,LIBERTARIN,Morrison J,1
New Castle,07-19,U.S. Senate,,NATURAL LW,Mattson R,1
New Castle,08-19,U.S. Senate,,DEMOCRATIC,Carper T R,379
