county,election_district,office,district,party,candidate,votes
New Castle,01-25,President,,DEMOCRAT,Gore A,16
New Castle,01-25,President,,DEMOCRAT,Larouche L,0
New Castle,02-25,President,,DEMOCRAT,Bradley B,37
New Castle,02-25,President,,DEMOCRAT,Gore A,30
New Castle,02-25,President,,DEMOCRAT,Larouche L,1
New Castle,03-25,President,,DEMOCRAT,Bradley B,16
New Castle,03-25,President,,DEMOCRAT,Gore A,23
New Castle,03-25,President,,DEMOCRAT,Larouche L,0
New Castle,05-25,President,,DEMOCRAT,Bradley B,5
New Castle,05-25,President,,DEMOCRAT,Gore A,13
New Castle,05-25,President,,DEMOCRAT,Larouche L,0
New Castle,01-26,President,,DEMOCRAT,Bradley B,9
New Castle,01-26,President,,DEMOCRAT,Gore A,19
New Castle,01-26,President,,DEMOCRAT,Larouche L,0
New Castle,02-26,President,,DEMOCRAT,Bradley B,9
New Castle,02-26,President,,DEMOCRAT,Gore A,22
New Castle,02-26,President,,DEMOCRAT,Larouche L,0
New Castle,03-26,President,,DEMOCRAT,Bradley B,20
New Castle,03-26,President,,DEMOCRAT,Gore A,29
New Castle,03-26,President,,DEMOCRAT,Larouche L,2
New Castle,04-26,President,,DEMOCRAT,Bradley B,11
New Castle,04-26,President,,DEMOCRAT,Gore A,20
New Castle,04-26,President,,DEMOCRAT,Larouche L,1
New Castle,01-27,President,,DEMOCRAT,Bradley B,6
New Castle,01-27,President,,DEMOCRAT,Gore A,21
New Castle,01-27,President,,DEMOCRAT,Larouche L,0
New Castle,02-27,President,,DEMOCRAT,Bradley B,41
New Castle,02-27,President,,DEMOCRAT,Gore A,85
New Castle,02-27,President,,DEMOCRAT,Larouche L,4
New Castle,03-27,President,,DEMOCRAT,Bradley B,21
New Castle,03-27,President,,DEMOCRAT,Gore A,21
New Castle,03-27,President,,DEMOCRAT,Larouche L,3
New Castle,05-27,President,,DEMOCRAT,Bradley B,41
New Castle,05-27,President,,DEMOCRAT,Gore A,56
New Castle,05-27,President,,DEMOCRAT,Larouche L,1
New Castle,01-28,President,,DEMOCRAT,Bradley B,19
New Castle,01-28,President,,DEMOCRAT,Gore A,23
New Castle,01-28,President,,DEMOCRAT,Larouche L,0
Kent,02-28,President,,DEMOCRAT,Bradley B,25
Kent,02-28,President,,DEMOCRAT,Gore A,27
Kent,02-28,President,,DEMOCRAT,Larouche L,2
Kent,03-28,President,,DEMOCRAT,Bradley B,16
Kent,03-28,President,,DEMOCRAT,Gore A,22
Kent,03-28,President,,DEMOCRAT,Larouche L,1
Kent,04-28,President,,DEMOCRAT,Bradley B,15
Kent,04-28,President,,DEMOCRAT,Gore A,19
Kent,04-28,President,,DEMOCRAT,Larouche L,0
Kent,05-28,President,,DEMOCRAT,Bradley B,11
Kent,05-28,President,,DEMOCRAT,Gore A,23
Kent,05-28,President,,DEMOCRAT,Larouche L,1
Kent,07-28,President,,DEMOCRAT,Bradley B,7
Kent,07-28,President,,DEMOCRAT,Gore A,25
Kent,07-28,President,,DEMOCRAT,Larouche L,0
Kent,01-29,President,,DEMOCRAT,Bradley B,30
Kent,01-29,President,,DEMOCRAT,Gore A,45
Kent,01-29,President,,DEMOCRAT,Larouche L,1
Kent,02-29,President,,DEMOCRAT,Bradley B,21
Kent,02-29,President,,DEMOCRAT,Gore A,31
Kent,02-29,President,,DEMOCRAT,Larouche L,0
Kent,03-29,President,,DEMOCRAT,Bradley B,6
Kent,03-29,President,,DEMOCRAT,Gore A,12
Kent,03-29,President,,DEMOCRAT,Larouche L,0
Kent,04-29,President,,DEMOCRAT,Bradley B,31
Kent,04-29,President,,DEMOCRAT,Gore A,27
Kent,04-29,President,,DEMOCRAT,Larouche L,3
Kent,05-29,President,,DEMOCRAT,Bradley B,7
Kent,05-29,President,,DEMOCRAT,Gore A,23
Kent,05-29,President,,DEMOCRAT,Larouche L,0
Kent,08-29,President,,DEMOCRAT,Bradley B,5
Kent,08-29,President,,DEMOCRAT,Gore A,4
Kent,08-29,President,,DEMOCRAT,Larouche L,0
Kent,02-30,President,,DEMOCRAT,Bradley B,16
Kent,02-30,President,,DEMOCRAT,Gore A,29
Kent,02-30,President,,DEMOCRAT,Larouche L,1
Kent,03-30,President,,DEMOCRAT,Bradley B,30
Kent,03-30,President,,DEMOCRAT,Gore A,50
Kent,03-30,President,,DEMOCRAT,Larouche L,1
Kent,05-30,President,,DEMOCRAT,Bradley B,15
Kent,05-30,President,,DEMOCRAT,Gore A,13
Kent,05-30,President,,DEMOCRAT,Larouche L,0
Kent,07-30,President,,DEMOCRAT,Bradley B,27
Kent,07-30,President,,DEMOCRAT,Gore A,47
Kent,07-30,President,,DEMOCRAT,Larouche L,2
Kent,09-30,President,,DEMOCRAT,Bradley B,8
Kent,09-30,President,,DEMOCRAT,Gore A,10
Kent,09-30,President,,DEMOCRAT,Larouche L,1
Kent,01-31,President,,DEMOCRAT,Bradley B,24
Kent,01-31,President,,DEMOCRAT,Gore A,46
Kent,01-31,President,,DEMOCRAT,Larouche L,0
Kent,03-31,President,,DEMOCRAT,Bradley B,4
Kent,03-31,President,,DEMOCRAT,Gore A,17
Kent,03-31,President,,DEMOCRAT,Larouche L,0
Kent,04-31,President,,DEMOCRAT,Bradley B,29
Kent,04-31,President,,DEMOCRAT,Gore A,46
Kent,04-31,President,,DEMOCRAT,Larouche L,2
Kent,06-31,President,,DEMOCRAT,Bradley B,27
Kent,06-31,President,,DEMOCRAT,Gore A,46
Kent,06-31,President,,DEMOCRAT,Larouche L,0
Kent,07-31,President,,DEMOCRAT,Bradley B,4
Kent,07-31,President,,DEMOCRAT,Gore A,17
Kent,07-31,President,,DEMOCRAT,Larouche L,0
Kent,01-32,President,,DEMOCRAT,Bradley B,12
Kent,01-32,President,,DEMOCRAT,Gore A,17
Kent,01-32,President,,DEMOCRAT,Larouche L,0
Kent,02-32,President,,DEMOCRAT,Bradley B,21
Kent,02-32,President,,DEMOCRAT,Gore A,25
Kent,02-32,President,,DEMOCRAT,Larouche L,1
Kent,03-32,President,,DEMOCRAT,Bradley B,20
Kent,03-32,President,,DEMOCRAT,Gore A,25
Kent,03-32,President,,DEMOCRAT,Larouche L,1
Kent,04-32,President,,DEMOCRAT,Bradley B,34
Kent,04-32,President,,DEMOCRAT,Gore A,54
Kent,04-32,President,,DEMOCRAT,Larouche L,0
Kent,02-33,President,,DEMOCRAT,Bradley B,21
Kent,02-33,President,,DEMOCRAT,Gore A,40
Kent,02-33,President,,DEMOCRAT,Larouche L,1
Kent,04-33,President,,DEMOCRAT,Bradley B,7
Kent,04-33,President,,DEMOCRAT,Gore A,25
Kent,04-33,President,,DEMOCRAT,Larouche L,0
Kent,06-33,President,,DEMOCRAT,Bradley B,14
Kent,06-33,President,,DEMOCRAT,Gore A,31
Kent,06-33,President,,DEMOCRAT,Larouche L,2
Kent,07-33,President,,DEMOCRAT,Bradley B,10
Kent,07-33,President,,DEMOCRAT,Gore A,29
Kent,07-33,President,,DEMOCRAT,Larouche L,2
Kent,08-33,President,,DEMOCRAT,Bradley B,10
Kent,08-33,President,,DEMOCRAT,Gore A,19
Kent,08-33,President,,DEMOCRAT,Larouche L,0
Kent,09-33,President,,DEMOCRAT,Bradley B,10
Kent,09-33,President,,DEMOCRAT,Gore A,12
Kent,09-33,President,,DEMOCRAT,Larouche L,2
Kent,02-34,President,,DEMOCRAT,Bradley B,0
Kent,02-34,President,,DEMOCRAT,Gore A,0
Kent,02-34,President,,DEMOCRAT,Larouche L,0
Kent,03-34,President,,DEMOCRAT,Bradley B,18
Kent,03-34,President,,DEMOCRAT,Gore A,21
Kent,03-34,President,,DEMOCRAT,Larouche L,0
Kent,04-34,President,,DEMOCRAT,Bradley B,23
Kent,04-34,President,,DEMOCRAT,Gore A,18
Kent,04-34,President,,DEMOCRAT,Larouche L,0
Kent,05-34,President,,DEMOCRAT,Bradley B,17
Kent,05-34,President,,DEMOCRAT,Gore A,22
Kent,05-34,President,,DEMOCRAT,Larouche L,1
Kent,07-34,President,,DEMOCRAT,Bradley B,15
Kent,07-34,President,,DEMOCRAT,Gore A,23
Kent,07-34,President,,DEMOCRAT,Larouche L,0
Kent,02-35,President,,DEMOCRAT,Bradley B,10
Kent,02-35,President,,DEMOCRAT,Gore A,14
Kent,02-35,President,,DEMOCRAT,Larouche L,0
Sussex,04-35,President,,DEMOCRAT,Bradley B,6
Sussex,04-35,President,,DEMOCRAT,Gore A,7
Sussex,04-35,President,,DEMOCRAT,Larouche L,0
Sussex,05-35,President,,DEMOCRAT,Bradley B,8
Sussex,05-35,President,,DEMOCRAT,Gore A,5
Sussex,05-35,President,,DEMOCRAT,Larouche L,0
Sussex,06-35,President,,DEMOCRAT,Bradley B,18
Sussex,06-35,President,,DEMOCRAT,Gore A,25
Sussex,06-35,President,,DEMOCRAT,Larouche L,1
Sussex,07-35,President,,DEMOCRAT,Bradley B,17
Sussex,07-35,President,,DEMOCRAT,Gore A,48
Sussex,07-35,President,,DEMOCRAT,Larouche L,1
Sussex,08-35,President,,DEMOCRAT,Bradley B,5
Sussex,08-35,President,,DEMOCRAT,Gore A,13
Sussex,08-35,President,,DEMOCRAT,Larouche L,0
Sussex,09-35,President,,DEMOCRAT,Bradley B,9
Sussex,09-35,President,,DEMOCRAT,Gore A,10
Sussex,09-35,President,,DEMOCRAT,Larouche L,0
Sussex,01-36,President,,DEMOCRAT,Bradley B,21
Sussex,01-36,President,,DEMOCRAT,Gore A,21
Sussex,01-36,President,,DEMOCRAT,Larouche L,0
Sussex,02-36,President,,DEMOCRAT,Bradley B,10
Sussex,02-36,President,,DEMOCRAT,Gore A,14
Sussex,02-36,President,,DEMOCRAT,Larouche L,0
Sussex,03-36,President,,DEMOCRAT,Bradley B,8
Sussex,03-36,President,,DEMOCRAT,Gore A,20
Sussex,03-36,President,,DEMOCRAT,Larouche L,0
Sussex,04-36,President,,DEMOCRAT,Bradley B,16
Sussex,04-36,President,,DEMOCRAT,Gore A,31
Sussex,04-36,President,,DEMOCRAT,Larouche L,0
Sussex,05-36,President,,DEMOCRAT,Bradley B,2
Sussex,05-36,President,,DEMOCRAT,Gore A,5
Sussex,05-36,President,,DEMOCRAT,Larouche L,0
Sussex,06-36,President,,DEMOCRAT,Bradley B,21
Sussex,06-36,President,,DEMOCRAT,Gore A,33
Sussex,06-36,President,,DEMOCRAT,Larouche L,0
Sussex,07-36,President,,DEMOCRAT,Bradley B,23
Sussex,07-36,President,,DEMOCRAT,Gore A,44
Sussex,07-36,President,,DEMOCRAT,Larouche L,2
Sussex,01-37,President,,DEMOCRAT,Bradley B,30
Sussex,01-37,President,,DEMOCRAT,Gore A,60
Sussex,01-37,President,,DEMOCRAT,Larouche L,0
Sussex,02-37,President,,DEMOCRAT,Bradley B,15
Sussex,02-37,President,,DEMOCRAT,Gore A,28
Sussex,02-37,President,,DEMOCRAT,Larouche L,1
Sussex,03-37,President,,DEMOCRAT,Bradley B,54
Sussex,03-37,President,,DEMOCRAT,Gore A,38
Sussex,03-37,President,,DEMOCRAT,Larouche L,1
Sussex,04-37,President,,DEMOCRAT,Bradley B,21
Sussex,04-37,President,,DEMOCRAT,Gore A,28
Sussex,04-37,President,,DEMOCRAT,Larouche L,0
Sussex,05-37,President,,DEMOCRAT,Bradley B,33
