county,election_district,office,district,party,candidate,votes
Sussex,05-37,President,,DEMOCRAT,Gore A,45
Sussex,05-37,President,,DEMOCRAT,Larouche L,0
Sussex,06-37,President,,DEMOCRAT,Bradley B,37
Sussex,06-37,President,,DEMOCRAT,Gore A,39
Sussex,06-37,President,,DEMOCRAT,Larouche L,0
Sussex,07-37,President,,DEMOCRAT,Bradley B,31
Sussex,07-37,President,,DEMOCRAT,Gore A,53
Sussex,07-37,President,,DEMOCRAT,Larouche L,0
Sussex,08-37,President,,DEMOCRAT,Bradley B,25
Sussex,08-37,President,,DEMOCRAT,Gore A,22
Sussex,08-37,President,,DEMOCRAT,Larouche L,1
Sussex,01-38,President,,DEMOCRAT,Bradley B,22
Sussex,01-38,President,,DEMOCRAT,Gore A,48
Sussex,01-38,President,,DEMOCRAT,Larouche L,1
Sussex,02-38,President,,DEMOCRAT,Bradley B,26
Sussex,02-38,President,,DEMOCRAT,Gore A,35
Sussex,02-38,President,,DEMOCRAT,Larouche L,3
Sussex,03-38,President,,DEMOCRAT,Bradley B,60
Sussex,03-38,President,,DEMOCRAT,Gore A,52
Sussex,03-38,President,,DEMOCRAT,Larouche L,1
Sussex,04-38,President,,DEMOCRAT,Bradley B,63
Sussex,04-38,President,,DEMOCRAT,Gore A,63
Sussex,04-38,President,,DEMOCRAT,Larouche L,1
Sussex,05-38,President,,DEMOCRAT,Bradley B,24
Sussex,05-38,President,,DEMOCRAT,Gore A,39
Sussex,05-38,President,,DEMOCRAT,Larouche L,0
Sussex,06-38,President,,DEMOCRAT,Bradley B,8
Sussex,06-38,President,,DEMOCRAT,Gore A,10
Sussex,06-38,President,,DEMOCRAT,Larouche L,0
Sussex,07-38,President,,DEMOCRAT,Bradley B,10
Sussex,07-38,President,,DEMOCRAT,Gore A,20
Sussex,07-38,President,,DEMOCRAT,Larouche L,0
Sussex,08-38,President,,DEMOCRAT,Bradley B,35
Sussex,08-38,President,,DEMOCRAT,Gore A,54
Sussex,08-38,President,,DEMOCRAT,Larouche L,0
Sussex,01-39,President,,DEMOCRAT,Bradley B,11
Sussex,01-39,President,,DEMOCRAT,Gore A,12
Sussex,01-39,President,,DEMOCRAT,Larouche L,0
Sussex,02-39,President,,DEMOCRAT,Bradley B,12
Sussex,02-39,President,,DEMOCRAT,Gore A,26
Sussex,02-39,President,,DEMOCRAT,Larouche L,2
Sussex,03-39,President,,DEMOCRAT,Bradley B,4
Sussex,03-39,President,,DEMOCRAT,Gore A,8
Sussex,03-39,President,,DEMOCRAT,Larouche L,0
Sussex,04-39,President,,DEMOCRAT,Bradley B,7
Sussex,04-39,President,,DEMOCRAT,Gore A,7
Sussex,04-39,President,,DEMOCRAT,Larouche L,0
Sussex,05-39,President,,DEMOCRAT,Bradley B,11
Sussex,05-39,President,,DEMOCRAT,Gore A,19
Sussex,05-39,President,,DEMOCRAT,Larouche L,0
Sussex,06-39,President,,DEMOCRAT,Bradley B,10
Sussex,06-39,President,,DEMOCRAT,Gore A,22
Sussex,06-39,President,,DEMOCRAT,Larouche L,0
Sussex,01-40,President,,DEMOCRAT,Bradley B,7
Sussex,01-40,President,,DEMOCRAT,Gore A,10
Sussex,01-40,President,,DEMOCRAT,Larouche L,1
Sussex,02-40,President,,DEMOCRAT,Bradley B,10
Sussex,02-40,President,,DEMOCRAT,Gore A,16
Sussex,02-40,President,,DEMOCRAT,Larouche L,0
Sussex,03-40,President,,DEMOCRAT,Bradley B,8
Sussex,03-40,President,,DEMOCRAT,Gore A,15
Sussex,03-40,President,,DEMOCRAT,Larouche L,0
Sussex,04-40,President,,DEMOCRAT,Bradley B,12
Sussex,04-40,President,,DEMOCRAT,Gore A,16
Sussex,04-40,President,,DEMOCRAT,Larouche L,0
Sussex,05-40,President,,DEMOCRAT,Bradley B,15
Sussex,05-40,President,,DEMOCRAT,Gore A,23
Sussex,05-40,President,,DEMOCRAT,Larouche L,1
Sussex,06-40,President,,DEMOCRAT,Bradley B,15
Sussex,06-40,President,,DEMOCRAT,Gore A,20
Sussex,06-40,President,,DEMOCRAT,Larouche L,1
Sussex,07-40,President,,DEMOCRAT,Bradley B,14
Sussex,07-40,President,,DEMOCRAT,Gore A,7
Sussex,07-40,President,,DEMOCRAT,Larouche L,0
Sussex,01-41,President,,DEMOCRAT,Bradley B,13
Sussex,01-41,President,,DEMOCRAT,Gore A,12
Sussex,01-41,President,,DEMOCRAT,Larouche L,0
Sussex,02-41,President,,DEMOCRAT,Bradley B,16
Sussex,02-41,President,,DEMOCRAT,Gore A,13
Sussex,02-41,President,,DEMOCRAT,Larouche L,1
Sussex,03-41,President,,DEMOCRAT,Bradley B,13
Sussex,03-41,President,,DEMOCRAT,Gore A,12
Sussex,03-41,President,,DEMOCRAT,Larouche L,0
Sussex,04-41,President,,DEMOCRAT,Bradley B,13
Sussex,04-41,President,,DEMOCRAT,Gore A,34
Sussex,04-41,President,,DEMOCRAT,Larouche L,1
Sussex,05-41,President,,DEMOCRAT,Bradley B,24
Sussex,05-41,President,,DEMOCRAT,Gore A,34
Sussex,05-41,President,,DEMOCRAT,Larouche L,0
Sussex,06-41,President,,DEMOCRAT,Bradley B,8
Sussex,06-41,President,,DEMOCRAT,Gore A,9
Sussex,06-41,President,,DEMOCRAT,Larouche L,1
Sussex,07-41,President,,DEMOCRAT,Bradley B,12
Sussex,07-41,President,,DEMOCRAT,Gore A,16
Sussex,07-41,President,,DEMOCRAT,Larouche L,1
Sussex,08-41,President,,DEMOCRAT,Bradley B,15
Sussex,08-41,President,,DEMOCRAT,Gore A,23
Sussex,08-41,President,,DEMOCRAT,Larouche L,0
Statewide,Total,President,,DEMOCRAT,Bradley B,4476
Statewide,Total,President,,DEMOCRAT,Gore A,6377
Statewide,Total,President,,DEMOCRAT,Larouche L,288
