county,election_district,office,district,party,candidate,votes
New Castle,01-03,Governor,,REPUBLICAN,Burris J M,6
New Castle,01-03,Governor,,REPUBLICAN,Lee W S,1
New Castle,02-03,Governor,,REPUBLICAN,Burris J M,4
New Castle,02-03,Governor,,REPUBLICAN,Lee W S,1
New Castle,03-03,Governor,,REPUBLICAN,Burris J M,6
New Castle,03-03,Governor,,REPUBLICAN,Lee W S,5
New Castle,04-03,Governor,,REPUBLICAN,Burris J M,6
New Castle,04-03,Governor,,REPUBLICAN,Lee W S,8
New Castle,05-03,Governor,,REPUBLICAN,Burris J M,0
New Castle,05-03,Governor,,REPUBLICAN,Lee W S,1
New Castle,07-03,Governor,,REPUBLICAN,Burris J M,0
New Castle,07-03,Governor,,REPUBLICAN,Lee W S,1
New Castle,08-03,Governor,,REPUBLICAN,Burris J M,2
New Castle,08-03,Governor,,REPUBLICAN,Lee W S,1
New Castle,09-03,Governor,,REPUBLICAN,Burris J M,7
New Castle,09-03,Governor,,REPUBLICAN,Lee W S,9
New Castle,10-03,Governor,,REPUBLICAN,Burris J M,14
New Castle,10-03,Governor,,REPUBLICAN,Lee W S,4
New Castle,12-03,Governor,,REPUBLICAN,Burris J M,0
New Castle,12-03,Governor,,REPUBLICAN,Lee W S,2
New Castle,01-04,Governor,,REPUBLICAN,Burris J M,87
New Castle,01-04,Governor,,REPUBLICAN,Lee W S,72
New Castle,02-04,Governor,,REPUBLICAN,Burris J M,15
New Castle,02-04,Governor,,REPUBLICAN,Lee W S,10
New Castle,03-04,Governor,,REPUBLICAN,Burris J M,77
New Castle,03-04,Governor,,REPUBLICAN,Lee W S,97
New Castle,04-04,Governor,,REPUBLICAN,Burris J M,68
New Castle,04-04,Governor,,REPUBLICAN,Lee W S,83
New Castle,05-04,Governor,,REPUBLICAN,Burris J M,15
New Castle,05-04,Governor,,REPUBLICAN,Lee W S,18
New Castle,06-04,Governor,,REPUBLICAN,Burris J M,5
New Castle,06-04,Governor,,REPUBLICAN,Lee W S,2
New Castle,08-04,Governor,,REPUBLICAN,Burris J M,3
New Castle,08-04,Governor,,REPUBLICAN,Lee W S,6
New Castle,09-04,Governor,,REPUBLICAN,Burris J M,7
New Castle,09-04,Governor,,REPUBLICAN,Lee W S,11
New Castle,10-04,Governor,,REPUBLICAN,Burris J M,10
New Castle,10-04,Governor,,REPUBLICAN,Lee W S,7
New Castle,11-04,Governor,,REPUBLICAN,Burris J M,74
New Castle,11-04,Governor,,REPUBLICAN,Lee W S,139
New Castle,12-04,Governor,,REPUBLICAN,Burris J M,9
New Castle,12-04,Governor,,REPUBLICAN,Lee W S,13
New Castle,14-04,Governor,,REPUBLICAN,Burris J M,23
New Castle,14-04,Governor,,REPUBLICAN,Lee W S,32
New Castle,01-05,Governor,,REPUBLICAN,Burris J M,9
New Castle,01-05,Governor,,REPUBLICAN,Lee W S,6
New Castle,02-05,Governor,,REPUBLICAN,Burris J M,24
New Castle,02-05,Governor,,REPUBLICAN,Lee W S,15
New Castle,03-05,Governor,,REPUBLICAN,Burris J M,10
New Castle,03-05,Governor,,REPUBLICAN,Lee W S,7
New Castle,04-05,Governor,,REPUBLICAN,Burris J M,3
New Castle,04-05,Governor,,REPUBLICAN,Lee W S,1
New Castle,05-05,Governor,,REPUBLICAN,Burris J M,2
New Castle,05-05,Governor,,REPUBLICAN,Lee W S,5
New Castle,06-05,Governor,,REPUBLICAN,Burris J M,17
New Castle,06-05,Governor,,REPUBLICAN,Lee W S,17
New Castle,07-05,Governor,,REPUBLICAN,Burris J M,1
New Castle,07-05,Governor,,REPUBLICAN,Lee W S,1
New Castle,08-05,Governor,,REPUBLICAN,Burris J M,9
New Castle,08-05,Governor,,REPUBLICAN,Lee W S,5
New Castle,01-06,Governor,,REPUBLICAN,Burris J M,48
New Castle,01-06,Governor,,REPUBLICAN,Lee W S,30
New Castle,02-06,Governor,,REPUBLICAN,Burris J M,30
New Castle,02-06,Governor,,REPUBLICAN,Lee W S,32
New Castle,03-06,Governor,,REPUBLICAN,Burris J M,45
New Castle,03-06,Governor,,REPUBLICAN,Lee W S,44
New Castle,04-06,Governor,,REPUBLICAN,Burris J M,37
New Castle,04-06,Governor,,REPUBLICAN,Lee W S,37
New Castle,05-06,Governor,,REPUBLICAN,Burris J M,66
New Castle,05-06,Governor,,REPUBLICAN,Lee W S,81
New Castle,06-06,Governor,,REPUBLICAN,Burris J M,61
New Castle,06-06,Governor,,REPUBLICAN,Lee W S,57
New Castle,07-06,Governor,,REPUBLICAN,Burris J M,92
New Castle,07-06,Governor,,REPUBLICAN,Lee W S,97
New Castle,01-07,Governor,,REPUBLICAN,Burris J M,54
New Castle,01-07,Governor,,REPUBLICAN,Lee W S,51
New Castle,02-07,Governor,,REPUBLICAN,Burris J M,118
New Castle,02-07,Governor,,REPUBLICAN,Lee W S,116
New Castle,03-07,Governor,,REPUBLICAN,Burris J M,16
New Castle,03-07,Governor,,REPUBLICAN,Lee W S,20
New Castle,04-07,Governor,,REPUBLICAN,Burris J M,27
New Castle,04-07,Governor,,REPUBLICAN,Lee W S,12
New Castle,05-07,Governor,,REPUBLICAN,Burris J M,26
New Castle,05-07,Governor,,REPUBLICAN,Lee W S,20
New Castle,06-07,Governor,,REPUBLICAN,Burris J M,57
New Castle,06-07,Governor,,REPUBLICAN,Lee W S,36
New Castle,07-07,Governor,,REPUBLICAN,Burris J M,43
New Castle,07-07,Governor,,REPUBLICAN,Lee W S,51
New Castle,08-07,Governor,,REPUBLICAN,Burris J M,59
New Castle,08-07,Governor,,REPUBLICAN,Lee W S,69
New Castle,09-07,Governor,,REPUBLICAN,Burris J M,15
New Castle,09-07,Governor,,REPUBLICAN,Lee W S,9
New Castle,01-08,Governor,,REPUBLICAN,Burris J M,99
New Castle,01-08,Governor,,REPUBLICAN,Lee W S,145
New Castle,02-08,Governor,,REPUBLICAN,Burris J M,48
New Castle,02-08,Governor,,REPUBLICAN,Lee W S,55
New Castle,04-08,Governor,,REPUBLICAN,Burris J M,20
New Castle,04-08,Governor,,REPUBLICAN,Lee W S,32
New Castle,05-08,Governor,,REPUBLICAN,Burris J M,14
New Castle,05-08,Governor,,REPUBLICAN,Lee W S,11
New Castle,06-08,Governor,,REPUBLICAN,Burris J M,48
New Castle,06-08,Governor,,REPUBLICAN,Lee W S,44
New Castle,07-08,Governor,,REPUBLICAN,Burris J M,11
New Castle,07-08,Governor,,REPUBLICAN,Lee W S,10
New Castle,08-08,Governor,,REPUBLICAN,Burris J M,15
New Castle,08-08,Governor,,REPUBLICAN,Lee W S,22
New Castle,01-09,Governor,,REPUBLICAN,Burris J M,10
New Castle,01-09,Governor,,REPUBLICAN,Lee W S,8
New Castle,02-09,Governor,,REPUBLICAN,Burris J M,43
New Castle,02-09,Governor,,REPUBLICAN,Lee W S,43
New Castle,03-09,Governor,,REPUBLICAN,Burris J M,37
New Castle,03-09,Governor,,REPUBLICAN,Lee W S,60
New Castle,04-09,Governor,,REPUBLICAN,Burris J M,20
New Castle,04-09,Governor,,REPUBLICAN,Lee W S,52
New Castle,05-09,Governor,,REPUBLICAN,Burris J M,64
New Castle,05-09,Governor,,REPUBLICAN,Lee W S,88
New Castle,06-09,Governor,,REPUBLICAN,Burris J M,22
New Castle,06-09,Governor,,REPUBLICAN,Lee W S,25
New Castle,07-09,Governor,,REPUBLICAN,Burris J M,44
New Castle,07-09,Governor,,REPUBLICAN,Lee W S,37
New Castle,08-09,Governor,,REPUBLICAN,Burris J M,30
New Castle,08-09,Governor,,REPUBLICAN,Lee W S,12
New Castle,11-09,Governor,,REPUBLICAN,Burris J M,63
New Castle,11-09,Governor,,REPUBLICAN,Lee W S,24
New Castle,01-10,Governor,,REPUBLICAN,Burris J M,37
New Castle,01-10,Governor,,REPUBLICAN,Lee W S,39
New Castle,02-10,Governor,,REPUBLICAN,Burris J M,52
New Castle,02-10,Governor,,REPUBLICAN,Lee W S,71
New Castle,03-10,Governor,,REPUBLICAN,Burris J M,58
New Castle,03-10,Governor,,REPUBLICAN,Lee W S,79
New Castle,04-10,Governor,,REPUBLICAN,Burris J M,167
New Castle,04-10,Governor,,REPUBLICAN,Lee W S,154
New Castle,05-10,Governor,,REPUBLICAN,Burris J M,102
New Castle,05-10,Governor,,REPUBLICAN,Lee W S,94
New Castle,07-10,Governor,,REPUBLICAN,Burris J M,83
New Castle,07-10,Governor,,REPUBLICAN,Lee W S,92
New Castle,08-10,Governor,,REPUBLICAN,Burris J M,49
New Castle,08-10,Governor,,REPUBLICAN,Lee W S,68
New Castle,09-10,Governor,,REPUBLICAN,Burris J M,45
New Castle,09-10,Governor,,REPUBLICAN,Lee W S,46
New Castle,01-11,Governor,,REPUBLICAN,Burris J M,223
New Castle,01-11,Governor,,REPUBLICAN,Lee W S,215
New Castle,02-11,Governor,,REPUBLICAN,Burris J M,28
New Castle,02-11,Governor,,REPUBLICAN,Lee W S,48
New Castle,03-11,Governor,,REPUBLICAN,Burris J M,129
New Castle,03-11,Governor,,REPUBLICAN,Lee W S,146
New Castle,04-11,Governor,,REPUBLICAN,Burris J M,64
New Castle,04-11,Governor,,REPUBLICAN,Lee W S,87
New Castle,06-11,Governor,,REPUBLICAN,Burris J M,81
New Castle,06-11,Governor,,REPUBLICAN,Lee W S,98
New Castle,07-11,Governor,,REPUBLICAN,Burris J M,100
New Castle,07-11,Governor,,REPUBLICAN,Lee W S,90
New Castle,08-11,Governor,,REPUBLICAN,Burris J M,162
New Castle,08-11,Governor,,REPUBLICAN,Lee W S,140
New Castle,10-11,Governor,,REPUBLICAN,Burris J M,197
New Castle,10-11,Governor,,REPUBLICAN,Lee W S,165
New Castle,11-11,Governor,,REPUBLICAN,Burris J M,111
New Castle,11-11,Governor,,REPUBLICAN,Lee W S,164
New Castle,01-12,Governor,,REPUBLICAN,Burris J M,32
New Castle,01-12,Governor,,REPUBLICAN,Lee W S,27
New Castle,02-12,Governor,,REPUBLICAN,Burris J M,16
New Castle,02-12,Governor,,REPUBLICAN,Lee W S,22
New Castle,03-12,Governor,,REPUBLICAN,Burris J M,19
New Castle,03-12,Governor,,REPUBLICAN,Lee W S,6
New Castle,04-12,Governor,,REPUBLICAN,Burris J M,75
New Castle,04-12,Governor,,REPUBLICAN,Lee W S,80
New Castle,05-12,Governor,,REPUBLICAN,Burris J M,56
New Castle,05-12,Governor,,REPUBLICAN,Lee W S,55
New Castle,06-12,Governor,,REPUBLICAN,Burris J M,125
New Castle,06-12,Governor,,REPUBLICAN,Lee W S,187
New Castle,07-12,Governor,,REPUBLICAN,Burris J M,23
New Castle,07-12,Governor,,REPUBLICAN,Lee W S,17
New Castle,08-12,Governor,,REPUBLICAN,Burris J M,114
New Castle,08-12,Governor,,REPUBLICAN,Lee W S,87
New Castle,09-12,Governor,,REPUBLICAN,Burris J M,96
New Castle,09-12,Governor,,REPUBLICAN,Lee W S,106
New Castle,11-12,Governor,,REPUBLICAN,Burris J M,70
New Castle,11-12,Governor,,REPUBLICAN,Lee W S,83
New Castle,12-12,Governor,,REPUBLICAN,Burris J M,74
New Castle,12-12,Governor,,REPUBLICAN,Lee W S,93
New Castle,01-13,Governor,,REPUBLICAN,Burris J M,32
New Castle,01-13,Governor,,REPUBLICAN,Lee W S,23
New Castle,03-13,Governor,,REPUBLICAN,Burris J M,25
New Castle,03-13,Governor,,REPUBLICAN,Lee W S,32
New Castle,04-13,Governor,,REPUBLICAN,Burris J M,16
New Castle,04-13,Governor,,REPUBLICAN,Lee W S,34
New Castle,05-13,Governor,,REPUBLICAN,Burris J M,13
New Castle,05-13,Governor,,REPUBLICAN,Lee W S,11
New Castle,06-13,Governor,,REPUBLICAN,Burris J M,20
New Castle,06-13,Governor,,REPUBLICAN,Lee W S,20
New Castle,08-13,Governor,,REPUBLICAN,Burris J M,8
New Castle,08-13,Governor,,REPUBLICAN,Lee W S,5
New Castle,10-13,Governor,,REPUBLICAN,Burris J M,8
New Castle,10-13,Governor,,REPUBLICAN,Lee W S,1
New Castle,01-14,Governor,,REPUBLICAN,Burris J M,12
New Castle,01-14,Governor,,REPUBLICAN,Lee W S,15
New Castle,02-14,Governor,,REPUBLICAN,Burris J M,31
New Castle,02-14,Governor,,REPUBLICAN,Lee W S,37
New Castle,03-14,Governor,,REPUBLICAN,Burris J M,36
New Castle,03-14,Governor,,REPUBLICAN,Lee W S,34
New Castle,04-14,Governor,,REPUBLICAN,Burris J M,77
New Castle,04-14,Governor,,REPUBLICAN,Lee W S,98
New Castle,07-14,Governor,,REPUBLICAN,Burris J M,33
New Castle,07-14,Governor,,REPUBLICAN,Lee W S,29
New Castle,01-15,Governor,,REPUBLICAN,Burris J M,31
New Castle,01-15,Governor,,REPUBLICAN,Lee W S,21
New Castle,02-15,Governor,,REPUBLICAN,Burris J M,28
New Castle,02-15,Governor,,REPUBLICAN,Lee W S,17
New Castle,03-15,Governor,,REPUBLICAN,Burris J M,26
New Castle,03-15,Governor,,REPUBLICAN,Lee W S,16
New Castle,04-15,Governor,,REPUBLICAN,Burris J M,13
New Castle,04-15,Governor,,REPUBLICAN,Lee W S,15
New Castle,05-15,Governor,,REPUBLICAN,Burris J M,23
New Castle,05-15,Governor,,REPUBLICAN,Lee W S,18
New Castle,06-15,Governor,,REPUBLICAN,Burris J M,2
New Castle,06-15,Governor,,REPUBLICAN,Lee W S,1
New Castle,08-15,Governor,,REPUBLICAN,Burris J M,29
New Castle,08-15,Governor,,REPUBLICAN,Lee W S,15
New Castle,01-16,Governor,,REPUBLICAN,Burris J M,12
New Castle,01-16,Governor,,REPUBLICAN,Lee W S,11
New Castle,02-16,Governor,,REPUBLICAN,Burris J M,10
New Castle,02-16,Governor,,REPUBLICAN,Lee W S,10
New Castle,03-16,Governor,,REPUBLICAN,Burris J M,8
New Castle,03-16,Governor,,REPUBLICAN,Lee W S,14
New Castle,04-16,Governor,,REPUBLICAN,Burris J M,4
New Castle,04-16,Governor,,REPUBLICAN,Lee W S,12
New Castle,05-16,Governor,,REPUBLICAN,Burris J M,5
New Castle,05-16,Governor,,REPUBLICAN,Lee W S,10
New Castle,06-16,Governor,,REPUBLICAN,Burris J M,7
New Castle,06-16,Governor,,REPUBLICAN,Lee W S,5
New Castle,07-16,Governor,,REPUBLICAN,Burris J M,7
New Castle,07-16,Governor,,REPUBLICAN,Lee W S,10
New Castle,09-16,Governor,,REPUBLICAN,Burris J M,10
New Castle,09-16,Governor,,REPUBLICAN,Lee W S,9
New Castle,10-16,Governor,,REPUBLICAN,Burris J M,10
New Castle,10-16,Governor,,REPUBLICAN,Lee W S,3
New Castle,01-17,Governor,,REPUBLICAN,Burris J M,22
New Castle,01-17,Governor,,REPUBLICAN,Lee W S,24
New Castle,02-17,Governor,,REPUBLICAN,Burris J M,18
New Castle,02-17,Governor,,REPUBLICAN,Lee W S,15
New Castle,03-17,Governor,,REPUBLICAN,Burris J M,11
New Castle,03-17,Governor,,REPUBLICAN,Lee W S,22
New Castle,04-17,Governor,,REPUBLICAN,Burris J M,19
New Castle,04-17,Governor,,REPUBLICAN,Lee W S,18
New Castle,05-17,Governor,,REPUBLICAN,Burris J M,35
New Castle,05-17,Governor,,REPUBLICAN,Lee W S,35
New Castle,06-17,Governor,,REPUBLICAN,Burris J M,22
New Castle,06-17,Governor,,REPUBLICAN,Lee W S,25
New Castle,07-17,Governor,,REPUBLICAN,Burris J M,24
New Castle,07-17,Governor,,REPUBLICAN,Lee W S,14
New Castle,09-17,Governor,,REPUBLICAN,Burris J M,14
New Castle,09-17,Governor,,REPUBLICAN,Lee W S,15
New Castle,10-17,Governor,,REPUBLICAN,Burris J M,3
New Castle,10-17,Governor,,REPUBLICAN,Lee W S,2
New Castle,01-18,Governor,,REPUBLICAN,Burris J M,11
New Castle,01-18,Governor,,REPUBLICAN,Lee W S,19
New Castle,02-18,Governor,,REPUBLICAN,Burris J M,20
New Castle,02-18,Governor,,REPUBLICAN,Lee W S,20
New Castle,03-18,Governor,,REPUBLICAN,Burris J M,9
New Castle,03-18,Governor,,REPUBLICAN,Lee W S,13
New Castle,04-18,Governor,,REPUBLICAN,Burris J M,13
New Castle,04-18,Governor,,REPUBLICAN,Lee W S,19
New Castle,05-18,Governor,,REPUBLICAN,Burris J M,24
New Castle,05-18,Governor,,REPUBLICAN,Lee W S,20
New Castle,06-18,Governor,,REPUBLICAN,Burris J M,8
New Castle,06-18,Governor,,REPUBLICAN,Lee W S,4
New Castle,07-18,Governor,,REPUBLICAN,Burris J M,24
New Castle,07-18,Governor,,REPUBLICAN,Lee W S,9
New Castle,09-18,Governor,,REPUBLICAN,Burris J M,13
New Castle,09-18,Governor,,REPUBLICAN,Lee W S,21
New Castle,01-19,Governor,,REPUBLICAN,Burris J M,29
New Castle,01-19,Governor,,REPUBLICAN,Lee W S,39
New Castle,02-19,Governor,,REPUBLICAN,Burris J M,15
New Castle,02-19,Governor,,REPUBLICAN,Lee W S,10
New Castle,03-19,Governor,,REPUBLICAN,Burris J M,25
New Castle,03-19,Governor,,REPUBLICAN,Lee W S,46
New Castle,04-19,Governor,,REPUBLICAN,Burris J M,14
New Castle,04-19,Governor,,REPUBLICAN,Lee W S,20
New Castle,05-19,Governor,,REPUBLICAN,Burris J M,7
New Castle,05-19,Governor,,REPUBLICAN,Lee W S,13
New Castle,06-19,Governor,,REPUBLICAN,Burris J M,37
New Castle,06-19,Governor,,REPUBLICAN,Lee W S,21
New Castle,07-19,Governor,,REPUBLICAN,Burris J M,20
New Castle,07-19,Governor,,REPUBLICAN,Lee W S,23
New Castle,08-19,Governor,,REPUBLICAN,Burris J M,11
New Castle,08-19,Governor,,REPUBLICAN,Lee W S,9
New Castle,01-20,Governor,,REPUBLICAN,Burris J M,100
New Castle,01-20,Governor,,REPUBLICAN,Lee W S,91
New Castle,02-20,Governor,,REPUBLICAN,Burris J M,25
New Castle,02-20,Governor,,REPUBLICAN,Lee W S,31
New Castle,03-20,Governor,,REPUBLICAN,Burris J M,35
New Castle,03-20,Governor,,REPUBLICAN,Lee W S,22
New Castle,04-20,Governor,,REPUBLICAN,Burris J M,53
New Castle,04-20,Governor,,REPUBLICAN,Lee W S,45
New Castle,06-20,Governor,,REPUBLICAN,Burris J M,64
New Castle,06-20,Governor,,REPUBLICAN,Lee W S,51
New Castle,07-20,Governor,,REPUBLICAN,Burris J M,35
New Castle,07-20,Governor,,REPUBLICAN,Lee W S,30
New Castle,08-20,Governor,,REPUBLICAN,Burris J M,77
New Castle,08-20,Governor,,REPUBLICAN,Lee W S,95
New Castle,10-20,Governor,,REPUBLICAN,Burris J M,23
New Castle,10-20,Governor,,REPUBLICAN,Lee W S,31
New Castle,11-20,Governor,,REPUBLICAN,Burris J M,40
New Castle,11-20,Governor,,REPUBLICAN,Lee W S,39
New Castle,01-21,Governor,,REPUBLICAN,Burris J M,77
New Castle,01-21,Governor,,REPUBLICAN,Lee W S,107
New Castle,02-21,Governor,,REPUBLICAN,Burris J M,46
New Castle,02-21,Governor,,REPUBLICAN,Lee W S,45
New Castle,03-21,Governor,,REPUBLICAN,Burris J M,49
New Castle,03-21,Governor,,REPUBLICAN,Lee W S,65
New Castle,04-21,Governor,,REPUBLICAN,Burris J M,59
New Castle,04-21,Governor,,REPUBLICAN,Lee W S,56
New Castle,08-21,Governor,,REPUBLICAN,Burris J M,14
New Castle,08-21,Governor,,REPUBLICAN,Lee W S,29
New Castle,10-21,Governor,,REPUBLICAN,Burris J M,14
New Castle,10-21,Governor,,REPUBLICAN,Lee W S,26
New Castle,01-22,Governor,,REPUBLICAN,Burris J M,31
New Castle,01-22,Governor,,REPUBLICAN,Lee W S,33
New Castle,02-22,Governor,,REPUBLICAN,Burris J M,24
New Castle,02-22,Governor,,REPUBLICAN,Lee W S,45
New Castle,03-22,Governor,,REPUBLICAN,Burris J M,53
New Castle,03-22,Governor,,REPUBLICAN,Lee W S,72
New Castle,04-22,Governor,,REPUBLICAN,Burris J M,99
New Castle,04-22,Governor,,REPUBLICAN,Lee W S,76
New Castle,05-22,Governor,,REPUBLICAN,Burris J M,57
New Castle,05-22,Governor,,REPUBLICAN,Lee W S,68
New Castle,06-22,Governor,,REPUBLICAN,Burris J M,62
New Castle,06-22,Governor,,REPUBLICAN,Lee W S,50
New Castle,07-22,Governor,,REPUBLICAN,Burris J M,54
New Castle,07-22,Governor,,REPUBLICAN,Lee W S,66
New Castle,09-22,Governor,,REPUBLICAN,Burris J M,63
New Castle,09-22,Governor,,REPUBLICAN,Lee W S,71
New Castle,11-22,Governor,,REPUBLICAN,Burris J M,48
New Castle,11-22,Governor,,REPUBLICAN,Lee W S,50
New Castle,01-23,Governor,,REPUBLICAN,Burris J M,11
New Castle,01-23,Governor,,REPUBLICAN,Lee W S,11
New Castle,02-23,Governor,,REPUBLICAN,Burris J M,83
New Castle,02-23,Governor,,REPUBLICAN,Lee W S,121
New Castle,03-23,Governor,,REPUBLICAN,Burris J M,67
New Castle,03-23,Governor,,REPUBLICAN,Lee W S,141
New Castle,06-23,Governor,,REPUBLICAN,Burris J M,38
New Castle,06-23,Governor,,REPUBLICAN,Lee W S,46
New Castle,09-23,Governor,,REPUBLICAN,Burris J M,25
New Castle,09-23,Governor,,REPUBLICAN,Lee W S,13
New Castle,01-24,Governor,,REPUBLICAN,Burris J M,16
New Castle,01-24,Governor,,REPUBLICAN,Lee W S,14
New Castle,02-24,Governor,,REPUBLICAN,Burris J M,27
New Castle,02-24,Governor,,REPUBLICAN,Lee W S,26
New Castle,03-24,Governor,,REPUBLICAN,Burris J M,19
New Castle,03-24,Governor,,REPUBLICAN,Lee W S,20
New Castle,04-24,Governor,,REPUBLICAN,Burris J M,20
New Castle,04-24,Governor,,REPUBLICAN,Lee W S,20
New Castle,06-24,Governor,,REPUBLICAN,Burris J M,13
New Castle,06-24,Governor,,REPUBLICAN,Lee W S,6
New Castle,07-24,Governor,,REPUBLICAN,Burris J M,30
New Castle,07-24,Governor,,REPUBLICAN,Lee W S,20
New Castle,01-25,Governor,,REPUBLICAN,Burris J M,25
New Castle,01-25,Governor,,REPUBLICAN,Lee W S,38
New Castle,02-25,Governor,,REPUBLICAN,Burris J M,54
New Castle,02-25,Governor,,REPUBLICAN,Lee W S,53
New Castle,03-25,Governor,,REPUBLICAN,Burris J M,30
New Castle,03-25,Governor,,REPUBLICAN,Lee W S,48
New Castle,05-25,Governor,,REPUBLICAN,Burris J M,18
New Castle,05-25,Governor,,REPUBLICAN,Lee W S,18
New Castle,07-25,Governor,,REPUBLICAN,Burris J M,25
New Castle,07-25,Governor,,REPUBLICAN,Lee W S,28
New Castle,01-26,Governor,,REPUBLICAN,Burris J M,29
New Castle,01-26,Governor,,REPUBLICAN,Lee W S,15
New Castle,02-26,Governor,,REPUBLICAN,Burris J M,3
New Castle,02-26,Governor,,REPUBLICAN,Lee W S,4
New Castle,03-26,Governor,,REPUBLICAN,Burris J M,43
New Castle,03-26,Governor,,REPUBLICAN,Lee W S,25
New Castle,04-26,Governor,,REPUBLICAN,Burris J M,4
New Castle,04-26,Governor,,REPUBLICAN,Lee W S,12
New Castle,06-26,Governor,,REPUBLICAN,Burris J M,19
New Castle,06-26,Governor,,REPUBLICAN,Lee W S,19
New Castle,07-26,Governor,,REPUBLICAN,Burris J M,19
New Castle,07-26,Governor,,REPUBLICAN,Lee W S,16
New Castle,08-26,Governor,,REPUBLICAN,Burris J M,7
New Castle,08-26,Governor,,REPUBLICAN,Lee W S,12
New Castle,09-26,Governor,,REPUBLICAN,Burris J M,6
New Castle,09-26,Governor,,REPUBLICAN,Lee W S,6
New Castle,01-27,Governor,,REPUBLICAN,Burris J M,15
New Castle,01-27,Governor,,REPUBLICAN,Lee W S,24
New Castle,02-27,Governor,,REPUBLICAN,Burris J M,32
New Castle,02-27,Governor,,REPUBLICAN,Lee W S,26
New Castle,03-27,Governor,,REPUBLICAN,Burris J M,28
New Castle,03-27,Governor,,REPUBLICAN,Lee W S,39
New Castle,04-27,Governor,,REPUBLICAN,Burris J M,40
New Castle,04-27,Governor,,REPUBLICAN,Lee W S,54
New Castle,05-27,Governor,,REPUBLICAN,Burris J M,20
New Castle,05-27,Governor,,REPUBLICAN,Lee W S,29
New Castle,06-27,Governor,,REPUBLICAN,Burris J M,10
New Castle,06-27,Governor,,REPUBLICAN,Lee W S,13
New Castle,07-27,Governor,,REPUBLICAN,Burris J M,35
New Castle,07-27,Governor,,REPUBLICAN,Lee W S,38
New Castle,08-27,Governor,,REPUBLICAN,Burris J M,17
New Castle,08-27,Governor,,REPUBLICAN,Lee W S,14
New Castle,09-27,Governor,,REPUBLICAN,Burris J M,23
New Castle,09-27,Governor,,REPUBLICAN,Lee W S,19
New Castle,10-27,Governor,,REPUBLICAN,Burris J M,19
New Castle,10-27,Governor,,REPUBLICAN,Lee W S,21
New Castle,11-27,Governor,,REPUBLICAN,Burris J M,26
New Castle,11-27,Governor,,REPUBLICAN,Lee W S,23
New Castle,01-28,Governor,,REPUBLICAN,Burris J M,21
New Castle,01-28,Governor,,REPUBLICAN,Lee W S,29
Kent,02-28,Governor,,REPUBLICAN,Burris J M,28
Kent,02-28,Governor,,REPUBLICAN,Lee W S,15
