county,election_district,office,district,party,candidate,election_day,absentee,votes
New Castle,06-05,President,,REPUBLICAN,Romney M,47,0,47
New Castle,06-05,President,,REPUBLICAN,Santorum R,7,1,8
New Castle,09-05,President,,REPUBLICAN,Gingrich N,8,0,8
New Castle,09-05,President,,REPUBLICAN,Paul R,3,0,3
New Castle,09-05,President,,REPUBLICAN,Romney M,7,0,7
New Castle,09-05,President,,REPUBLICAN,Santorum R,2,1,3
New Castle,11-05,President,,REPUBLICAN,Gingrich N,18,0,18
New Castle,11-05,President,,REPUBLICAN,Paul R,9,0,9
New Castle,11-05,President,,REPUBLICAN,Romney M,32,0,32
New Castle,11-05,President,,REPUBLICAN,Santorum R,4,0,4
New Castle,01-06,President,,REPUBLICAN,Gingrich N,16,3,19
New Castle,01-06,President,,REPUBLICAN,Paul R,12,0,12
New Castle,01-06,President,,REPUBLICAN,Romney M,33,1,34
New Castle,01-06,President,,REPUBLICAN,Santorum R,4,0,4
New Castle,02-06,President,,REPUBLICAN,Gingrich N,20,1,21
New Castle,02-06,President,,REPUBLICAN,Paul R,10,1,11
New Castle,02-06,President,,REPUBLICAN,Romney M,68,0,68
New Castle,02-06,President,,REPUBLICAN,Santorum R,6,0,6
New Castle,03-06,President,,REPUBLICAN,Gingrich N,41,0,41
New Castle,03-06,President,,REPUBLICAN,Paul R,10,0,10
New Castle,03-06,President,,REPUBLICAN,Romney M,65,0,65
New Castle,03-06,President,,REPUBLICAN,Santorum R,5,1,6
New Castle,04-06,President,,REPUBLICAN,Gingrich N,11,0,11
New Castle,04-06,President,,REPUBLICAN,Paul R,6,1,7
New Castle,04-06,President,,REPUBLICAN,Romney M,36,1,37
New Castle,04-06,President,,REPUBLICAN,Santorum R,2,1,3
New Castle,07-06,President,,REPUBLICAN,Gingrich N,26,0,26
New Castle,07-06,President,,REPUBLICAN,Paul R,8,0,8
New Castle,07-06,President,,REPUBLICAN,Romney M,67,2,69
New Castle,07-06,President,,REPUBLICAN,Santorum R,7,0,7
New Castle,10-06,President,,REPUBLICAN,Gingrich N,14,0,14
New Castle,10-06,President,,REPUBLICAN,Paul R,7,1,8
New Castle,10-06,President,,REPUBLICAN,Romney M,26,2,28
New Castle,10-06,President,,REPUBLICAN,Santorum R,6,0,6
New Castle,11-06,President,,REPUBLICAN,Gingrich N,23,2,25
New Castle,11-06,President,,REPUBLICAN,Paul R,11,0,11
New Castle,11-06,President,,REPUBLICAN,Romney M,48,1,49
New Castle,11-06,President,,REPUBLICAN,Santorum R,9,1,10
New Castle,01-07,President,,REPUBLICAN,Gingrich N,19,0,19
New Castle,01-07,President,,REPUBLICAN,Paul R,12,0,12
New Castle,01-07,President,,REPUBLICAN,Romney M,107,0,107
New Castle,01-07,President,,REPUBLICAN,Santorum R,9,0,9
New Castle,02-07,President,,REPUBLICAN,Gingrich N,39,0,39
New Castle,02-07,President,,REPUBLICAN,Paul R,26,0,26
New Castle,02-07,President,,REPUBLICAN,Romney M,162,2,164
New Castle,02-07,President,,REPUBLICAN,Santorum R,12,2,14
New Castle,04-07,President,,REPUBLICAN,Gingrich N,21,0,21
New Castle,04-07,President,,REPUBLICAN,Paul R,22,2,24
New Castle,04-07,President,,REPUBLICAN,Romney M,46,1,47
New Castle,04-07,President,,REPUBLICAN,Santorum R,3,1,4
New Castle,06-07,President,,REPUBLICAN,Gingrich N,27,4,31
New Castle,06-07,President,,REPUBLICAN,Paul R,10,0,10
New Castle,06-07,President,,REPUBLICAN,Romney M,65,0,65
New Castle,06-07,President,,REPUBLICAN,Santorum R,5,1,6
New Castle,07-07,President,,REPUBLICAN,Gingrich N,17,2,19
New Castle,07-07,President,,REPUBLICAN,Paul R,15,0,15
New Castle,07-07,President,,REPUBLICAN,Romney M,51,0,51
New Castle,07-07,President,,REPUBLICAN,Santorum R,9,1,10
New Castle,08-07,President,,REPUBLICAN,Gingrich N,23,0,23
New Castle,08-07,President,,REPUBLICAN,Paul R,13,0,13
New Castle,08-07,President,,REPUBLICAN,Romney M,60,0,60
New Castle,08-07,President,,REPUBLICAN,Santorum R,7,0,7
New Castle,12-07,President,,REPUBLICAN,Gingrich N,20,0,20
New Castle,12-07,President,,REPUBLICAN,Paul R,8,1,9
New Castle,12-07,President,,REPUBLICAN,Romney M,73,0,73
New Castle,12-07,President,,REPUBLICAN,Santorum R,6,0,6
New Castle,13-07,President,,REPUBLICAN,Gingrich N,62,1,63
New Castle,13-07,President,,REPUBLICAN,Paul R,35,0,35
New Castle,13-07,President,,REPUBLICAN,Romney M,188,3,191
New Castle,13-07,President,,REPUBLICAN,Santorum R,14,2,16
New Castle,01-08,President,,REPUBLICAN,Gingrich N,18,0,18
New Castle,01-08,President,,REPUBLICAN,Paul R,13,0,13
New Castle,01-08,President,,REPUBLICAN,Romney M,40,0,40
New Castle,01-08,President,,REPUBLICAN,Santorum R,1,0,1
New Castle,02-08,President,,REPUBLICAN,Gingrich N,28,0,28
New Castle,02-08,President,,REPUBLICAN,Paul R,11,0,11
New Castle,02-08,President,,REPUBLICAN,Romney M,126,5,131
New Castle,02-08,President,,REPUBLICAN,Santorum R,8,2,10
New Castle,03-08,President,,REPUBLICAN,Gingrich N,15,0,15
New Castle,03-08,President,,REPUBLICAN,Paul R,9,1,10
New Castle,03-08,President,,REPUBLICAN,Romney M,32,0,32
New Castle,03-08,President,,REPUBLICAN,Santorum R,5,1,6
New Castle,04-08,President,,REPUBLICAN,Gingrich N,6,0,6
New Castle,04-08,President,,REPUBLICAN,Paul R,8,0,8
New Castle,04-08,President,,REPUBLICAN,Romney M,23,0,23
New Castle,04-08,President,,REPUBLICAN,Santorum R,2,0,2
New Castle,05-08,President,,REPUBLICAN,Gingrich N,17,1,18
New Castle,05-08,President,,REPUBLICAN,Paul R,19,0,19
New Castle,05-08,President,,REPUBLICAN,Romney M,47,1,48
New Castle,05-08,President,,REPUBLICAN,Santorum R,5,0,5
New Castle,06-08,President,,REPUBLICAN,Gingrich N,43,1,44
New Castle,06-08,President,,REPUBLICAN,Paul R,9,1,10
New Castle,06-08,President,,REPUBLICAN,Romney M,48,1,49
New Castle,06-08,President,,REPUBLICAN,Santorum R,3,3,6
New Castle,07-08,President,,REPUBLICAN,Gingrich N,24,0,24
New Castle,07-08,President,,REPUBLICAN,Paul R,16,0,16
New Castle,07-08,President,,REPUBLICAN,Romney M,35,2,37
New Castle,07-08,President,,REPUBLICAN,Santorum R,8,0,8
Kent,09-08,President,,REPUBLICAN,Gingrich N,15,0,15
Kent,09-08,President,,REPUBLICAN,Paul R,18,0,18
Kent,09-08,President,,REPUBLICAN,Romney M,33,1,34
Kent,09-08,President,,REPUBLICAN,Santorum R,4,2,6
New Castle,01-09,President,,REPUBLICAN,Gingrich N,33,1,34
New Castle,01-09,President,,REPUBLICAN,Paul R,8,0,8
New Castle,01-09,President,,REPUBLICAN,Romney M,63,5,68
New Castle,01-09,President,,REPUBLICAN,Santorum R,6,0,6
New Castle,02-09,President,,REPUBLICAN,Gingrich N,27,0,27
New Castle,02-09,President,,REPUBLICAN,Paul R,9,0,9
New Castle,02-09,President,,REPUBLICAN,Romney M,37,0,37
New Castle,02-09,President,,REPUBLICAN,Santorum R,7,0,7
New Castle,03-09,President,,REPUBLICAN,Gingrich N,39,0,39
New Castle,03-09,President,,REPUBLICAN,Paul R,7,0,7
New Castle,03-09,President,,REPUBLICAN,Romney M,89,1,90
New Castle,03-09,President,,REPUBLICAN,Santorum R,8,0,8
New Castle,05-09,President,,REPUBLICAN,Gingrich N,31,0,31
New Castle,05-09,President,,REPUBLICAN,Paul R,13,0,13
New Castle,05-09,President,,REPUBLICAN,Romney M,68,1,69
New Castle,05-09,President,,REPUBLICAN,Santorum R,5,0,5
New Castle,06-09,President,,REPUBLICAN,Gingrich N,55,1,56
New Castle,06-09,President,,REPUBLICAN,Paul R,27,0,27
New Castle,06-09,President,,REPUBLICAN,Romney M,143,7,150
New Castle,06-09,President,,REPUBLICAN,Santorum R,23,1,24
New Castle,07-09,President,,REPUBLICAN,Gingrich N,37,0,37
New Castle,07-09,President,,REPUBLICAN,Paul R,8,0,8
New Castle,07-09,President,,REPUBLICAN,Romney M,59,2,61
New Castle,07-09,President,,REPUBLICAN,Santorum R,7,0,7
New Castle,08-09,President,,REPUBLICAN,Gingrich N,13,1,14
New Castle,08-09,President,,REPUBLICAN,Paul R,10,0,10
New Castle,08-09,President,,REPUBLICAN,Romney M,27,0,27
New Castle,08-09,President,,REPUBLICAN,Santorum R,6,0,6
New Castle,09-09,President,,REPUBLICAN,Gingrich N,43,0,43
New Castle,09-09,President,,REPUBLICAN,Paul R,21,2,23
New Castle,09-09,President,,REPUBLICAN,Romney M,52,1,53
New Castle,09-09,President,,REPUBLICAN,Santorum R,8,0,8
New Castle,10-09,President,,REPUBLICAN,Gingrich N,28,0,28
New Castle,10-09,President,,REPUBLICAN,Paul R,6,0,6
New Castle,10-09,President,,REPUBLICAN,Romney M,47,1,48
New Castle,10-09,President,,REPUBLICAN,Santorum R,2,0,2
New Castle,01-10,President,,REPUBLICAN,Gingrich N,38,0,38
New Castle,01-10,President,,REPUBLICAN,Paul R,24,1,25
New Castle,01-10,President,,REPUBLICAN,Romney M,105,3,108
New Castle,01-10,President,,REPUBLICAN,Santorum R,12,1,13
New Castle,02-10,President,,REPUBLICAN,Gingrich N,31,0,31
New Castle,02-10,President,,REPUBLICAN,Paul R,11,0,11
New Castle,02-10,President,,REPUBLICAN,Romney M,82,6,88
New Castle,02-10,President,,REPUBLICAN,Santorum R,5,3,8
New Castle,04-10,President,,REPUBLICAN,Gingrich N,12,0,12
New Castle,04-10,President,,REPUBLICAN,Paul R,4,0,4
New Castle,04-10,President,,REPUBLICAN,Romney M,34,0,34
New Castle,04-10,President,,REPUBLICAN,Santorum R,0,2,2
New Castle,07-10,President,,REPUBLICAN,Gingrich N,33,0,33
New Castle,07-10,President,,REPUBLICAN,Paul R,22,0,22
New Castle,07-10,President,,REPUBLICAN,Romney M,97,2,99
New Castle,07-10,President,,REPUBLICAN,Santorum R,2,0,2
New Castle,08-10,President,,REPUBLICAN,Gingrich N,20,0,20
New Castle,08-10,President,,REPUBLICAN,Paul R,1,0,1
New Castle,08-10,President,,REPUBLICAN,Romney M,58,2,60
New Castle,08-10,President,,REPUBLICAN,Santorum R,0,0,0
New Castle,09-10,President,,REPUBLICAN,Gingrich N,13,0,13
New Castle,09-10,President,,REPUBLICAN,Paul R,7,1,8
New Castle,09-10,President,,REPUBLICAN,Romney M,61,0,61
New Castle,09-10,President,,REPUBLICAN,Santorum R,4,0,4
New Castle,10-10,President,,REPUBLICAN,Gingrich N,11,0,11
New Castle,10-10,President,,REPUBLICAN,Paul R,1,2,3
New Castle,10-10,President,,REPUBLICAN,Romney M,19,0,19
New Castle,10-10,President,,REPUBLICAN,Santorum R,3,0,3
New Castle,03-11,President,,REPUBLICAN,Gingrich N,26,0,26
New Castle,03-11,President,,REPUBLICAN,Paul R,6,0,6
New Castle,03-11,President,,REPUBLICAN,Romney M,53,1,54
New Castle,03-11,President,,REPUBLICAN,Santorum R,10,0,10
New Castle,05-11,President,,REPUBLICAN,Gingrich N,15,0,15
New Castle,05-11,President,,REPUBLICAN,Paul R,12,0,12
New Castle,05-11,President,,REPUBLICAN,Romney M,55,1,56
New Castle,05-11,President,,REPUBLICAN,Santorum R,4,0,4
New Castle,06-11,President,,REPUBLICAN,Gingrich N,23,0,23
New Castle,06-11,President,,REPUBLICAN,Paul R,6,0,6
New Castle,06-11,President,,REPUBLICAN,Romney M,37,0,37
New Castle,06-11,President,,REPUBLICAN,Santorum R,1,0,1
New Castle,07-11,President,,REPUBLICAN,Gingrich N,35,0,35
New Castle,07-11,President,,REPUBLICAN,Paul R,23,1,24
New Castle,07-11,President,,REPUBLICAN,Romney M,147,6,153
New Castle,07-11,President,,REPUBLICAN,Santorum R,5,0,5
New Castle,08-11,President,,REPUBLICAN,Gingrich N,21,1,22
New Castle,08-11,President,,REPUBLICAN,Paul R,22,1,23
New Castle,08-11,President,,REPUBLICAN,Romney M,76,1,77
New Castle,08-11,President,,REPUBLICAN,Santorum R,8,2,10
New Castle,02-12,President,,REPUBLICAN,Gingrich N,15,0,15
New Castle,02-12,President,,REPUBLICAN,Paul R,8,1,9
New Castle,02-12,President,,REPUBLICAN,Romney M,41,3,44
New Castle,02-12,President,,REPUBLICAN,Santorum R,0,0,0
New Castle,03-12,President,,REPUBLICAN,Gingrich N,26,1,27
New Castle,03-12,President,,REPUBLICAN,Paul R,10,0,10
New Castle,03-12,President,,REPUBLICAN,Romney M,41,0,41
New Castle,03-12,President,,REPUBLICAN,Santorum R,3,0,3
New Castle,06-12,President,,REPUBLICAN,Gingrich N,40,0,40
New Castle,06-12,President,,REPUBLICAN,Paul R,18,2,20
New Castle,06-12,President,,REPUBLICAN,Romney M,171,2,173
New Castle,06-12,President,,REPUBLICAN,Santorum R,7,1,8
New Castle,07-12,President,,REPUBLICAN,Gingrich N,15,0,15
New Castle,07-12,President,,REPUBLICAN,Paul R,17,0,17
New Castle,07-12,President,,REPUBLICAN,Romney M,78,1,79
New Castle,07-12,President,,REPUBLICAN,Santorum R,2,1,3
New Castle,08-12,President,,REPUBLICAN,Gingrich N,33,0,33
New Castle,08-12,President,,REPUBLICAN,Paul R,18,0,18
New Castle,08-12,President,,REPUBLICAN,Romney M,120,5,125
New Castle,08-12,President,,REPUBLICAN,Santorum R,3,2,5
New Castle,11-12,President,,REPUBLICAN,Gingrich N,30,2,32
New Castle,11-12,President,,REPUBLICAN,Paul R,18,0,18
New Castle,11-12,President,,REPUBLICAN,Romney M,215,2,217
New Castle,11-12,President,,REPUBLICAN,Santorum R,2,1,3
New Castle,12-12,President,,REPUBLICAN,Gingrich N,32,0,32
New Castle,12-12,President,,REPUBLICAN,Paul R,30,1,31
New Castle,12-12,President,,REPUBLICAN,Romney M,111,3,114
New Castle,12-12,President,,REPUBLICAN,Santorum R,11,0,11
New Castle,04-13,President,,REPUBLICAN,Gingrich N,20,0,20
New Castle,04-13,President,,REPUBLICAN,Paul R,11,0,11
New Castle,04-13,President,,REPUBLICAN,Romney M,40,1,41
New Castle,04-13,President,,REPUBLICAN,Santorum R,8,0,8
New Castle,05-13,President,,REPUBLICAN,Gingrich N,8,0,8
New Castle,05-13,President,,REPUBLICAN,Paul R,13,0,13
New Castle,05-13,President,,REPUBLICAN,Romney M,27,0,27
New Castle,05-13,President,,REPUBLICAN,Santorum R,3,2,5
New Castle,10-13,President,,REPUBLICAN,Gingrich N,13,0,13
New Castle,10-13,President,,REPUBLICAN,Paul R,10,1,11
New Castle,10-13,President,,REPUBLICAN,Romney M,32,4,36
New Castle,10-13,President,,REPUBLICAN,Santorum R,7,0,7
Sussex,01-14,President,,REPUBLICAN,Gingrich N,76,3,79
Sussex,01-14,President,,REPUBLICAN,Paul R,15,0,15
Sussex,01-14,President,,REPUBLICAN,Romney M,180,16,196
Sussex,01-14,President,,REPUBLICAN,Santorum R,7,3,10
Sussex,02-14,President,,REPUBLICAN,Gingrich N,39,0,39
Sussex,02-14,President,,REPUBLICAN,Paul R,8,0,8
Sussex,02-14,President,,REPUBLICAN,Romney M,82,6,88
Sussex,02-14,President,,REPUBLICAN,Santorum R,7,1,8
Sussex,03-14,President,,REPUBLICAN,Gingrich N,26,2,28
Sussex,03-14,President,,REPUBLICAN,Paul R,12,1,13
Sussex,03-14,President,,REPUBLICAN,Romney M,105,6,111
Sussex,03-14,President,,REPUBLICAN,Santorum R,10,3,13
Sussex,04-14,President,,REPUBLICAN,Gingrich N,67,1,68
Sussex,04-14,President,,REPUBLICAN,Paul R,10,0,10
Sussex,04-14,President,,REPUBLICAN,Romney M,172,10,182
Sussex,04-14,President,,REPUBLICAN,Santorum R,5,0,5
Sussex,05-14,President,,REPUBLICAN,Gingrich N,56,1,57
Sussex,05-14,President,,REPUBLICAN,Paul R,16,0,16
Sussex,05-14,President,,REPUBLICAN,Romney M,133,1,134
Sussex,05-14,President,,REPUBLICAN,Santorum R,6,2,8
Sussex,06-14,President,,REPUBLICAN,Gingrich N,94,1,95
Sussex,06-14,President,,REPUBLICAN,Paul R,25,0,25
Sussex,06-14,President,,REPUBLICAN,Romney M,162,8,170
Sussex,06-14,President,,REPUBLICAN,Santorum R,8,1,9
Sussex,07-14,President,,REPUBLICAN,Gingrich N,73,1,74
Sussex,07-14,President,,REPUBLICAN,Paul R,27,0,27
Sussex,07-14,President,,REPUBLICAN,Romney M,149,5,154
Sussex,07-14,President,,REPUBLICAN,Santorum R,8,4,12
New Castle,01-15,President,,REPUBLICAN,Gingrich N,11,0,11
New Castle,01-15,President,,REPUBLICAN,Paul R,9,0,9
New Castle,01-15,President,,REPUBLICAN,Romney M,41,0,41
New Castle,01-15,President,,REPUBLICAN,Santorum R,6,0,6
New Castle,02-15,President,,REPUBLICAN,Gingrich N,21,1,22
New Castle,02-15,President,,REPUBLICAN,Paul R,19,0,19
New Castle,02-15,President,,REPUBLICAN,Romney M,32,1,33
New Castle,02-15,President,,REPUBLICAN,Santorum R,9,1,10
New Castle,05-15,President,,REPUBLICAN,Gingrich N,24,1,25
New Castle,05-15,President,,REPUBLICAN,Paul R,22,0,22
New Castle,05-15,President,,REPUBLICAN,Romney M,58,1,59
New Castle,05-15,President,,REPUBLICAN,Santorum R,7,4,11
New Castle,07-15,President,,REPUBLICAN,Gingrich N,28,1,29
New Castle,07-15,President,,REPUBLICAN,Paul R,10,1,11
New Castle,07-15,President,,REPUBLICAN,Romney M,57,0,57
New Castle,07-15,President,,REPUBLICAN,Santorum R,5,1,6
New Castle,02-16,President,,REPUBLICAN,Gingrich N,3,0,3
New Castle,02-16,President,,REPUBLICAN,Paul R,2,0,2
New Castle,02-16,President,,REPUBLICAN,Romney M,3,0,3
New Castle,02-16,President,,REPUBLICAN,Santorum R,0,0,0
New Castle,04-16,President,,REPUBLICAN,Gingrich N,8,0,8
New Castle,04-16,President,,REPUBLICAN,Paul R,8,0,8
New Castle,04-16,President,,REPUBLICAN,Romney M,7,0,7
New Castle,04-16,President,,REPUBLICAN,Santorum R,1,1,2
New Castle,06-16,President,,REPUBLICAN,Gingrich N,2,0,2
New Castle,06-16,President,,REPUBLICAN,Paul R,0,0,0
New Castle,06-16,President,,REPUBLICAN,Romney M,1,0,1
New Castle,06-16,President,,REPUBLICAN,Santorum R,0,0,0
New Castle,08-16,President,,REPUBLICAN,Gingrich N,20,1,21
New Castle,08-16,President,,REPUBLICAN,Paul R,13,0,13
New Castle,08-16,President,,REPUBLICAN,Romney M,39,0,39
New Castle,08-16,President,,REPUBLICAN,Santorum R,4,0,4
New Castle,03-17,President,,REPUBLICAN,Gingrich N,9,0,9
New Castle,03-17,President,,REPUBLICAN,Paul R,25,0,25
New Castle,03-17,President,,REPUBLICAN,Romney M,37,1,38
New Castle,03-17,President,,REPUBLICAN,Santorum R,11,0,11
New Castle,04-17,President,,REPUBLICAN,Gingrich N,23,0,23
New Castle,04-17,President,,REPUBLICAN,Paul R,11,0,11
New Castle,04-17,President,,REPUBLICAN,Romney M,41,0,41
New Castle,04-17,President,,REPUBLICAN,Santorum R,6,0,6
New Castle,07-17,President,,REPUBLICAN,Gingrich N,9,0,9
New Castle,07-17,President,,REPUBLICAN,Paul R,7,0,7
New Castle,07-17,President,,REPUBLICAN,Romney M,26,0,26
New Castle,07-17,President,,REPUBLICAN,Santorum R,0,0,0
New Castle,09-17,President,,REPUBLICAN,Gingrich N,6,0,6
New Castle,09-17,President,,REPUBLICAN,Paul R,5,0,5
New Castle,09-17,President,,REPUBLICAN,Romney M,32,1,33
New Castle,09-17,President,,REPUBLICAN,Santorum R,3,0,3
New Castle,11-17,President,,REPUBLICAN,Gingrich N,7,0,7
New Castle,11-17,President,,REPUBLICAN,Paul R,2,0,2
New Castle,11-17,President,,REPUBLICAN,Romney M,13,0,13
New Castle,11-17,President,,REPUBLICAN,Santorum R,1,2,3
New Castle,01-18,President,,REPUBLICAN,Gingrich N,20,0,20
New Castle,01-18,President,,REPUBLICAN,Paul R,12,0,12
New Castle,01-18,President,,REPUBLICAN,Romney M,31,1,32
New Castle,01-18,President,,REPUBLICAN,Santorum R,5,1,6
New Castle,02-18,President,,REPUBLICAN,Gingrich N,4,0,4
New Castle,02-18,President,,REPUBLICAN,Paul R,6,0,6
New Castle,02-18,President,,REPUBLICAN,Romney M,13,1,14
New Castle,02-18,President,,REPUBLICAN,Santorum R,3,1,4
New Castle,03-18,President,,REPUBLICAN,Gingrich N,25,0,25
New Castle,03-18,President,,REPUBLICAN,Paul R,15,0,15
New Castle,03-18,President,,REPUBLICAN,Romney M,78,7,85
New Castle,03-18,President,,REPUBLICAN,Santorum R,11,0,11
New Castle,04-18,President,,REPUBLICAN,Gingrich N,31,0,31
New Castle,04-18,President,,REPUBLICAN,Paul R,10,1,11
New Castle,04-18,President,,REPUBLICAN,Romney M,33,1,34
New Castle,04-18,President,,REPUBLICAN,Santorum R,9,0,9
New Castle,08-18,President,,REPUBLICAN,Gingrich N,7,0,7
New Castle,08-18,President,,REPUBLICAN,Paul R,7,0,7
New Castle,08-18,President,,REPUBLICAN,Romney M,17,0,17
New Castle,08-18,President,,REPUBLICAN,Santorum R,4,0,4
New Castle,03-19,President,,REPUBLICAN,Gingrich N,16,0,16
