county,election_district,office,district,party,candidate,election_day,absentee,votes
New Castle,10-07,U.S. Senate,,DEMOCRATIC,Coons C,370,16,386
New Castle,10-07,U.S. Senate,,REPUBLICAN,O'Donnell,209,5,214
New Castle,10-07,U.S. Senate,,IND OF DEL,Miller G,13,0,13
New Castle,10-07,U.S. Senate,,LIBERTARIN,Rash J,5,0,5
New Castle,11-07,U.S. Senate,,DEMOCRATIC,Coons C,350,9,359
New Castle,11-07,U.S. Senate,,REPUBLICAN,O'Donnell,247,4,251
New Castle,11-07,U.S. Senate,,IND OF DEL,Miller G,11,1,12
New Castle,11-07,U.S. Senate,,LIBERTARIN,Rash J,6,0,6
New Castle,12-07,U.S. Senate,,DEMOCRATIC,Coons C,499,22,521
New Castle,12-07,U.S. Senate,,REPUBLICAN,O'Donnell,313,12,325
New Castle,12-07,U.S. Senate,,IND OF DEL,Miller G,24,1,25
New Castle,12-07,U.S. Senate,,LIBERTARIN,Rash J,9,0,9
New Castle,13-07,U.S. Senate,,DEMOCRATIC,Coons C,493,35,528
