county,election_district,office,district,party,candidate,votes
New Castle,13-02,President,,CONSTITUTN,Peroutka M,0
New Castle,13-02,President,,GREEN,Cobb D K,0
New Castle,13-02,President,,IND OF DEL,Nader R,1
New Castle,13-02,President,,LIBERTARIN,Badnarik M,0
New Castle,13-02,President,,NATURAL LW,Brown W F,0
New Castle,14-02,President,,DEMOCRATIC,Kerry J F,32
New Castle,14-02,President,,REPUBLICAN,Bush G W,2
New Castle,14-02,President,,CONSTITUTN,Peroutka M,1
New Castle,14-02,President,,GREEN,Cobb D K,0
New Castle,14-02,President,,IND OF DEL,Nader R,0
New Castle,14-02,President,,LIBERTARIN,Badnarik M,0
New Castle,14-02,President,,NATURAL LW,Brown W F,0
New Castle,16-02,President,,DEMOCRATIC,Kerry J F,363
New Castle,16-02,President,,REPUBLICAN,Bush G W,108
New Castle,16-02,President,,CONSTITUTN,Peroutka M,2
New Castle,16-02,President,,GREEN,Cobb D K,1
New Castle,16-02,President,,IND OF DEL,Nader R,4
New Castle,16-02,President,,LIBERTARIN,Badnarik M,0
New Castle,16-02,President,,NATURAL LW,Brown W F,0
New Castle,17-02,President,,DEMOCRATIC,Kerry J F,75
New Castle,17-02,President,,REPUBLICAN,Bush G W,59
New Castle,17-02,President,,CONSTITUTN,Peroutka M,0
New Castle,17-02,President,,GREEN,Cobb D K,0
New Castle,17-02,President,,IND OF DEL,Nader R,1
New Castle,17-02,President,,LIBERTARIN,Badnarik M,0
New Castle,17-02,President,,NATURAL LW,Brown W F,0
New Castle,01-03,President,,DEMOCRATIC,Kerry J F,623
New Castle,01-03,President,,REPUBLICAN,Bush G W,70
New Castle,01-03,President,,CONSTITUTN,Peroutka M,0
New Castle,01-03,President,,GREEN,Cobb D K,1
New Castle,01-03,President,,IND OF DEL,Nader R,3
New Castle,01-03,President,,LIBERTARIN,Badnarik M,1
New Castle,01-03,President,,NATURAL LW,Brown W F,1
New Castle,02-03,President,,DEMOCRATIC,Kerry J F,724
New Castle,02-03,President,,REPUBLICAN,Bush G W,287
New Castle,02-03,President,,CONSTITUTN,Peroutka M,0
New Castle,02-03,President,,GREEN,Cobb D K,0
New Castle,02-03,President,,IND OF DEL,Nader R,8
New Castle,02-03,President,,LIBERTARIN,Badnarik M,1
New Castle,02-03,President,,NATURAL LW,Brown W F,0
New Castle,03-03,President,,DEMOCRATIC,Kerry J F,139
New Castle,03-03,President,,REPUBLICAN,Bush G W,45
New Castle,03-03,President,,CONSTITUTN,Peroutka M,0
New Castle,03-03,President,,GREEN,Cobb D K,0
New Castle,03-03,President,,IND OF DEL,Nader R,0
New Castle,03-03,President,,LIBERTARIN,Badnarik M,0
New Castle,03-03,President,,NATURAL LW,Brown W F,0
New Castle,04-03,President,,DEMOCRATIC,Kerry J F,318
New Castle,04-03,President,,REPUBLICAN,Bush G W,18
New Castle,04-03,President,,CONSTITUTN,Peroutka M,0
New Castle,04-03,President,,GREEN,Cobb D K,0
New Castle,04-03,President,,IND OF DEL,Nader R,0
New Castle,04-03,President,,LIBERTARIN,Badnarik M,1
New Castle,04-03,President,,NATURAL LW,Brown W F,1
New Castle,05-03,President,,DEMOCRATIC,Kerry J F,552
New Castle,05-03,President,,REPUBLICAN,Bush G W,60
New Castle,05-03,President,,CONSTITUTN,Peroutka M,1
New Castle,05-03,President,,GREEN,Cobb D K,0
New Castle,05-03,President,,IND OF DEL,Nader R,2
New Castle,05-03,President,,LIBERTARIN,Badnarik M,1
New Castle,05-03,President,,NATURAL LW,Brown W F,0
New Castle,06-03,President,,DEMOCRATIC,Kerry J F,434
New Castle,06-03,President,,REPUBLICAN,Bush G W,55
New Castle,06-03,President,,CONSTITUTN,Peroutka M,0
New Castle,06-03,President,,GREEN,Cobb D K,1
New Castle,06-03,President,,IND OF DEL,Nader R,5
New Castle,06-03,President,,LIBERTARIN,Badnarik M,0
New Castle,06-03,President,,NATURAL LW,Brown W F,1
New Castle,07-03,President,,DEMOCRATIC,Kerry J F,430
New Castle,07-03,President,,REPUBLICAN,Bush G W,76
New Castle,07-03,President,,CONSTITUTN,Peroutka M,0
New Castle,07-03,President,,GREEN,Cobb D K,1
New Castle,07-03,President,,IND OF DEL,Nader R,4
New Castle,07-03,President,,LIBERTARIN,Badnarik M,0
New Castle,07-03,President,,NATURAL LW,Brown W F,1
New Castle,08-03,President,,DEMOCRATIC,Kerry J F,498
New Castle,08-03,President,,REPUBLICAN,Bush G W,66
New Castle,08-03,President,,CONSTITUTN,Peroutka M,0
New Castle,08-03,President,,GREEN,Cobb D K,0
New Castle,08-03,President,,IND OF DEL,Nader R,2
New Castle,08-03,President,,LIBERTARIN,Badnarik M,0
New Castle,08-03,President,,NATURAL LW,Brown W F,0
New Castle,09-03,President,,DEMOCRATIC,Kerry J F,610
New Castle,09-03,President,,REPUBLICAN,Bush G W,102
New Castle,09-03,President,,CONSTITUTN,Peroutka M,0
New Castle,09-03,President,,GREEN,Cobb D K,0
New Castle,09-03,President,,IND OF DEL,Nader R,1
New Castle,09-03,President,,LIBERTARIN,Badnarik M,0
New Castle,09-03,President,,NATURAL LW,Brown W F,1
New Castle,10-03,President,,DEMOCRATIC,Kerry J F,566
New Castle,10-03,President,,REPUBLICAN,Bush G W,46
New Castle,10-03,President,,CONSTITUTN,Peroutka M,0
New Castle,10-03,President,,GREEN,Cobb D K,1
New Castle,10-03,President,,IND OF DEL,Nader R,9
New Castle,10-03,President,,LIBERTARIN,Badnarik M,0
New Castle,10-03,President,,NATURAL LW,Brown W F,0
New Castle,11-03,President,,DEMOCRATIC,Kerry J F,301
New Castle,11-03,President,,REPUBLICAN,Bush G W,12
New Castle,11-03,President,,CONSTITUTN,Peroutka M,0
New Castle,11-03,President,,GREEN,Cobb D K,1
New Castle,11-03,President,,IND OF DEL,Nader R,1
New Castle,11-03,President,,LIBERTARIN,Badnarik M,1
New Castle,11-03,President,,NATURAL LW,Brown W F,0
New Castle,12-03,President,,DEMOCRATIC,Kerry J F,44
New Castle,12-03,President,,REPUBLICAN,Bush G W,10
New Castle,12-03,President,,CONSTITUTN,Peroutka M,0
New Castle,12-03,President,,GREEN,Cobb D K,0
New Castle,12-03,President,,IND OF DEL,Nader R,0
New Castle,12-03,President,,LIBERTARIN,Badnarik M,0
New Castle,12-03,President,,NATURAL LW,Brown W F,0
New Castle,01-04,President,,DEMOCRATIC,Kerry J F,603
New Castle,01-04,President,,REPUBLICAN,Bush G W,456
New Castle,01-04,President,,CONSTITUTN,Peroutka M,0
New Castle,01-04,President,,GREEN,Cobb D K,0
New Castle,01-04,President,,IND OF DEL,Nader R,2
New Castle,01-04,President,,LIBERTARIN,Badnarik M,3
New Castle,01-04,President,,NATURAL LW,Brown W F,0
New Castle,02-04,President,,DEMOCRATIC,Kerry J F,245
New Castle,02-04,President,,REPUBLICAN,Bush G W,269
New Castle,02-04,President,,CONSTITUTN,Peroutka M,0
New Castle,02-04,President,,GREEN,Cobb D K,0
New Castle,02-04,President,,IND OF DEL,Nader R,0
New Castle,02-04,President,,LIBERTARIN,Badnarik M,2
New Castle,02-04,President,,NATURAL LW,Brown W F,0
New Castle,03-04,President,,DEMOCRATIC,Kerry J F,755
New Castle,03-04,President,,REPUBLICAN,Bush G W,573
New Castle,03-04,President,,CONSTITUTN,Peroutka M,0
New Castle,03-04,President,,GREEN,Cobb D K,0
New Castle,03-04,President,,IND OF DEL,Nader R,5
New Castle,03-04,President,,LIBERTARIN,Badnarik M,3
New Castle,03-04,President,,NATURAL LW,Brown W F,0
New Castle,04-04,President,,DEMOCRATIC,Kerry J F,699
New Castle,04-04,President,,REPUBLICAN,Bush G W,363
New Castle,04-04,President,,CONSTITUTN,Peroutka M,0
New Castle,04-04,President,,GREEN,Cobb D K,2
New Castle,04-04,President,,IND OF DEL,Nader R,7
New Castle,04-04,President,,LIBERTARIN,Badnarik M,1
New Castle,04-04,President,,NATURAL LW,Brown W F,1
New Castle,05-04,President,,DEMOCRATIC,Kerry J F,423
New Castle,05-04,President,,REPUBLICAN,Bush G W,91
New Castle,05-04,President,,CONSTITUTN,Peroutka M,0
New Castle,05-04,President,,GREEN,Cobb D K,1
New Castle,05-04,President,,IND OF DEL,Nader R,5
New Castle,05-04,President,,LIBERTARIN,Badnarik M,1
New Castle,05-04,President,,NATURAL LW,Brown W F,1
New Castle,06-04,President,,DEMOCRATIC,Kerry J F,697
New Castle,06-04,President,,REPUBLICAN,Bush G W,365
New Castle,06-04,President,,CONSTITUTN,Peroutka M,0
New Castle,06-04,President,,GREEN,Cobb D K,1
New Castle,06-04,President,,IND OF DEL,Nader R,12
New Castle,06-04,President,,LIBERTARIN,Badnarik M,3
New Castle,06-04,President,,NATURAL LW,Brown W F,2
New Castle,07-04,President,,DEMOCRATIC,Kerry J F,624
New Castle,07-04,President,,REPUBLICAN,Bush G W,335
New Castle,07-04,President,,CONSTITUTN,Peroutka M,1
New Castle,07-04,President,,GREEN,Cobb D K,2
New Castle,07-04,President,,IND OF DEL,Nader R,9
New Castle,07-04,President,,LIBERTARIN,Badnarik M,3
New Castle,07-04,President,,NATURAL LW,Brown W F,0
New Castle,08-04,President,,DEMOCRATIC,Kerry J F,12
New Castle,08-04,President,,REPUBLICAN,Bush G W,3
New Castle,08-04,President,,CONSTITUTN,Peroutka M,0
New Castle,08-04,President,,GREEN,Cobb D K,0
New Castle,08-04,President,,IND OF DEL,Nader R,0
New Castle,08-04,President,,LIBERTARIN,Badnarik M,0
New Castle,08-04,President,,NATURAL LW,Brown W F,0
New Castle,09-04,President,,DEMOCRATIC,Kerry J F,459
New Castle,09-04,President,,REPUBLICAN,Bush G W,182
New Castle,09-04,President,,CONSTITUTN,Peroutka M,0
New Castle,09-04,President,,GREEN,Cobb D K,2
New Castle,09-04,President,,IND OF DEL,Nader R,2
New Castle,09-04,President,,LIBERTARIN,Badnarik M,5
New Castle,09-04,President,,NATURAL LW,Brown W F,0
New Castle,10-04,President,,DEMOCRATIC,Kerry J F,512
New Castle,10-04,President,,REPUBLICAN,Bush G W,180
New Castle,10-04,President,,CONSTITUTN,Peroutka M,1
New Castle,10-04,President,,GREEN,Cobb D K,0
New Castle,10-04,President,,IND OF DEL,Nader R,3
New Castle,10-04,President,,LIBERTARIN,Badnarik M,2
New Castle,10-04,President,,NATURAL LW,Brown W F,0
New Castle,11-04,President,,DEMOCRATIC,Kerry J F,458
New Castle,11-04,President,,REPUBLICAN,Bush G W,644
New Castle,11-04,President,,CONSTITUTN,Peroutka M,1
New Castle,11-04,President,,GREEN,Cobb D K,1
New Castle,11-04,President,,IND OF DEL,Nader R,3
New Castle,11-04,President,,LIBERTARIN,Badnarik M,1
New Castle,11-04,President,,NATURAL LW,Brown W F,0
New Castle,12-04,President,,DEMOCRATIC,Kerry J F,119
New Castle,12-04,President,,REPUBLICAN,Bush G W,62
New Castle,12-04,President,,CONSTITUTN,Peroutka M,0
New Castle,12-04,President,,GREEN,Cobb D K,0
New Castle,12-04,President,,IND OF DEL,Nader R,1
New Castle,12-04,President,,LIBERTARIN,Badnarik M,0
New Castle,12-04,President,,NATURAL LW,Brown W F,0
New Castle,13-04,President,,DEMOCRATIC,Kerry J F,290
New Castle,13-04,President,,REPUBLICAN,Bush G W,162
New Castle,13-04,President,,CONSTITUTN,Peroutka M,0
New Castle,13-04,President,,GREEN,Cobb D K,0
New Castle,13-04,President,,IND OF DEL,Nader R,4
New Castle,13-04,President,,LIBERTARIN,Badnarik M,0
New Castle,13-04,President,,NATURAL LW,Brown W F,0
New Castle,14-04,President,,DEMOCRATIC,Kerry J F,98
New Castle,14-04,President,,REPUBLICAN,Bush G W,120
New Castle,14-04,President,,CONSTITUTN,Peroutka M,0
New Castle,14-04,President,,GREEN,Cobb D K,1
New Castle,14-04,President,,IND OF DEL,Nader R,3
New Castle,14-04,President,,LIBERTARIN,Badnarik M,1
New Castle,14-04,President,,NATURAL LW,Brown W F,0
New Castle,15-04,President,,DEMOCRATIC,Kerry J F,36
New Castle,15-04,President,,REPUBLICAN,Bush G W,7
New Castle,15-04,President,,CONSTITUTN,Peroutka M,0
New Castle,15-04,President,,GREEN,Cobb D K,0
New Castle,15-04,President,,IND OF DEL,Nader R,0
New Castle,15-04,President,,LIBERTARIN,Badnarik M,2
New Castle,15-04,President,,NATURAL LW,Brown W F,0
New Castle,16-04,President,,DEMOCRATIC,Kerry J F,58
New Castle,16-04,President,,REPUBLICAN,Bush G W,166
New Castle,16-04,President,,CONSTITUTN,Peroutka M,1
New Castle,16-04,President,,GREEN,Cobb D K,0
New Castle,16-04,President,,IND OF DEL,Nader R,0
New Castle,16-04,President,,LIBERTARIN,Badnarik M,0
New Castle,16-04,President,,NATURAL LW,Brown W F,0
New Castle,17-04,President,,DEMOCRATIC,Kerry J F,109
New Castle,17-04,President,,REPUBLICAN,Bush G W,50
New Castle,17-04,President,,CONSTITUTN,Peroutka M,1
New Castle,17-04,President,,GREEN,Cobb D K,0
New Castle,17-04,President,,IND OF DEL,Nader R,3
New Castle,17-04,President,,LIBERTARIN,Badnarik M,0
New Castle,17-04,President,,NATURAL LW,Brown W F,0
New Castle,18-04,President,,DEMOCRATIC,Kerry J F,57
New Castle,18-04,President,,REPUBLICAN,Bush G W,15
New Castle,18-04,President,,CONSTITUTN,Peroutka M,0
New Castle,18-04,President,,GREEN,Cobb D K,0
New Castle,18-04,President,,IND OF DEL,Nader R,0
New Castle,18-04,President,,LIBERTARIN,Badnarik M,0
New Castle,18-04,President,,NATURAL LW,Brown W F,0
New Castle,19-04,President,,DEMOCRATIC,Kerry J F,35
New Castle,19-04,President,,REPUBLICAN,Bush G W,9
New Castle,19-04,President,,CONSTITUTN,Peroutka M,0
New Castle,19-04,President,,GREEN,Cobb D K,0
New Castle,19-04,President,,IND OF DEL,Nader R,0
New Castle,19-04,President,,LIBERTARIN,Badnarik M,0
New Castle,19-04,President,,NATURAL LW,Brown W F,1
New Castle,01-05,President,,DEMOCRATIC,Kerry J F,581
New Castle,01-05,President,,REPUBLICAN,Bush G W,251
New Castle,01-05,President,,CONSTITUTN,Peroutka M,1
New Castle,01-05,President,,GREEN,Cobb D K,0
New Castle,01-05,President,,IND OF DEL,Nader R,2
New Castle,01-05,President,,LIBERTARIN,Badnarik M,1
New Castle,01-05,President,,NATURAL LW,Brown W F,1
New Castle,02-05,President,,DEMOCRATIC,Kerry J F,436
New Castle,02-05,President,,REPUBLICAN,Bush G W,187
New Castle,02-05,President,,CONSTITUTN,Peroutka M,0
New Castle,02-05,President,,GREEN,Cobb D K,0
New Castle,02-05,President,,IND OF DEL,Nader R,4
New Castle,02-05,President,,LIBERTARIN,Badnarik M,1
New Castle,02-05,President,,NATURAL LW,Brown W F,0
New Castle,03-05,President,,DEMOCRATIC,Kerry J F,296
New Castle,03-05,President,,REPUBLICAN,Bush G W,120
New Castle,03-05,President,,CONSTITUTN,Peroutka M,0
New Castle,03-05,President,,GREEN,Cobb D K,0
New Castle,03-05,President,,IND OF DEL,Nader R,4
New Castle,03-05,President,,LIBERTARIN,Badnarik M,0
New Castle,03-05,President,,NATURAL LW,Brown W F,0
New Castle,04-05,President,,DEMOCRATIC,Kerry J F,399
New Castle,04-05,President,,REPUBLICAN,Bush G W,119
New Castle,04-05,President,,CONSTITUTN,Peroutka M,0
New Castle,04-05,President,,GREEN,Cobb D K,0
New Castle,04-05,President,,IND OF DEL,Nader R,4
New Castle,04-05,President,,LIBERTARIN,Badnarik M,0
New Castle,04-05,President,,NATURAL LW,Brown W F,0
New Castle,05-05,President,,DEMOCRATIC,Kerry J F,606
New Castle,05-05,President,,REPUBLICAN,Bush G W,168
New Castle,05-05,President,,CONSTITUTN,Peroutka M,0
New Castle,05-05,President,,GREEN,Cobb D K,0
New Castle,05-05,President,,IND OF DEL,Nader R,2
New Castle,05-05,President,,LIBERTARIN,Badnarik M,0
New Castle,05-05,President,,NATURAL LW,Brown W F,0
New Castle,06-05,President,,DEMOCRATIC,Kerry J F,707
New Castle,06-05,President,,REPUBLICAN,Bush G W,127
New Castle,06-05,President,,CONSTITUTN,Peroutka M,1
New Castle,06-05,President,,GREEN,Cobb D K,0
New Castle,06-05,President,,IND OF DEL,Nader R,1
New Castle,06-05,President,,LIBERTARIN,Badnarik M,0
New Castle,06-05,President,,NATURAL LW,Brown W F,0
New Castle,07-05,President,,DEMOCRATIC,Kerry J F,415
New Castle,07-05,President,,REPUBLICAN,Bush G W,203
New Castle,07-05,President,,CONSTITUTN,Peroutka M,0
New Castle,07-05,President,,GREEN,Cobb D K,0
New Castle,07-05,President,,IND OF DEL,Nader R,1
New Castle,07-05,President,,LIBERTARIN,Badnarik M,5
New Castle,07-05,President,,NATURAL LW,Brown W F,0
New Castle,08-05,President,,DEMOCRATIC,Kerry J F,393
New Castle,08-05,President,,REPUBLICAN,Bush G W,191
New Castle,08-05,President,,CONSTITUTN,Peroutka M,1
New Castle,08-05,President,,GREEN,Cobb D K,1
New Castle,08-05,President,,IND OF DEL,Nader R,1
New Castle,08-05,President,,LIBERTARIN,Badnarik M,0
New Castle,08-05,President,,NATURAL LW,Brown W F,0
New Castle,09-05,President,,DEMOCRATIC,Kerry J F,631
New Castle,09-05,President,,REPUBLICAN,Bush G W,186
New Castle,09-05,President,,CONSTITUTN,Peroutka M,1
New Castle,09-05,President,,GREEN,Cobb D K,0
New Castle,09-05,President,,IND OF DEL,Nader R,1
New Castle,09-05,President,,LIBERTARIN,Badnarik M,0
New Castle,09-05,President,,NATURAL LW,Brown W F,0
New Castle,10-05,President,,DEMOCRATIC,Kerry J F,630
New Castle,10-05,President,,REPUBLICAN,Bush G W,171
New Castle,10-05,President,,CONSTITUTN,Peroutka M,1
New Castle,10-05,President,,GREEN,Cobb D K,0
New Castle,10-05,President,,IND OF DEL,Nader R,3
New Castle,10-05,President,,LIBERTARIN,Badnarik M,3
New Castle,10-05,President,,NATURAL LW,Brown W F,1
New Castle,11-05,President,,DEMOCRATIC,Kerry J F,642
New Castle,11-05,President,,REPUBLICAN,Bush G W,167
New Castle,11-05,President,,CONSTITUTN,Peroutka M,4
New Castle,11-05,President,,GREEN,Cobb D K,1
New Castle,11-05,President,,IND OF DEL,Nader R,1
New Castle,11-05,President,,LIBERTARIN,Badnarik M,1
New Castle,11-05,President,,NATURAL LW,Brown W F,0
New Castle,01-06,President,,DEMOCRATIC,Kerry J F,438
New Castle,01-06,President,,REPUBLICAN,Bush G W,352
New Castle,01-06,President,,CONSTITUTN,Peroutka M,1
