county,election_district,office,district,party,candidate,votes
New Castle,05-02,President,,DEMOCRATIC,Kucinich D,1
New Castle,05-02,President,,DEMOCRATIC,Larouche L,0
New Castle,05-02,President,,DEMOCRATIC,Lieberman,15
New Castle,06-02,President,,DEMOCRATIC,Clark W K,9
New Castle,06-02,President,,DEMOCRATIC,Dean H,7
New Castle,06-02,President,,DEMOCRATIC,Edwards J,8
New Castle,06-02,President,,DEMOCRATIC,Gephardt R,0
New Castle,06-02,President,,DEMOCRATIC,Kerry J F,44
New Castle,06-02,President,,DEMOCRATIC,Kucinich D,1
New Castle,06-02,President,,DEMOCRATIC,Larouche L,0
New Castle,06-02,President,,DEMOCRATIC,Lieberman,7
New Castle,08-02,President,,DEMOCRATIC,Clark W K,4
New Castle,08-02,President,,DEMOCRATIC,Dean H,2
New Castle,08-02,President,,DEMOCRATIC,Edwards J,1
New Castle,08-02,President,,DEMOCRATIC,Gephardt R,1
New Castle,08-02,President,,DEMOCRATIC,Kerry J F,25
New Castle,08-02,President,,DEMOCRATIC,Kucinich D,1
New Castle,08-02,President,,DEMOCRATIC,Larouche L,0
New Castle,08-02,President,,DEMOCRATIC,Lieberman,10
New Castle,10-02,President,,DEMOCRATIC,Clark W K,22
New Castle,10-02,President,,DEMOCRATIC,Dean H,13
New Castle,10-02,President,,DEMOCRATIC,Edwards J,11
New Castle,10-02,President,,DEMOCRATIC,Gephardt R,1
New Castle,10-02,President,,DEMOCRATIC,Kerry J F,78
New Castle,10-02,President,,DEMOCRATIC,Kucinich D,0
New Castle,10-02,President,,DEMOCRATIC,Larouche L,1
New Castle,10-02,President,,DEMOCRATIC,Lieberman,24
New Castle,11-02,President,,DEMOCRATIC,Clark W K,13
New Castle,11-02,President,,DEMOCRATIC,Dean H,8
New Castle,11-02,President,,DEMOCRATIC,Edwards J,5
New Castle,11-02,President,,DEMOCRATIC,Gephardt R,1
New Castle,11-02,President,,DEMOCRATIC,Kerry J F,49
New Castle,11-02,President,,DEMOCRATIC,Kucinich D,0
New Castle,11-02,President,,DEMOCRATIC,Larouche L,1
New Castle,11-02,President,,DEMOCRATIC,Lieberman,16
New Castle,12-02,President,,DEMOCRATIC,Clark W K,5
New Castle,12-02,President,,DEMOCRATIC,Dean H,2
New Castle,12-02,President,,DEMOCRATIC,Edwards J,2
New Castle,12-02,President,,DEMOCRATIC,Gephardt R,0
New Castle,12-02,President,,DEMOCRATIC,Kerry J F,22
New Castle,12-02,President,,DEMOCRATIC,Kucinich D,0
New Castle,12-02,President,,DEMOCRATIC,Larouche L,1
New Castle,12-02,President,,DEMOCRATIC,Lieberman,3
New Castle,16-02,President,,DEMOCRATIC,Clark W K,5
New Castle,16-02,President,,DEMOCRATIC,Dean H,2
New Castle,16-02,President,,DEMOCRATIC,Edwards J,2
New Castle,16-02,President,,DEMOCRATIC,Gephardt R,0
New Castle,16-02,President,,DEMOCRATIC,Kerry J F,11
New Castle,16-02,President,,DEMOCRATIC,Kucinich D,0
New Castle,16-02,President,,DEMOCRATIC,Larouche L,0
New Castle,16-02,President,,DEMOCRATIC,Lieberman,0
New Castle,01-02,President,,DEMOCRATIC,Sharpton A,10
New Castle,02-02,President,,DEMOCRATIC,Sharpton A,65
New Castle,04-02,President,,DEMOCRATIC,Sharpton A,14
New Castle,05-02,President,,DEMOCRATIC,Sharpton A,9
New Castle,06-02,President,,DEMOCRATIC,Sharpton A,11
New Castle,08-02,President,,DEMOCRATIC,Sharpton A,36
New Castle,10-02,President,,DEMOCRATIC,Sharpton A,11
New Castle,11-02,President,,DEMOCRATIC,Sharpton A,38
New Castle,12-02,President,,DEMOCRATIC,Sharpton A,9
New Castle,16-02,President,,DEMOCRATIC,Sharpton A,0
New Castle,01-03,President,,DEMOCRATIC,Clark W K,10
New Castle,01-03,President,,DEMOCRATIC,Dean H,20
New Castle,01-03,President,,DEMOCRATIC,Edwards J,6
New Castle,01-03,President,,DEMOCRATIC,Gephardt R,1
New Castle,01-03,President,,DEMOCRATIC,Kerry J F,51
New Castle,01-03,President,,DEMOCRATIC,Kucinich D,1
New Castle,01-03,President,,DEMOCRATIC,Larouche L,1
New Castle,01-03,President,,DEMOCRATIC,Lieberman,10
New Castle,02-03,President,,DEMOCRATIC,Clark W K,17
New Castle,02-03,President,,DEMOCRATIC,Dean H,11
New Castle,02-03,President,,DEMOCRATIC,Edwards J,9
New Castle,02-03,President,,DEMOCRATIC,Gephardt R,0
New Castle,02-03,President,,DEMOCRATIC,Kerry J F,114
New Castle,02-03,President,,DEMOCRATIC,Kucinich D,3
New Castle,02-03,President,,DEMOCRATIC,Larouche L,0
New Castle,02-03,President,,DEMOCRATIC,Lieberman,11
New Castle,04-03,President,,DEMOCRATIC,Clark W K,2
New Castle,04-03,President,,DEMOCRATIC,Dean H,4
New Castle,04-03,President,,DEMOCRATIC,Edwards J,4
New Castle,04-03,President,,DEMOCRATIC,Gephardt R,0
New Castle,04-03,President,,DEMOCRATIC,Kerry J F,10
New Castle,04-03,President,,DEMOCRATIC,Kucinich D,0
New Castle,04-03,President,,DEMOCRATIC,Larouche L,0
New Castle,04-03,President,,DEMOCRATIC,Lieberman,2
New Castle,05-03,President,,DEMOCRATIC,Clark W K,9
New Castle,05-03,President,,DEMOCRATIC,Dean H,5
New Castle,05-03,President,,DEMOCRATIC,Edwards J,5
New Castle,05-03,President,,DEMOCRATIC,Gephardt R,1
New Castle,05-03,President,,DEMOCRATIC,Kerry J F,49
New Castle,05-03,President,,DEMOCRATIC,Kucinich D,0
New Castle,05-03,President,,DEMOCRATIC,Larouche L,0
New Castle,05-03,President,,DEMOCRATIC,Lieberman,4
New Castle,07-03,President,,DEMOCRATIC,Clark W K,11
New Castle,07-03,President,,DEMOCRATIC,Dean H,3
New Castle,07-03,President,,DEMOCRATIC,Edwards J,8
New Castle,07-03,President,,DEMOCRATIC,Gephardt R,0
New Castle,07-03,President,,DEMOCRATIC,Kerry J F,29
New Castle,07-03,President,,DEMOCRATIC,Kucinich D,1
New Castle,07-03,President,,DEMOCRATIC,Larouche L,1
New Castle,07-03,President,,DEMOCRATIC,Lieberman,9
New Castle,08-03,President,,DEMOCRATIC,Clark W K,13
New Castle,08-03,President,,DEMOCRATIC,Dean H,9
New Castle,08-03,President,,DEMOCRATIC,Edwards J,9
New Castle,08-03,President,,DEMOCRATIC,Gephardt R,2
New Castle,08-03,President,,DEMOCRATIC,Kerry J F,54
New Castle,08-03,President,,DEMOCRATIC,Kucinich D,0
New Castle,08-03,President,,DEMOCRATIC,Larouche L,0
New Castle,08-03,President,,DEMOCRATIC,Lieberman,11
New Castle,10-03,President,,DEMOCRATIC,Clark W K,23
New Castle,10-03,President,,DEMOCRATIC,Dean H,5
New Castle,10-03,President,,DEMOCRATIC,Edwards J,6
New Castle,10-03,President,,DEMOCRATIC,Gephardt R,0
New Castle,10-03,President,,DEMOCRATIC,Kerry J F,33
New Castle,10-03,President,,DEMOCRATIC,Kucinich D,1
New Castle,10-03,President,,DEMOCRATIC,Larouche L,0
New Castle,10-03,President,,DEMOCRATIC,Lieberman,9
New Castle,01-03,President,,DEMOCRATIC,Sharpton A,24
New Castle,02-03,President,,DEMOCRATIC,Sharpton A,8
New Castle,04-03,President,,DEMOCRATIC,Sharpton A,7
New Castle,05-03,President,,DEMOCRATIC,Sharpton A,26
New Castle,07-03,President,,DEMOCRATIC,Sharpton A,6
New Castle,08-03,President,,DEMOCRATIC,Sharpton A,23
New Castle,10-03,President,,DEMOCRATIC,Sharpton A,47
New Castle,01-04,President,,DEMOCRATIC,Clark W K,69
New Castle,01-04,President,,DEMOCRATIC,Dean H,49
New Castle,01-04,President,,DEMOCRATIC,Edwards J,50
New Castle,01-04,President,,DEMOCRATIC,Gephardt R,0
New Castle,01-04,President,,DEMOCRATIC,Kerry J F,277
New Castle,01-04,President,,DEMOCRATIC,Kucinich D,1
New Castle,01-04,President,,DEMOCRATIC,Larouche L,0
New Castle,01-04,President,,DEMOCRATIC,Lieberman,67
New Castle,04-04,President,,DEMOCRATIC,Clark W K,23
New Castle,04-04,President,,DEMOCRATIC,Dean H,16
New Castle,04-04,President,,DEMOCRATIC,Edwards J,18
New Castle,04-04,President,,DEMOCRATIC,Gephardt R,0
New Castle,04-04,President,,DEMOCRATIC,Kerry J F,100
New Castle,04-04,President,,DEMOCRATIC,Kucinich D,3
New Castle,04-04,President,,DEMOCRATIC,Larouche L,1
New Castle,04-04,President,,DEMOCRATIC,Lieberman,21
New Castle,05-04,President,,DEMOCRATIC,Clark W K,9
New Castle,05-04,President,,DEMOCRATIC,Dean H,16
New Castle,05-04,President,,DEMOCRATIC,Edwards J,19
New Castle,05-04,President,,DEMOCRATIC,Gephardt R,1
New Castle,05-04,President,,DEMOCRATIC,Kerry J F,94
New Castle,05-04,President,,DEMOCRATIC,Kucinich D,1
New Castle,05-04,President,,DEMOCRATIC,Larouche L,1
New Castle,05-04,President,,DEMOCRATIC,Lieberman,22
New Castle,06-04,President,,DEMOCRATIC,Clark W K,34
New Castle,06-04,President,,DEMOCRATIC,Dean H,27
New Castle,06-04,President,,DEMOCRATIC,Edwards J,18
New Castle,06-04,President,,DEMOCRATIC,Gephardt R,3
New Castle,06-04,President,,DEMOCRATIC,Kerry J F,93
New Castle,06-04,President,,DEMOCRATIC,Kucinich D,5
New Castle,06-04,President,,DEMOCRATIC,Larouche L,0
New Castle,06-04,President,,DEMOCRATIC,Lieberman,18
New Castle,07-04,President,,DEMOCRATIC,Clark W K,18
New Castle,07-04,President,,DEMOCRATIC,Dean H,15
New Castle,07-04,President,,DEMOCRATIC,Edwards J,13
New Castle,07-04,President,,DEMOCRATIC,Gephardt R,0
New Castle,07-04,President,,DEMOCRATIC,Kerry J F,64
New Castle,07-04,President,,DEMOCRATIC,Kucinich D,2
New Castle,07-04,President,,DEMOCRATIC,Larouche L,0
New Castle,07-04,President,,DEMOCRATIC,Lieberman,6
New Castle,08-04,President,,DEMOCRATIC,Clark W K,15
New Castle,08-04,President,,DEMOCRATIC,Dean H,18
New Castle,08-04,President,,DEMOCRATIC,Edwards J,8
New Castle,08-04,President,,DEMOCRATIC,Gephardt R,1
New Castle,08-04,President,,DEMOCRATIC,Kerry J F,59
New Castle,08-04,President,,DEMOCRATIC,Kucinich D,3
New Castle,08-04,President,,DEMOCRATIC,Larouche L,0
New Castle,08-04,President,,DEMOCRATIC,Lieberman,16
New Castle,10-04,President,,DEMOCRATIC,Clark W K,13
New Castle,10-04,President,,DEMOCRATIC,Dean H,11
New Castle,10-04,President,,DEMOCRATIC,Edwards J,9
New Castle,10-04,President,,DEMOCRATIC,Gephardt R,0
New Castle,10-04,President,,DEMOCRATIC,Kerry J F,46
New Castle,10-04,President,,DEMOCRATIC,Kucinich D,2
New Castle,10-04,President,,DEMOCRATIC,Larouche L,0
New Castle,10-04,President,,DEMOCRATIC,Lieberman,11
New Castle,13-04,President,,DEMOCRATIC,Clark W K,7
New Castle,13-04,President,,DEMOCRATIC,Dean H,7
New Castle,13-04,President,,DEMOCRATIC,Edwards J,4
New Castle,13-04,President,,DEMOCRATIC,Gephardt R,0
New Castle,13-04,President,,DEMOCRATIC,Kerry J F,35
New Castle,13-04,President,,DEMOCRATIC,Kucinich D,2
New Castle,13-04,President,,DEMOCRATIC,Larouche L,0
New Castle,13-04,President,,DEMOCRATIC,Lieberman,4
New Castle,16-04,President,,DEMOCRATIC,Clark W K,1
New Castle,16-04,President,,DEMOCRATIC,Dean H,0
New Castle,16-04,President,,DEMOCRATIC,Edwards J,0
New Castle,16-04,President,,DEMOCRATIC,Gephardt R,0
New Castle,16-04,President,,DEMOCRATIC,Kerry J F,5
New Castle,16-04,President,,DEMOCRATIC,Kucinich D,0
New Castle,16-04,President,,DEMOCRATIC,Larouche L,0
New Castle,16-04,President,,DEMOCRATIC,Lieberman,0
New Castle,01-04,President,,DEMOCRATIC,Sharpton A,5
New Castle,04-04,President,,DEMOCRATIC,Sharpton A,7
New Castle,05-04,President,,DEMOCRATIC,Sharpton A,14
New Castle,06-04,President,,DEMOCRATIC,Sharpton A,2
New Castle,07-04,President,,DEMOCRATIC,Sharpton A,5
New Castle,08-04,President,,DEMOCRATIC,Sharpton A,8
New Castle,10-04,President,,DEMOCRATIC,Sharpton A,14
New Castle,13-04,President,,DEMOCRATIC,Sharpton A,1
New Castle,16-04,President,,DEMOCRATIC,Sharpton A,0
New Castle,01-05,President,,DEMOCRATIC,Clark W K,10
New Castle,01-05,President,,DEMOCRATIC,Dean H,4
New Castle,01-05,President,,DEMOCRATIC,Edwards J,16
New Castle,01-05,President,,DEMOCRATIC,Gephardt R,0
New Castle,01-05,President,,DEMOCRATIC,Kerry J F,55
New Castle,01-05,President,,DEMOCRATIC,Kucinich D,0
New Castle,01-05,President,,DEMOCRATIC,Larouche L,1
New Castle,01-05,President,,DEMOCRATIC,Lieberman,12
New Castle,03-05,President,,DEMOCRATIC,Clark W K,4
New Castle,03-05,President,,DEMOCRATIC,Dean H,9
New Castle,03-05,President,,DEMOCRATIC,Edwards J,13
New Castle,03-05,President,,DEMOCRATIC,Gephardt R,0
New Castle,03-05,President,,DEMOCRATIC,Kerry J F,51
New Castle,03-05,President,,DEMOCRATIC,Kucinich D,0
New Castle,03-05,President,,DEMOCRATIC,Larouche L,0
New Castle,03-05,President,,DEMOCRATIC,Lieberman,8
New Castle,04-05,President,,DEMOCRATIC,Clark W K,7
New Castle,04-05,President,,DEMOCRATIC,Dean H,14
New Castle,04-05,President,,DEMOCRATIC,Edwards J,13
New Castle,04-05,President,,DEMOCRATIC,Gephardt R,0
New Castle,04-05,President,,DEMOCRATIC,Kerry J F,53
New Castle,04-05,President,,DEMOCRATIC,Kucinich D,0
New Castle,04-05,President,,DEMOCRATIC,Larouche L,0
New Castle,04-05,President,,DEMOCRATIC,Lieberman,12
New Castle,06-05,President,,DEMOCRATIC,Clark W K,6
New Castle,06-05,President,,DEMOCRATIC,Dean H,7
New Castle,06-05,President,,DEMOCRATIC,Edwards J,4
New Castle,06-05,President,,DEMOCRATIC,Gephardt R,0
New Castle,06-05,President,,DEMOCRATIC,Kerry J F,25
New Castle,06-05,President,,DEMOCRATIC,Kucinich D,0
New Castle,06-05,President,,DEMOCRATIC,Larouche L,0
New Castle,06-05,President,,DEMOCRATIC,Lieberman,2
New Castle,09-05,President,,DEMOCRATIC,Clark W K,10
New Castle,09-05,President,,DEMOCRATIC,Dean H,19
New Castle,09-05,President,,DEMOCRATIC,Edwards J,5
New Castle,09-05,President,,DEMOCRATIC,Gephardt R,0
New Castle,09-05,President,,DEMOCRATIC,Kerry J F,52
New Castle,09-05,President,,DEMOCRATIC,Kucinich D,2
New Castle,09-05,President,,DEMOCRATIC,Larouche L,0
New Castle,09-05,President,,DEMOCRATIC,Lieberman,13
New Castle,11-05,President,,DEMOCRATIC,Clark W K,8
New Castle,11-05,President,,DEMOCRATIC,Dean H,8
New Castle,11-05,President,,DEMOCRATIC,Edwards J,8
New Castle,11-05,President,,DEMOCRATIC,Gephardt R,1
New Castle,11-05,President,,DEMOCRATIC,Kerry J F,23
New Castle,11-05,President,,DEMOCRATIC,Kucinich D,0
New Castle,11-05,President,,DEMOCRATIC,Larouche L,0
New Castle,11-05,President,,DEMOCRATIC,Lieberman,9
New Castle,01-05,President,,DEMOCRATIC,Sharpton A,9
New Castle,03-05,President,,DEMOCRATIC,Sharpton A,15
New Castle,04-05,President,,DEMOCRATIC,Sharpton A,13
New Castle,06-05,President,,DEMOCRATIC,Sharpton A,11
New Castle,09-05,President,,DEMOCRATIC,Sharpton A,15
New Castle,11-05,President,,DEMOCRATIC,Sharpton A,4
New Castle,01-06,President,,DEMOCRATIC,Clark W K,12
New Castle,01-06,President,,DEMOCRATIC,Dean H,12
New Castle,01-06,President,,DEMOCRATIC,Edwards J,12
New Castle,01-06,President,,DEMOCRATIC,Gephardt R,1
New Castle,01-06,President,,DEMOCRATIC,Kerry J F,68
New Castle,01-06,President,,DEMOCRATIC,Kucinich D,3
New Castle,01-06,President,,DEMOCRATIC,Larouche L,0
New Castle,01-06,President,,DEMOCRATIC,Lieberman,17
New Castle,02-06,President,,DEMOCRATIC,Clark W K,12
New Castle,02-06,President,,DEMOCRATIC,Dean H,24
New Castle,02-06,President,,DEMOCRATIC,Edwards J,22
New Castle,02-06,President,,DEMOCRATIC,Gephardt R,1
New Castle,02-06,President,,DEMOCRATIC,Kerry J F,104
New Castle,02-06,President,,DEMOCRATIC,Kucinich D,1
New Castle,02-06,President,,DEMOCRATIC,Larouche L,0
New Castle,02-06,President,,DEMOCRATIC,Lieberman,25
New Castle,03-06,President,,DEMOCRATIC,Clark W K,25
New Castle,03-06,President,,DEMOCRATIC,Dean H,31
New Castle,03-06,President,,DEMOCRATIC,Edwards J,29
New Castle,03-06,President,,DEMOCRATIC,Gephardt R,2
New Castle,03-06,President,,DEMOCRATIC,Kerry J F,106
New Castle,03-06,President,,DEMOCRATIC,Kucinich D,2
New Castle,03-06,President,,DEMOCRATIC,Larouche L,0
New Castle,03-06,President,,DEMOCRATIC,Lieberman,26
New Castle,04-06,President,,DEMOCRATIC,Clark W K,11
New Castle,04-06,President,,DEMOCRATIC,Dean H,27
New Castle,04-06,President,,DEMOCRATIC,Edwards J,9
New Castle,04-06,President,,DEMOCRATIC,Gephardt R,0
New Castle,04-06,President,,DEMOCRATIC,Kerry J F,56
New Castle,04-06,President,,DEMOCRATIC,Kucinich D,3
New Castle,04-06,President,,DEMOCRATIC,Larouche L,0
New Castle,04-06,President,,DEMOCRATIC,Lieberman,11
New Castle,06-06,President,,DEMOCRATIC,Clark W K,9
New Castle,06-06,President,,DEMOCRATIC,Dean H,16
New Castle,06-06,President,,DEMOCRATIC,Edwards J,9
New Castle,06-06,President,,DEMOCRATIC,Gephardt R,1
New Castle,06-06,President,,DEMOCRATIC,Kerry J F,57
New Castle,06-06,President,,DEMOCRATIC,Kucinich D,0
New Castle,06-06,President,,DEMOCRATIC,Larouche L,0
New Castle,06-06,President,,DEMOCRATIC,Lieberman,21
New Castle,07-06,President,,DEMOCRATIC,Clark W K,20
New Castle,07-06,President,,DEMOCRATIC,Dean H,15
New Castle,07-06,President,,DEMOCRATIC,Edwards J,16
New Castle,07-06,President,,DEMOCRATIC,Gephardt R,0
New Castle,07-06,President,,DEMOCRATIC,Kerry J F,84
New Castle,07-06,President,,DEMOCRATIC,Kucinich D,3
New Castle,07-06,President,,DEMOCRATIC,Larouche L,0
New Castle,07-06,President,,DEMOCRATIC,Lieberman,19
New Castle,10-06,President,,DEMOCRATIC,Clark W K,14
New Castle,10-06,President,,DEMOCRATIC,Dean H,12
New Castle,10-06,President,,DEMOCRATIC,Edwards J,3
New Castle,10-06,President,,DEMOCRATIC,Gephardt R,0
New Castle,10-06,President,,DEMOCRATIC,Kerry J F,53
New Castle,10-06,President,,DEMOCRATIC,Kucinich D,4
New Castle,10-06,President,,DEMOCRATIC,Larouche L,0
New Castle,10-06,President,,DEMOCRATIC,Lieberman,12
New Castle,11-06,President,,DEMOCRATIC,Clark W K,2
New Castle,11-06,President,,DEMOCRATIC,Dean H,4
New Castle,11-06,President,,DEMOCRATIC,Edwards J,4
New Castle,11-06,President,,DEMOCRATIC,Gephardt R,0
New Castle,11-06,President,,DEMOCRATIC,Kerry J F,27
New Castle,11-06,President,,DEMOCRATIC,Kucinich D,0
New Castle,11-06,President,,DEMOCRATIC,Larouche L,0
New Castle,11-06,President,,DEMOCRATIC,Lieberman,5
New Castle,12-06,President,,DEMOCRATIC,Clark W K,3
New Castle,12-06,President,,DEMOCRATIC,Dean H,3
New Castle,12-06,President,,DEMOCRATIC,Edwards J,2
New Castle,12-06,President,,DEMOCRATIC,Gephardt R,1
New Castle,12-06,President,,DEMOCRATIC,Kerry J F,14
New Castle,12-06,President,,DEMOCRATIC,Kucinich D,1
New Castle,12-06,President,,DEMOCRATIC,Larouche L,0
New Castle,12-06,President,,DEMOCRATIC,Lieberman,5
New Castle,01-06,President,,DEMOCRATIC,Sharpton A,6
New Castle,02-06,President,,DEMOCRATIC,Sharpton A,7
New Castle,03-06,President,,DEMOCRATIC,Sharpton A,11
New Castle,04-06,President,,DEMOCRATIC,Sharpton A,3
New Castle,06-06,President,,DEMOCRATIC,Sharpton A,7
New Castle,07-06,President,,DEMOCRATIC,Sharpton A,2
New Castle,10-06,President,,DEMOCRATIC,Sharpton A,6
New Castle,11-06,President,,DEMOCRATIC,Sharpton A,3
New Castle,12-06,President,,DEMOCRATIC,Sharpton A,3
New Castle,01-07,President,,DEMOCRATIC,Clark W K,19
