county,election_district,office,district,party,candidate,election_day,absentee,votes
New Castle,10-01,U.S. Senate,,GREEN,Theodoropo,16,0,16
New Castle,10-01,U.S. Senate,,LIBERTARIN,Frost N,9,0,9
New Castle,11-01,U.S. Senate,,DEMOCRATIC,Carper T,450,15,465
New Castle,11-01,U.S. Senate,,REPUBLICAN,Arlett R,32,0,32
New Castle,11-01,U.S. Senate,,GREEN,Theodoropo,9,0,9
New Castle,11-01,U.S. Senate,,LIBERTARIN,Frost N,10,2,12
New Castle,12-01,U.S. Senate,,DEMOCRATIC,Carper T,219,11,230
New Castle,12-01,U.S. Senate,,REPUBLICAN,Arlett R,50,4,54
New Castle,12-01,U.S. Senate,,GREEN,Theodoropo,1,0,1
New Castle,12-01,U.S. Senate,,LIBERTARIN,Frost N,6,1,7
New Castle,13-01,U.S. Senate,,DEMOCRATIC,Carper T,495,16,511
New Castle,13-01,U.S. Senate,,REPUBLICAN,Arlett R,65,1,66
New Castle,13-01,U.S. Senate,,GREEN,Theodoropo,11,0,11
New Castle,13-01,U.S. Senate,,LIBERTARIN,Frost N,7,1,8
New Castle,14-01,U.S. Senate,,DEMOCRATIC,Carper T,411,25,436
New Castle,14-01,U.S. Senate,,REPUBLICAN,Arlett R,136,4,140
New Castle,14-01,U.S. Senate,,GREEN,Theodoropo,7,0,7
New Castle,14-01,U.S. Senate,,LIBERTARIN,Frost N,13,0,13
New Castle,01-02,U.S. Senate,,DEMOCRATIC,Carper T,679,15,694
New Castle,01-02,U.S. Senate,,REPUBLICAN,Arlett R,26,2,28
New Castle,01-02,U.S. Senate,,GREEN,Theodoropo,13,0,13
New Castle,01-02,U.S. Senate,,LIBERTARIN,Frost N,6,0,6
New Castle,02-02,U.S. Senate,,DEMOCRATIC,Carper T,299,6,305
New Castle,02-02,U.S. Senate,,REPUBLICAN,Arlett R,8,0,8
New Castle,02-02,U.S. Senate,,GREEN,Theodoropo,5,0,5
New Castle,02-02,U.S. Senate,,LIBERTARIN,Frost N,2,0,2
New Castle,03-02,U.S. Senate,,DEMOCRATIC,Carper T,143,8,151
New Castle,03-02,U.S. Senate,,REPUBLICAN,Arlett R,19,0,19
New Castle,03-02,U.S. Senate,,GREEN,Theodoropo,4,0,4
New Castle,03-02,U.S. Senate,,LIBERTARIN,Frost N,4,0,4
New Castle,04-02,U.S. Senate,,DEMOCRATIC,Carper T,58,2,60
New Castle,04-02,U.S. Senate,,REPUBLICAN,Arlett R,16,1,17
New Castle,04-02,U.S. Senate,,GREEN,Theodoropo,3,0,3
New Castle,04-02,U.S. Senate,,LIBERTARIN,Frost N,1,0,1
New Castle,05-02,U.S. Senate,,DEMOCRATIC,Carper T,417,9,426
New Castle,05-02,U.S. Senate,,REPUBLICAN,Arlett R,44,0,44
New Castle,05-02,U.S. Senate,,GREEN,Theodoropo,9,0,9
New Castle,05-02,U.S. Senate,,LIBERTARIN,Frost N,4,1,5
New Castle,06-02,U.S. Senate,,DEMOCRATIC,Carper T,367,30,397
New Castle,06-02,U.S. Senate,,REPUBLICAN,Arlett R,30,0,30
New Castle,06-02,U.S. Senate,,GREEN,Theodoropo,8,0,8
New Castle,06-02,U.S. Senate,,LIBERTARIN,Frost N,9,1,10
New Castle,07-02,U.S. Senate,,DEMOCRATIC,Carper T,322,7,329
New Castle,07-02,U.S. Senate,,REPUBLICAN,Arlett R,26,0,26
New Castle,07-02,U.S. Senate,,GREEN,Theodoropo,5,0,5
New Castle,07-02,U.S. Senate,,LIBERTARIN,Frost N,5,0,5
New Castle,08-02,U.S. Senate,,DEMOCRATIC,Carper T,317,9,326
New Castle,08-02,U.S. Senate,,REPUBLICAN,Arlett R,12,0,12
New Castle,08-02,U.S. Senate,,GREEN,Theodoropo,10,0,10
New Castle,08-02,U.S. Senate,,LIBERTARIN,Frost N,6,1,7
New Castle,09-02,U.S. Senate,,DEMOCRATIC,Carper T,303,4,307
New Castle,09-02,U.S. Senate,,REPUBLICAN,Arlett R,120,3,123
New Castle,09-02,U.S. Senate,,GREEN,Theodoropo,13,0,13
New Castle,09-02,U.S. Senate,,LIBERTARIN,Frost N,1,0,1
New Castle,10-02,U.S. Senate,,DEMOCRATIC,Carper T,474,29,503
New Castle,10-02,U.S. Senate,,REPUBLICAN,Arlett R,52,0,52
New Castle,10-02,U.S. Senate,,GREEN,Theodoropo,8,0,8
New Castle,10-02,U.S. Senate,,LIBERTARIN,Frost N,10,1,11
New Castle,11-02,U.S. Senate,,DEMOCRATIC,Carper T,660,10,670
New Castle,11-02,U.S. Senate,,REPUBLICAN,Arlett R,15,2,17
New Castle,11-02,U.S. Senate,,GREEN,Theodoropo,7,0,7
New Castle,11-02,U.S. Senate,,LIBERTARIN,Frost N,6,1,7
New Castle,12-02,U.S. Senate,,DEMOCRATIC,Carper T,366,4,370
New Castle,12-02,U.S. Senate,,REPUBLICAN,Arlett R,8,0,8
New Castle,12-02,U.S. Senate,,GREEN,Theodoropo,6,0,6
New Castle,12-02,U.S. Senate,,LIBERTARIN,Frost N,1,0,1
New Castle,17-02,U.S. Senate,,DEMOCRATIC,Carper T,0,160,160
New Castle,17-02,U.S. Senate,,REPUBLICAN,Arlett R,0,14,14
New Castle,17-02,U.S. Senate,,GREEN,Theodoropo,0,6,6
New Castle,17-02,U.S. Senate,,LIBERTARIN,Frost N,0,1,1
New Castle,01-03,U.S. Senate,,DEMOCRATIC,Carper T,425,5,430
New Castle,01-03,U.S. Senate,,REPUBLICAN,Arlett R,26,0,26
New Castle,01-03,U.S. Senate,,GREEN,Theodoropo,10,0,10
New Castle,01-03,U.S. Senate,,LIBERTARIN,Frost N,15,0,15
New Castle,02-03,U.S. Senate,,DEMOCRATIC,Carper T,698,30,728
New Castle,02-03,U.S. Senate,,REPUBLICAN,Arlett R,148,1,149
New Castle,02-03,U.S. Senate,,GREEN,Theodoropo,18,1,19
New Castle,02-03,U.S. Senate,,LIBERTARIN,Frost N,10,0,10
New Castle,03-03,U.S. Senate,,DEMOCRATIC,Carper T,307,12,319
New Castle,03-03,U.S. Senate,,REPUBLICAN,Arlett R,25,0,25
New Castle,03-03,U.S. Senate,,GREEN,Theodoropo,3,0,3
New Castle,03-03,U.S. Senate,,LIBERTARIN,Frost N,4,0,4
New Castle,04-03,U.S. Senate,,DEMOCRATIC,Carper T,487,8,495
New Castle,04-03,U.S. Senate,,REPUBLICAN,Arlett R,29,1,30
New Castle,04-03,U.S. Senate,,GREEN,Theodoropo,6,0,6
New Castle,04-03,U.S. Senate,,LIBERTARIN,Frost N,2,0,2
New Castle,05-03,U.S. Senate,,DEMOCRATIC,Carper T,48,1,49
New Castle,05-03,U.S. Senate,,REPUBLICAN,Arlett R,3,0,3
New Castle,05-03,U.S. Senate,,GREEN,Theodoropo,2,0,2
New Castle,05-03,U.S. Senate,,LIBERTARIN,Frost N,1,0,1
New Castle,06-03,U.S. Senate,,DEMOCRATIC,Carper T,298,8,306
New Castle,06-03,U.S. Senate,,REPUBLICAN,Arlett R,12,0,12
New Castle,06-03,U.S. Senate,,GREEN,Theodoropo,8,0,8
New Castle,06-03,U.S. Senate,,LIBERTARIN,Frost N,2,0,2
New Castle,07-03,U.S. Senate,,DEMOCRATIC,Carper T,567,15,582
New Castle,07-03,U.S. Senate,,REPUBLICAN,Arlett R,50,3,53
New Castle,07-03,U.S. Senate,,GREEN,Theodoropo,13,1,14
New Castle,07-03,U.S. Senate,,LIBERTARIN,Frost N,10,1,11
New Castle,08-03,U.S. Senate,,DEMOCRATIC,Carper T,525,13,538
New Castle,08-03,U.S. Senate,,REPUBLICAN,Arlett R,128,5,133
New Castle,08-03,U.S. Senate,,GREEN,Theodoropo,13,1,14
New Castle,08-03,U.S. Senate,,LIBERTARIN,Frost N,12,1,13
New Castle,09-03,U.S. Senate,,DEMOCRATIC,Carper T,580,17,597
New Castle,09-03,U.S. Senate,,REPUBLICAN,Arlett R,45,2,47
New Castle,09-03,U.S. Senate,,GREEN,Theodoropo,11,0,11
New Castle,09-03,U.S. Senate,,LIBERTARIN,Frost N,9,0,9
New Castle,10-03,U.S. Senate,,DEMOCRATIC,Carper T,133,15,148
New Castle,10-03,U.S. Senate,,REPUBLICAN,Arlett R,36,5,41
New Castle,10-03,U.S. Senate,,GREEN,Theodoropo,6,0,6
New Castle,10-03,U.S. Senate,,LIBERTARIN,Frost N,1,0,1
New Castle,01-04,U.S. Senate,,DEMOCRATIC,Carper T,843,85,928
New Castle,01-04,U.S. Senate,,REPUBLICAN,Arlett R,242,19,261
New Castle,01-04,U.S. Senate,,GREEN,Theodoropo,17,1,18
New Castle,01-04,U.S. Senate,,LIBERTARIN,Frost N,12,0,12
New Castle,02-04,U.S. Senate,,DEMOCRATIC,Carper T,636,83,719
New Castle,02-04,U.S. Senate,,REPUBLICAN,Arlett R,351,27,378
New Castle,02-04,U.S. Senate,,GREEN,Theodoropo,5,0,5
New Castle,02-04,U.S. Senate,,LIBERTARIN,Frost N,5,1,6
New Castle,03-04,U.S. Senate,,DEMOCRATIC,Carper T,770,72,842
New Castle,03-04,U.S. Senate,,REPUBLICAN,Arlett R,247,15,262
New Castle,03-04,U.S. Senate,,GREEN,Theodoropo,15,3,18
New Castle,03-04,U.S. Senate,,LIBERTARIN,Frost N,10,0,10
New Castle,04-04,U.S. Senate,,DEMOCRATIC,Carper T,341,31,372
New Castle,04-04,U.S. Senate,,REPUBLICAN,Arlett R,61,1,62
New Castle,04-04,U.S. Senate,,GREEN,Theodoropo,7,0,7
New Castle,04-04,U.S. Senate,,LIBERTARIN,Frost N,3,0,3
New Castle,05-04,U.S. Senate,,DEMOCRATIC,Carper T,82,1,83
New Castle,05-04,U.S. Senate,,REPUBLICAN,Arlett R,9,1,10
New Castle,05-04,U.S. Senate,,GREEN,Theodoropo,2,1,3
New Castle,05-04,U.S. Senate,,LIBERTARIN,Frost N,0,0,0
New Castle,06-04,U.S. Senate,,DEMOCRATIC,Carper T,566,36,602
New Castle,06-04,U.S. Senate,,REPUBLICAN,Arlett R,157,3,160
New Castle,06-04,U.S. Senate,,GREEN,Theodoropo,8,2,10
New Castle,06-04,U.S. Senate,,LIBERTARIN,Frost N,16,1,17
New Castle,07-04,U.S. Senate,,DEMOCRATIC,Carper T,671,42,713
New Castle,07-04,U.S. Senate,,REPUBLICAN,Arlett R,145,7,152
New Castle,07-04,U.S. Senate,,GREEN,Theodoropo,15,0,15
New Castle,07-04,U.S. Senate,,LIBERTARIN,Frost N,13,0,13
New Castle,08-04,U.S. Senate,,DEMOCRATIC,Carper T,866,33,899
New Castle,08-04,U.S. Senate,,REPUBLICAN,Arlett R,524,17,541
New Castle,08-04,U.S. Senate,,GREEN,Theodoropo,18,0,18
New Castle,08-04,U.S. Senate,,LIBERTARIN,Frost N,23,0,23
New Castle,09-04,U.S. Senate,,DEMOCRATIC,Carper T,365,33,398
New Castle,09-04,U.S. Senate,,REPUBLICAN,Arlett R,47,3,50
New Castle,09-04,U.S. Senate,,GREEN,Theodoropo,13,1,14
New Castle,09-04,U.S. Senate,,LIBERTARIN,Frost N,4,0,4
New Castle,10-04,U.S. Senate,,DEMOCRATIC,Carper T,128,2,130
New Castle,10-04,U.S. Senate,,REPUBLICAN,Arlett R,24,0,24
New Castle,10-04,U.S. Senate,,GREEN,Theodoropo,1,0,1
New Castle,10-04,U.S. Senate,,LIBERTARIN,Frost N,5,0,5
New Castle,11-04,U.S. Senate,,DEMOCRATIC,Carper T,591,39,630
New Castle,11-04,U.S. Senate,,REPUBLICAN,Arlett R,297,12,309
New Castle,11-04,U.S. Senate,,GREEN,Theodoropo,15,4,19
New Castle,11-04,U.S. Senate,,LIBERTARIN,Frost N,10,0,10
New Castle,12-04,U.S. Senate,,DEMOCRATIC,Carper T,647,47,694
New Castle,12-04,U.S. Senate,,REPUBLICAN,Arlett R,402,16,418
New Castle,12-04,U.S. Senate,,GREEN,Theodoropo,11,0,11
New Castle,12-04,U.S. Senate,,LIBERTARIN,Frost N,13,1,14
New Castle,13-04,U.S. Senate,,DEMOCRATIC,Carper T,106,6,112
New Castle,13-04,U.S. Senate,,REPUBLICAN,Arlett R,29,1,30
New Castle,13-04,U.S. Senate,,GREEN,Theodoropo,5,0,5
New Castle,13-04,U.S. Senate,,LIBERTARIN,Frost N,4,2,6
New Castle,14-04,U.S. Senate,,DEMOCRATIC,Carper T,141,8,149
New Castle,14-04,U.S. Senate,,REPUBLICAN,Arlett R,28,1,29
New Castle,14-04,U.S. Senate,,GREEN,Theodoropo,5,0,5
New Castle,14-04,U.S. Senate,,LIBERTARIN,Frost N,6,0,6
New Castle,15-04,U.S. Senate,,DEMOCRATIC,Carper T,222,19,241
New Castle,15-04,U.S. Senate,,REPUBLICAN,Arlett R,132,5,137
New Castle,15-04,U.S. Senate,,GREEN,Theodoropo,1,0,1
New Castle,15-04,U.S. Senate,,LIBERTARIN,Frost N,3,0,3
New Castle,16-04,U.S. Senate,,DEMOCRATIC,Carper T,57,2,59
New Castle,16-04,U.S. Senate,,REPUBLICAN,Arlett R,13,1,14
New Castle,16-04,U.S. Senate,,GREEN,Theodoropo,0,0,0
New Castle,16-04,U.S. Senate,,LIBERTARIN,Frost N,1,0,1
New Castle,01-05,U.S. Senate,,DEMOCRATIC,Carper T,812,18,830
New Castle,01-05,U.S. Senate,,REPUBLICAN,Arlett R,186,1,187
New Castle,01-05,U.S. Senate,,GREEN,Theodoropo,9,0,9
New Castle,01-05,U.S. Senate,,LIBERTARIN,Frost N,11,0,11
New Castle,02-05,U.S. Senate,,DEMOCRATIC,Carper T,382,10,392
New Castle,02-05,U.S. Senate,,REPUBLICAN,Arlett R,112,7,119
New Castle,02-05,U.S. Senate,,GREEN,Theodoropo,9,0,9
New Castle,02-05,U.S. Senate,,LIBERTARIN,Frost N,4,0,4
New Castle,03-05,U.S. Senate,,DEMOCRATIC,Carper T,506,14,520
New Castle,03-05,U.S. Senate,,REPUBLICAN,Arlett R,93,2,95
New Castle,03-05,U.S. Senate,,GREEN,Theodoropo,5,0,5
New Castle,03-05,U.S. Senate,,LIBERTARIN,Frost N,9,0,9
New Castle,04-05,U.S. Senate,,DEMOCRATIC,Carper T,633,13,646
New Castle,04-05,U.S. Senate,,REPUBLICAN,Arlett R,72,1,73
New Castle,04-05,U.S. Senate,,GREEN,Theodoropo,12,0,12
New Castle,04-05,U.S. Senate,,LIBERTARIN,Frost N,10,0,10
New Castle,05-05,U.S. Senate,,DEMOCRATIC,Carper T,641,15,656
New Castle,05-05,U.S. Senate,,REPUBLICAN,Arlett R,76,0,76
New Castle,05-05,U.S. Senate,,GREEN,Theodoropo,12,0,12
New Castle,05-05,U.S. Senate,,LIBERTARIN,Frost N,8,0,8
New Castle,06-05,U.S. Senate,,DEMOCRATIC,Carper T,687,25,712
New Castle,06-05,U.S. Senate,,REPUBLICAN,Arlett R,100,4,104
New Castle,06-05,U.S. Senate,,GREEN,Theodoropo,7,0,7
New Castle,06-05,U.S. Senate,,LIBERTARIN,Frost N,5,0,5
New Castle,07-05,U.S. Senate,,DEMOCRATIC,Carper T,477,21,498
New Castle,07-05,U.S. Senate,,REPUBLICAN,Arlett R,87,3,90
New Castle,07-05,U.S. Senate,,GREEN,Theodoropo,9,0,9
New Castle,07-05,U.S. Senate,,LIBERTARIN,Frost N,7,0,7
New Castle,08-05,U.S. Senate,,DEMOCRATIC,Carper T,953,44,997
New Castle,08-05,U.S. Senate,,REPUBLICAN,Arlett R,298,8,306
New Castle,08-05,U.S. Senate,,GREEN,Theodoropo,16,1,17
New Castle,08-05,U.S. Senate,,LIBERTARIN,Frost N,7,2,9
New Castle,09-05,U.S. Senate,,DEMOCRATIC,Carper T,556,8,564
New Castle,09-05,U.S. Senate,,REPUBLICAN,Arlett R,63,1,64
New Castle,09-05,U.S. Senate,,GREEN,Theodoropo,8,1,9
New Castle,09-05,U.S. Senate,,LIBERTARIN,Frost N,11,0,11
New Castle,10-05,U.S. Senate,,DEMOCRATIC,Carper T,614,6,620
New Castle,10-05,U.S. Senate,,REPUBLICAN,Arlett R,59,0,59
New Castle,10-05,U.S. Senate,,GREEN,Theodoropo,2,0,2
New Castle,10-05,U.S. Senate,,LIBERTARIN,Frost N,7,0,7
New Castle,01-06,U.S. Senate,,DEMOCRATIC,Carper T,431,23,454
New Castle,01-06,U.S. Senate,,REPUBLICAN,Arlett R,202,10,212
New Castle,01-06,U.S. Senate,,GREEN,Theodoropo,8,1,9
New Castle,01-06,U.S. Senate,,LIBERTARIN,Frost N,6,0,6
New Castle,02-06,U.S. Senate,,DEMOCRATIC,Carper T,639,47,686
New Castle,02-06,U.S. Senate,,REPUBLICAN,Arlett R,365,27,392
New Castle,02-06,U.S. Senate,,GREEN,Theodoropo,19,1,20
New Castle,02-06,U.S. Senate,,LIBERTARIN,Frost N,11,1,12
New Castle,03-06,U.S. Senate,,DEMOCRATIC,Carper T,172,13,185
New Castle,03-06,U.S. Senate,,REPUBLICAN,Arlett R,78,6,84
New Castle,03-06,U.S. Senate,,GREEN,Theodoropo,2,0,2
New Castle,03-06,U.S. Senate,,LIBERTARIN,Frost N,2,0,2
New Castle,04-06,U.S. Senate,,DEMOCRATIC,Carper T,564,22,586
New Castle,04-06,U.S. Senate,,REPUBLICAN,Arlett R,212,7,219
New Castle,04-06,U.S. Senate,,GREEN,Theodoropo,15,1,16
New Castle,04-06,U.S. Senate,,LIBERTARIN,Frost N,12,0,12
New Castle,05-06,U.S. Senate,,DEMOCRATIC,Carper T,722,28,750
New Castle,05-06,U.S. Senate,,REPUBLICAN,Arlett R,159,8,167
New Castle,05-06,U.S. Senate,,GREEN,Theodoropo,9,0,9
New Castle,05-06,U.S. Senate,,LIBERTARIN,Frost N,6,0,6
New Castle,06-06,U.S. Senate,,DEMOCRATIC,Carper T,339,4,343
New Castle,06-06,U.S. Senate,,REPUBLICAN,Arlett R,65,1,66
New Castle,06-06,U.S. Senate,,GREEN,Theodoropo,5,1,6
New Castle,06-06,U.S. Senate,,LIBERTARIN,Frost N,4,0,4
New Castle,07-06,U.S. Senate,,DEMOCRATIC,Carper T,520,27,547
New Castle,07-06,U.S. Senate,,REPUBLICAN,Arlett R,260,10,270
New Castle,07-06,U.S. Senate,,GREEN,Theodoropo,13,1,14
New Castle,07-06,U.S. Senate,,LIBERTARIN,Frost N,9,0,9
New Castle,08-06,U.S. Senate,,DEMOCRATIC,Carper T,887,22,909
New Castle,08-06,U.S. Senate,,REPUBLICAN,Arlett R,386,15,401
New Castle,08-06,U.S. Senate,,GREEN,Theodoropo,28,0,28
New Castle,08-06,U.S. Senate,,LIBERTARIN,Frost N,20,0,20
New Castle,09-06,U.S. Senate,,DEMOCRATIC,Carper T,880,46,926
New Castle,09-06,U.S. Senate,,REPUBLICAN,Arlett R,360,13,373
New Castle,09-06,U.S. Senate,,GREEN,Theodoropo,17,0,17
New Castle,09-06,U.S. Senate,,LIBERTARIN,Frost N,13,1,14
New Castle,10-06,U.S. Senate,,DEMOCRATIC,Carper T,653,22,675
New Castle,10-06,U.S. Senate,,REPUBLICAN,Arlett R,349,11,360
New Castle,10-06,U.S. Senate,,GREEN,Theodoropo,13,1,14
New Castle,10-06,U.S. Senate,,LIBERTARIN,Frost N,20,1,21
New Castle,11-06,U.S. Senate,,DEMOCRATIC,Carper T,552,44,596
New Castle,11-06,U.S. Senate,,REPUBLICAN,Arlett R,280,17,297
New Castle,11-06,U.S. Senate,,GREEN,Theodoropo,3,0,3
New Castle,11-06,U.S. Senate,,LIBERTARIN,Frost N,12,0,12
New Castle,12-06,U.S. Senate,,DEMOCRATIC,Carper T,684,46,730
New Castle,12-06,U.S. Senate,,REPUBLICAN,Arlett R,384,9,393
New Castle,12-06,U.S. Senate,,GREEN,Theodoropo,25,0,25
New Castle,12-06,U.S. Senate,,LIBERTARIN,Frost N,16,0,16
New Castle,01-07,U.S. Senate,,DEMOCRATIC,Carper T,585,20,605
New Castle,01-07,U.S. Senate,,REPUBLICAN,Arlett R,325,8,333
New Castle,01-07,U.S. Senate,,GREEN,Theodoropo,14,3,17
New Castle,01-07,U.S. Senate,,LIBERTARIN,Frost N,13,0,13
New Castle,02-07,U.S. Senate,,DEMOCRATIC,Carper T,698,48,746
New Castle,02-07,U.S. Senate,,REPUBLICAN,Arlett R,353,24,377
New Castle,02-07,U.S. Senate,,GREEN,Theodoropo,15,1,16
New Castle,02-07,U.S. Senate,,LIBERTARIN,Frost N,13,0,13
New Castle,03-07,U.S. Senate,,DEMOCRATIC,Carper T,631,36,667
New Castle,03-07,U.S. Senate,,REPUBLICAN,Arlett R,297,16,313
New Castle,03-07,U.S. Senate,,GREEN,Theodoropo,9,0,9
New Castle,03-07,U.S. Senate,,LIBERTARIN,Frost N,10,1,11
New Castle,04-07,U.S. Senate,,DEMOCRATIC,Carper T,951,35,986
New Castle,04-07,U.S. Senate,,REPUBLICAN,Arlett R,316,7,323
New Castle,04-07,U.S. Senate,,GREEN,Theodoropo,25,0,25
New Castle,04-07,U.S. Senate,,LIBERTARIN,Frost N,14,0,14
New Castle,05-07,U.S. Senate,,DEMOCRATIC,Carper T,452,19,471
New Castle,05-07,U.S. Senate,,REPUBLICAN,Arlett R,84,6,90
New Castle,05-07,U.S. Senate,,GREEN,Theodoropo,19,0,19
New Castle,05-07,U.S. Senate,,LIBERTARIN,Frost N,8,0,8
New Castle,06-07,U.S. Senate,,DEMOCRATIC,Carper T,466,16,482
New Castle,06-07,U.S. Senate,,REPUBLICAN,Arlett R,175,5,180
New Castle,06-07,U.S. Senate,,GREEN,Theodoropo,7,1,8
New Castle,06-07,U.S. Senate,,LIBERTARIN,Frost N,6,1,7
New Castle,07-07,U.S. Senate,,DEMOCRATIC,Carper T,584,12,596
New Castle,07-07,U.S. Senate,,REPUBLICAN,Arlett R,235,5,240
New Castle,07-07,U.S. Senate,,GREEN,Theodoropo,12,1,13
New Castle,07-07,U.S. Senate,,LIBERTARIN,Frost N,7,0,7
New Castle,08-07,U.S. Senate,,DEMOCRATIC,Carper T,661,26,687
New Castle,08-07,U.S. Senate,,REPUBLICAN,Arlett R,357,14,371
New Castle,08-07,U.S. Senate,,GREEN,Theodoropo,8,0,8
New Castle,08-07,U.S. Senate,,LIBERTARIN,Frost N,11,1,12
New Castle,09-07,U.S. Senate,,DEMOCRATIC,Carper T,539,11,550
New Castle,09-07,U.S. Senate,,REPUBLICAN,Arlett R,261,7,268
New Castle,09-07,U.S. Senate,,GREEN,Theodoropo,10,0,10
New Castle,09-07,U.S. Senate,,LIBERTARIN,Frost N,14,0,14
New Castle,10-07,U.S. Senate,,DEMOCRATIC,Carper T,746,19,765
New Castle,10-07,U.S. Senate,,REPUBLICAN,Arlett R,239,7,246
New Castle,10-07,U.S. Senate,,GREEN,Theodoropo,12,0,12
New Castle,10-07,U.S. Senate,,LIBERTARIN,Frost N,7,0,7
New Castle,01-08,U.S. Senate,,DEMOCRATIC,Carper T,319,20,339
New Castle,01-08,U.S. Senate,,REPUBLICAN,Arlett R,423,12,435
New Castle,01-08,U.S. Senate,,GREEN,Theodoropo,3,0,3
New Castle,01-08,U.S. Senate,,LIBERTARIN,Frost N,6,0,6
New Castle,02-08,U.S. Senate,,DEMOCRATIC,Carper T,699,32,731
New Castle,02-08,U.S. Senate,,REPUBLICAN,Arlett R,365,10,375
New Castle,02-08,U.S. Senate,,GREEN,Theodoropo,9,0,9
New Castle,02-08,U.S. Senate,,LIBERTARIN,Frost N,8,0,8
New Castle,03-08,U.S. Senate,,DEMOCRATIC,Carper T,547,8,555
New Castle,03-08,U.S. Senate,,REPUBLICAN,Arlett R,226,5,231
New Castle,03-08,U.S. Senate,,GREEN,Theodoropo,7,0,7
New Castle,03-08,U.S. Senate,,LIBERTARIN,Frost N,10,0,10
New Castle,04-08,U.S. Senate,,DEMOCRATIC,Carper T,639,15,654
New Castle,04-08,U.S. Senate,,REPUBLICAN,Arlett R,123,3,126
New Castle,04-08,U.S. Senate,,GREEN,Theodoropo,12,0,12
New Castle,04-08,U.S. Senate,,LIBERTARIN,Frost N,11,0,11
New Castle,05-08,U.S. Senate,,DEMOCRATIC,Carper T,1040,36,1076
New Castle,05-08,U.S. Senate,,REPUBLICAN,Arlett R,341,7,348
New Castle,05-08,U.S. Senate,,GREEN,Theodoropo,14,0,14
New Castle,05-08,U.S. Senate,,LIBERTARIN,Frost N,18,0,18
New Castle,06-08,U.S. Senate,,DEMOCRATIC,Carper T,611,37,648
New Castle,06-08,U.S. Senate,,REPUBLICAN,Arlett R,421,12,433
New Castle,06-08,U.S. Senate,,GREEN,Theodoropo,8,0,8
New Castle,06-08,U.S. Senate,,LIBERTARIN,Frost N,16,0,16
New Castle,07-08,U.S. Senate,,DEMOCRATIC,Carper T,503,37,540
New Castle,07-08,U.S. Senate,,REPUBLICAN,Arlett R,478,23,501
