county,election_district,office,district,party,candidate,election_day,absentee,votes
New Castle,14-01,U.S. Senate,,DEMOCRATIC,Carper T,148,9,157
New Castle,14-01,U.S. Senate,,DEMOCRATIC,Harris K,75,2,77
New Castle,14-01,U.S. Senate,,REPUBLICAN,Arlett R,16,4,20
New Castle,14-01,U.S. Senate,,REPUBLICAN,De La Fuen,2,0,2
New Castle,01-01,U.S. Senate,,REPUBLICAN,Truono E,8,2,10
New Castle,02-01,U.S. Senate,,REPUBLICAN,Truono E,5,0,5
New Castle,03-01,U.S. Senate,,REPUBLICAN,Truono E,0,0,0
New Castle,04-01,U.S. Senate,,REPUBLICAN,Truono E,2,1,3
New Castle,05-01,U.S. Senate,,REPUBLICAN,Truono E,17,2,19
New Castle,06-01,U.S. Senate,,REPUBLICAN,Truono E,1,0,1
New Castle,07-01,U.S. Senate,,REPUBLICAN,Truono E,1,0,1
New Castle,08-01,U.S. Senate,,REPUBLICAN,Truono E,2,0,2
New Castle,09-01,U.S. Senate,,REPUBLICAN,Truono E,8,0,8
New Castle,10-01,U.S. Senate,,REPUBLICAN,Truono E,0,0,0
New Castle,12-01,U.S. Senate,,REPUBLICAN,Truono E,2,0,2
New Castle,13-01,U.S. Senate,,REPUBLICAN,Truono E,7,0,7
New Castle,14-01,U.S. Senate,,REPUBLICAN,Truono E,23,0,23
New Castle,01-02,U.S. Senate,,DEMOCRATIC,Carper T,189,13,202
New Castle,01-02,U.S. Senate,,DEMOCRATIC,Harris K,139,9,148
New Castle,01-02,U.S. Senate,,REPUBLICAN,Arlett R,6,1,7
New Castle,01-02,U.S. Senate,,REPUBLICAN,De La Fuen,1,0,1
New Castle,02-02,U.S. Senate,,DEMOCRATIC,Carper T,104,5,109
New Castle,02-02,U.S. Senate,,DEMOCRATIC,Harris K,44,0,44
New Castle,02-02,U.S. Senate,,REPUBLICAN,Arlett R,0,0,0
New Castle,02-02,U.S. Senate,,REPUBLICAN,De La Fuen,0,0,0
New Castle,03-02,U.S. Senate,,DEMOCRATIC,Carper T,32,3,35
New Castle,03-02,U.S. Senate,,DEMOCRATIC,Harris K,39,1,40
New Castle,03-02,U.S. Senate,,REPUBLICAN,Arlett R,0,0,0
New Castle,03-02,U.S. Senate,,REPUBLICAN,De La Fuen,1,0,1
New Castle,04-02,U.S. Senate,,DEMOCRATIC,Carper T,15,4,19
New Castle,04-02,U.S. Senate,,DEMOCRATIC,Harris K,12,0,12
New Castle,04-02,U.S. Senate,,REPUBLICAN,Arlett R,3,0,3
New Castle,04-02,U.S. Senate,,REPUBLICAN,De La Fuen,1,0,1
New Castle,05-02,U.S. Senate,,DEMOCRATIC,Carper T,95,9,104
New Castle,05-02,U.S. Senate,,DEMOCRATIC,Harris K,62,2,64
New Castle,05-02,U.S. Senate,,REPUBLICAN,Arlett R,7,1,8
New Castle,05-02,U.S. Senate,,REPUBLICAN,De La Fuen,4,0,4
New Castle,06-02,U.S. Senate,,DEMOCRATIC,Carper T,88,12,100
New Castle,06-02,U.S. Senate,,DEMOCRATIC,Harris K,84,3,87
New Castle,06-02,U.S. Senate,,REPUBLICAN,Arlett R,2,0,2
New Castle,06-02,U.S. Senate,,REPUBLICAN,De La Fuen,0,1,1
New Castle,07-02,U.S. Senate,,DEMOCRATIC,Carper T,49,1,50
New Castle,07-02,U.S. Senate,,DEMOCRATIC,Harris K,38,0,38
New Castle,07-02,U.S. Senate,,REPUBLICAN,Arlett R,1,0,1
New Castle,07-02,U.S. Senate,,REPUBLICAN,De La Fuen,1,0,1
New Castle,08-02,U.S. Senate,,DEMOCRATIC,Carper T,80,5,85
New Castle,08-02,U.S. Senate,,DEMOCRATIC,Harris K,91,2,93
New Castle,08-02,U.S. Senate,,REPUBLICAN,Arlett R,0,0,0
New Castle,08-02,U.S. Senate,,REPUBLICAN,De La Fuen,1,0,1
New Castle,09-02,U.S. Senate,,DEMOCRATIC,Carper T,81,0,81
New Castle,09-02,U.S. Senate,,DEMOCRATIC,Harris K,50,0,50
New Castle,09-02,U.S. Senate,,REPUBLICAN,Arlett R,11,0,11
New Castle,09-02,U.S. Senate,,REPUBLICAN,De La Fuen,3,0,3
New Castle,10-02,U.S. Senate,,DEMOCRATIC,Carper T,81,7,88
New Castle,10-02,U.S. Senate,,DEMOCRATIC,Harris K,90,4,94
New Castle,10-02,U.S. Senate,,REPUBLICAN,Arlett R,1,0,1
New Castle,10-02,U.S. Senate,,REPUBLICAN,De La Fuen,1,0,1
New Castle,11-02,U.S. Senate,,DEMOCRATIC,Carper T,176,6,182
New Castle,11-02,U.S. Senate,,DEMOCRATIC,Harris K,139,3,142
New Castle,11-02,U.S. Senate,,REPUBLICAN,Arlett R,0,0,0
New Castle,11-02,U.S. Senate,,REPUBLICAN,De La Fuen,0,0,0
New Castle,12-02,U.S. Senate,,DEMOCRATIC,Carper T,78,1,79
New Castle,12-02,U.S. Senate,,DEMOCRATIC,Harris K,74,0,74
New Castle,12-02,U.S. Senate,,REPUBLICAN,Arlett R,1,0,1
New Castle,12-02,U.S. Senate,,REPUBLICAN,De La Fuen,2,0,2
New Castle,17-02,U.S. Senate,,DEMOCRATIC,Carper T,0,33,33
New Castle,17-02,U.S. Senate,,DEMOCRATIC,Harris K,0,35,35
New Castle,17-02,U.S. Senate,,REPUBLICAN,Arlett R,0,4,4
New Castle,17-02,U.S. Senate,,REPUBLICAN,De La Fuen,0,1,1
New Castle,01-02,U.S. Senate,,REPUBLICAN,Truono E,1,0,1
New Castle,02-02,U.S. Senate,,REPUBLICAN,Truono E,0,0,0
New Castle,03-02,U.S. Senate,,REPUBLICAN,Truono E,4,0,4
New Castle,04-02,U.S. Senate,,REPUBLICAN,Truono E,1,0,1
New Castle,05-02,U.S. Senate,,REPUBLICAN,Truono E,1,0,1
New Castle,06-02,U.S. Senate,,REPUBLICAN,Truono E,2,0,2
New Castle,07-02,U.S. Senate,,REPUBLICAN,Truono E,4,0,4
New Castle,08-02,U.S. Senate,,REPUBLICAN,Truono E,0,0,0
New Castle,09-02,U.S. Senate,,REPUBLICAN,Truono E,8,0,8
New Castle,10-02,U.S. Senate,,REPUBLICAN,Truono E,2,0,2
New Castle,11-02,U.S. Senate,,REPUBLICAN,Truono E,0,2,2
New Castle,12-02,U.S. Senate,,REPUBLICAN,Truono E,0,1,1
New Castle,17-02,U.S. Senate,,REPUBLICAN,Truono E,0,1,1
New Castle,01-03,U.S. Senate,,DEMOCRATIC,Carper T,172,11,183
New Castle,01-03,U.S. Senate,,DEMOCRATIC,Harris K,141,4,145
New Castle,01-03,U.S. Senate,,REPUBLICAN,Arlett R,5,0,5
New Castle,01-03,U.S. Senate,,REPUBLICAN,De La Fuen,2,0,2
New Castle,02-03,U.S. Senate,,DEMOCRATIC,Carper T,248,13,261
New Castle,02-03,U.S. Senate,,DEMOCRATIC,Harris K,143,1,144
New Castle,02-03,U.S. Senate,,REPUBLICAN,Arlett R,13,0,13
New Castle,02-03,U.S. Senate,,REPUBLICAN,De La Fuen,2,0,2
New Castle,03-03,U.S. Senate,,DEMOCRATIC,Carper T,95,4,99
New Castle,03-03,U.S. Senate,,DEMOCRATIC,Harris K,61,0,61
New Castle,03-03,U.S. Senate,,REPUBLICAN,Arlett R,2,0,2
New Castle,03-03,U.S. Senate,,REPUBLICAN,De La Fuen,0,0,0
New Castle,04-03,U.S. Senate,,DEMOCRATIC,Carper T,124,5,129
New Castle,04-03,U.S. Senate,,DEMOCRATIC,Harris K,104,3,107
New Castle,04-03,U.S. Senate,,REPUBLICAN,Arlett R,4,1,5
New Castle,04-03,U.S. Senate,,REPUBLICAN,De La Fuen,0,0,0
New Castle,07-03,U.S. Senate,,DEMOCRATIC,Carper T,152,14,166
New Castle,07-03,U.S. Senate,,DEMOCRATIC,Harris K,87,3,90
New Castle,07-03,U.S. Senate,,REPUBLICAN,Arlett R,4,0,4
New Castle,07-03,U.S. Senate,,REPUBLICAN,De La Fuen,1,1,2
New Castle,08-03,U.S. Senate,,DEMOCRATIC,Carper T,326,12,338
New Castle,08-03,U.S. Senate,,DEMOCRATIC,Harris K,209,5,214
New Castle,08-03,U.S. Senate,,REPUBLICAN,Arlett R,12,0,12
New Castle,08-03,U.S. Senate,,REPUBLICAN,De La Fuen,1,0,1
New Castle,10-03,U.S. Senate,,DEMOCRATIC,Carper T,46,4,50
New Castle,10-03,U.S. Senate,,DEMOCRATIC,Harris K,12,1,13
New Castle,10-03,U.S. Senate,,REPUBLICAN,Arlett R,1,0,1
New Castle,10-03,U.S. Senate,,REPUBLICAN,De La Fuen,0,0,0
New Castle,01-03,U.S. Senate,,REPUBLICAN,Truono E,1,0,1
New Castle,02-03,U.S. Senate,,REPUBLICAN,Truono E,14,0,14
New Castle,03-03,U.S. Senate,,REPUBLICAN,Truono E,1,0,1
New Castle,04-03,U.S. Senate,,REPUBLICAN,Truono E,0,1,1
New Castle,07-03,U.S. Senate,,REPUBLICAN,Truono E,3,0,3
New Castle,08-03,U.S. Senate,,REPUBLICAN,Truono E,3,0,3
New Castle,10-03,U.S. Senate,,REPUBLICAN,Truono E,4,0,4
New Castle,01-04,U.S. Senate,,DEMOCRATIC,Carper T,361,28,389
New Castle,01-04,U.S. Senate,,DEMOCRATIC,Harris K,148,10,158
New Castle,01-04,U.S. Senate,,REPUBLICAN,Arlett R,21,3,24
New Castle,01-04,U.S. Senate,,REPUBLICAN,De La Fuen,4,1,5
New Castle,02-04,U.S. Senate,,DEMOCRATIC,Carper T,205,23,228
New Castle,02-04,U.S. Senate,,DEMOCRATIC,Harris K,58,7,65
New Castle,02-04,U.S. Senate,,REPUBLICAN,Arlett R,54,2,56
New Castle,02-04,U.S. Senate,,REPUBLICAN,De La Fuen,1,0,1
New Castle,03-04,U.S. Senate,,DEMOCRATIC,Carper T,361,13,374
New Castle,03-04,U.S. Senate,,DEMOCRATIC,Harris K,120,8,128
New Castle,03-04,U.S. Senate,,REPUBLICAN,Arlett R,18,4,22
New Castle,03-04,U.S. Senate,,REPUBLICAN,De La Fuen,1,0,1
New Castle,04-04,U.S. Senate,,DEMOCRATIC,Carper T,111,18,129
New Castle,04-04,U.S. Senate,,DEMOCRATIC,Harris K,82,7,89
New Castle,04-04,U.S. Senate,,REPUBLICAN,Arlett R,15,0,15
New Castle,04-04,U.S. Senate,,REPUBLICAN,De La Fuen,1,0,1
New Castle,05-04,U.S. Senate,,DEMOCRATIC,Carper T,11,0,11
New Castle,05-04,U.S. Senate,,DEMOCRATIC,Harris K,7,1,8
New Castle,05-04,U.S. Senate,,REPUBLICAN,Arlett R,2,0,2
New Castle,05-04,U.S. Senate,,REPUBLICAN,De La Fuen,1,0,1
New Castle,06-04,U.S. Senate,,DEMOCRATIC,Carper T,196,18,214
New Castle,06-04,U.S. Senate,,DEMOCRATIC,Harris K,103,6,109
New Castle,06-04,U.S. Senate,,REPUBLICAN,Arlett R,14,1,15
New Castle,06-04,U.S. Senate,,REPUBLICAN,De La Fuen,3,0,3
New Castle,07-04,U.S. Senate,,DEMOCRATIC,Carper T,210,14,224
New Castle,07-04,U.S. Senate,,DEMOCRATIC,Harris K,134,5,139
New Castle,07-04,U.S. Senate,,REPUBLICAN,Arlett R,10,4,14
New Castle,07-04,U.S. Senate,,REPUBLICAN,De La Fuen,6,1,7
New Castle,08-04,U.S. Senate,,DEMOCRATIC,Carper T,212,11,223
New Castle,08-04,U.S. Senate,,DEMOCRATIC,Harris K,87,2,89
New Castle,08-04,U.S. Senate,,REPUBLICAN,Arlett R,64,5,69
New Castle,08-04,U.S. Senate,,REPUBLICAN,De La Fuen,12,0,12
New Castle,09-04,U.S. Senate,,DEMOCRATIC,Carper T,99,3,102
New Castle,09-04,U.S. Senate,,DEMOCRATIC,Harris K,118,6,124
New Castle,09-04,U.S. Senate,,REPUBLICAN,Arlett R,3,1,4
New Castle,09-04,U.S. Senate,,REPUBLICAN,De La Fuen,1,0,1
New Castle,10-04,U.S. Senate,,DEMOCRATIC,Carper T,32,0,32
New Castle,10-04,U.S. Senate,,DEMOCRATIC,Harris K,23,1,24
New Castle,10-04,U.S. Senate,,REPUBLICAN,Arlett R,2,0,2
New Castle,10-04,U.S. Senate,,REPUBLICAN,De La Fuen,0,0,0
New Castle,11-04,U.S. Senate,,DEMOCRATIC,Carper T,147,8,155
New Castle,11-04,U.S. Senate,,DEMOCRATIC,Harris K,39,1,40
New Castle,11-04,U.S. Senate,,REPUBLICAN,Arlett R,40,3,43
New Castle,11-04,U.S. Senate,,REPUBLICAN,De La Fuen,7,1,8
New Castle,12-04,U.S. Senate,,DEMOCRATIC,Carper T,163,12,175
New Castle,12-04,U.S. Senate,,DEMOCRATIC,Harris K,58,1,59
New Castle,12-04,U.S. Senate,,REPUBLICAN,Arlett R,53,3,56
New Castle,12-04,U.S. Senate,,REPUBLICAN,De La Fuen,3,0,3
New Castle,13-04,U.S. Senate,,DEMOCRATIC,Carper T,35,5,40
New Castle,13-04,U.S. Senate,,DEMOCRATIC,Harris K,15,2,17
New Castle,13-04,U.S. Senate,,REPUBLICAN,Arlett R,0,1,1
New Castle,13-04,U.S. Senate,,REPUBLICAN,De La Fuen,0,0,0
New Castle,14-04,U.S. Senate,,DEMOCRATIC,Carper T,48,2,50
New Castle,14-04,U.S. Senate,,DEMOCRATIC,Harris K,37,0,37
New Castle,14-04,U.S. Senate,,REPUBLICAN,Arlett R,2,0,2
New Castle,14-04,U.S. Senate,,REPUBLICAN,De La Fuen,0,0,0
New Castle,15-04,U.S. Senate,,DEMOCRATIC,Carper T,59,2,61
New Castle,15-04,U.S. Senate,,DEMOCRATIC,Harris K,11,3,14
New Castle,15-04,U.S. Senate,,REPUBLICAN,Arlett R,16,1,17
New Castle,15-04,U.S. Senate,,REPUBLICAN,De La Fuen,2,0,2
New Castle,16-04,U.S. Senate,,DEMOCRATIC,Carper T,14,0,14
New Castle,16-04,U.S. Senate,,DEMOCRATIC,Harris K,11,0,11
New Castle,16-04,U.S. Senate,,REPUBLICAN,Arlett R,1,0,1
New Castle,16-04,U.S. Senate,,REPUBLICAN,De La Fuen,0,0,0
New Castle,01-04,U.S. Senate,,REPUBLICAN,Truono E,35,1,36
New Castle,02-04,U.S. Senate,,REPUBLICAN,Truono E,78,7,85
New Castle,03-04,U.S. Senate,,REPUBLICAN,Truono E,46,1,47
New Castle,04-04,U.S. Senate,,REPUBLICAN,Truono E,7,0,7
New Castle,05-04,U.S. Senate,,REPUBLICAN,Truono E,1,0,1
New Castle,06-04,U.S. Senate,,REPUBLICAN,Truono E,12,1,13
New Castle,07-04,U.S. Senate,,REPUBLICAN,Truono E,19,0,19
New Castle,08-04,U.S. Senate,,REPUBLICAN,Truono E,72,2,74
New Castle,09-04,U.S. Senate,,REPUBLICAN,Truono E,7,0,7
New Castle,10-04,U.S. Senate,,REPUBLICAN,Truono E,1,0,1
New Castle,11-04,U.S. Senate,,REPUBLICAN,Truono E,61,7,68
New Castle,12-04,U.S. Senate,,REPUBLICAN,Truono E,69,3,72
New Castle,13-04,U.S. Senate,,REPUBLICAN,Truono E,3,0,3
New Castle,14-04,U.S. Senate,,REPUBLICAN,Truono E,2,0,2
New Castle,15-04,U.S. Senate,,REPUBLICAN,Truono E,19,0,19
New Castle,16-04,U.S. Senate,,REPUBLICAN,Truono E,1,0,1
New Castle,01-05,U.S. Senate,,DEMOCRATIC,Carper T,215,22,237
New Castle,01-05,U.S. Senate,,DEMOCRATIC,Harris K,147,3,150
New Castle,01-05,U.S. Senate,,REPUBLICAN,Arlett R,25,3,28
New Castle,01-05,U.S. Senate,,REPUBLICAN,De La Fuen,2,1,3
New Castle,02-05,U.S. Senate,,DEMOCRATIC,Carper T,201,7,208
New Castle,02-05,U.S. Senate,,DEMOCRATIC,Harris K,124,6,130
New Castle,02-05,U.S. Senate,,REPUBLICAN,Arlett R,31,2,33
New Castle,02-05,U.S. Senate,,REPUBLICAN,De La Fuen,2,0,2
New Castle,04-05,U.S. Senate,,DEMOCRATIC,Carper T,244,8,252
New Castle,04-05,U.S. Senate,,DEMOCRATIC,Harris K,217,3,220
New Castle,04-05,U.S. Senate,,REPUBLICAN,Arlett R,22,0,22
New Castle,04-05,U.S. Senate,,REPUBLICAN,De La Fuen,6,0,6
New Castle,06-05,U.S. Senate,,DEMOCRATIC,Carper T,168,3,171
New Castle,06-05,U.S. Senate,,DEMOCRATIC,Harris K,96,2,98
New Castle,06-05,U.S. Senate,,REPUBLICAN,Arlett R,11,0,11
New Castle,06-05,U.S. Senate,,REPUBLICAN,De La Fuen,0,0,0
New Castle,07-05,U.S. Senate,,DEMOCRATIC,Carper T,98,3,101
New Castle,07-05,U.S. Senate,,DEMOCRATIC,Harris K,60,5,65
New Castle,07-05,U.S. Senate,,REPUBLICAN,Arlett R,10,0,10
New Castle,07-05,U.S. Senate,,REPUBLICAN,De La Fuen,0,0,0
New Castle,08-05,U.S. Senate,,DEMOCRATIC,Carper T,235,10,245
New Castle,08-05,U.S. Senate,,DEMOCRATIC,Harris K,163,4,167
New Castle,08-05,U.S. Senate,,REPUBLICAN,Arlett R,44,3,47
New Castle,08-05,U.S. Senate,,REPUBLICAN,De La Fuen,5,0,5
New Castle,09-05,U.S. Senate,,DEMOCRATIC,Carper T,205,3,208
New Castle,09-05,U.S. Senate,,DEMOCRATIC,Harris K,168,2,170
New Castle,09-05,U.S. Senate,,REPUBLICAN,Arlett R,14,2,16
New Castle,09-05,U.S. Senate,,REPUBLICAN,De La Fuen,7,0,7
New Castle,01-05,U.S. Senate,,REPUBLICAN,Truono E,19,2,21
New Castle,02-05,U.S. Senate,,REPUBLICAN,Truono E,12,1,13
New Castle,04-05,U.S. Senate,,REPUBLICAN,Truono E,7,1,8
New Castle,06-05,U.S. Senate,,REPUBLICAN,Truono E,9,1,10
New Castle,07-05,U.S. Senate,,REPUBLICAN,Truono E,8,0,8
New Castle,08-05,U.S. Senate,,REPUBLICAN,Truono E,27,2,29
New Castle,09-05,U.S. Senate,,REPUBLICAN,Truono E,9,0,9
New Castle,01-06,U.S. Senate,,DEMOCRATIC,Carper T,289,7,296
New Castle,01-06,U.S. Senate,,DEMOCRATIC,Harris K,208,0,208
New Castle,01-06,U.S. Senate,,REPUBLICAN,Arlett R,78,2,80
New Castle,01-06,U.S. Senate,,REPUBLICAN,De La Fuen,8,1,9
New Castle,02-06,U.S. Senate,,DEMOCRATIC,Carper T,212,7,219
New Castle,02-06,U.S. Senate,,DEMOCRATIC,Harris K,110,8,118
New Castle,02-06,U.S. Senate,,REPUBLICAN,Arlett R,75,4,79
New Castle,02-06,U.S. Senate,,REPUBLICAN,De La Fuen,1,1,2
New Castle,04-06,U.S. Senate,,DEMOCRATIC,Carper T,159,0,159
New Castle,04-06,U.S. Senate,,DEMOCRATIC,Harris K,96,6,102
New Castle,04-06,U.S. Senate,,REPUBLICAN,Arlett R,40,1,41
New Castle,04-06,U.S. Senate,,REPUBLICAN,De La Fuen,4,0,4
New Castle,05-06,U.S. Senate,,DEMOCRATIC,Carper T,174,9,183
New Castle,05-06,U.S. Senate,,DEMOCRATIC,Harris K,106,4,110
New Castle,05-06,U.S. Senate,,REPUBLICAN,Arlett R,26,1,27
New Castle,05-06,U.S. Senate,,REPUBLICAN,De La Fuen,2,0,2
New Castle,06-06,U.S. Senate,,DEMOCRATIC,Carper T,72,2,74
New Castle,06-06,U.S. Senate,,DEMOCRATIC,Harris K,51,4,55
New Castle,06-06,U.S. Senate,,REPUBLICAN,Arlett R,11,0,11
New Castle,06-06,U.S. Senate,,REPUBLICAN,De La Fuen,1,0,1
New Castle,07-06,U.S. Senate,,DEMOCRATIC,Carper T,164,9,173
New Castle,07-06,U.S. Senate,,DEMOCRATIC,Harris K,64,8,72
New Castle,07-06,U.S. Senate,,REPUBLICAN,Arlett R,40,4,44
New Castle,07-06,U.S. Senate,,REPUBLICAN,De La Fuen,11,0,11
New Castle,09-06,U.S. Senate,,DEMOCRATIC,Carper T,257,11,268
New Castle,09-06,U.S. Senate,,DEMOCRATIC,Harris K,104,6,110
New Castle,09-06,U.S. Senate,,REPUBLICAN,Arlett R,42,2,44
New Castle,09-06,U.S. Senate,,REPUBLICAN,De La Fuen,8,0,8
New Castle,10-06,U.S. Senate,,DEMOCRATIC,Carper T,159,7,166
New Castle,10-06,U.S. Senate,,DEMOCRATIC,Harris K,72,1,73
New Castle,10-06,U.S. Senate,,REPUBLICAN,Arlett R,52,1,53
New Castle,10-06,U.S. Senate,,REPUBLICAN,De La Fuen,9,0,9
New Castle,11-06,U.S. Senate,,DEMOCRATIC,Carper T,156,12,168
New Castle,11-06,U.S. Senate,,DEMOCRATIC,Harris K,61,2,63
New Castle,11-06,U.S. Senate,,REPUBLICAN,Arlett R,48,0,48
New Castle,11-06,U.S. Senate,,REPUBLICAN,De La Fuen,1,0,1
New Castle,12-06,U.S. Senate,,DEMOCRATIC,Carper T,182,16,198
New Castle,12-06,U.S. Senate,,DEMOCRATIC,Harris K,77,6,83
New Castle,12-06,U.S. Senate,,REPUBLICAN,Arlett R,62,3,65
New Castle,12-06,U.S. Senate,,REPUBLICAN,De La Fuen,5,0,5
New Castle,01-06,U.S. Senate,,REPUBLICAN,Truono E,67,3,70
New Castle,02-06,U.S. Senate,,REPUBLICAN,Truono E,69,1,70
New Castle,04-06,U.S. Senate,,REPUBLICAN,Truono E,30,1,31
New Castle,05-06,U.S. Senate,,REPUBLICAN,Truono E,18,2,20
New Castle,06-06,U.S. Senate,,REPUBLICAN,Truono E,2,0,2
New Castle,07-06,U.S. Senate,,REPUBLICAN,Truono E,48,0,48
New Castle,09-06,U.S. Senate,,REPUBLICAN,Truono E,46,1,47
New Castle,10-06,U.S. Senate,,REPUBLICAN,Truono E,52,1,53
New Castle,11-06,U.S. Senate,,REPUBLICAN,Truono E,35,1,36
New Castle,12-06,U.S. Senate,,REPUBLICAN,Truono E,53,3,56
New Castle,01-07,U.S. Senate,,DEMOCRATIC,Carper T,259,12,271
New Castle,01-07,U.S. Senate,,DEMOCRATIC,Harris K,174,4,178
New Castle,01-07,U.S. Senate,,REPUBLICAN,Arlett R,99,2,101
New Castle,01-07,U.S. Senate,,REPUBLICAN,De La Fuen,14,0,14
New Castle,02-07,U.S. Senate,,DEMOCRATIC,Carper T,376,23,399
New Castle,02-07,U.S. Senate,,DEMOCRATIC,Harris K,169,6,175
New Castle,02-07,U.S. Senate,,REPUBLICAN,Arlett R,110,5,115
New Castle,02-07,U.S. Senate,,REPUBLICAN,De La Fuen,8,2,10
New Castle,04-07,U.S. Senate,,DEMOCRATIC,Carper T,192,15,207
New Castle,04-07,U.S. Senate,,DEMOCRATIC,Harris K,175,2,177
New Castle,04-07,U.S. Senate,,REPUBLICAN,Arlett R,53,0,53
New Castle,04-07,U.S. Senate,,REPUBLICAN,De La Fuen,5,1,6
New Castle,05-07,U.S. Senate,,DEMOCRATIC,Carper T,158,4,162
New Castle,05-07,U.S. Senate,,DEMOCRATIC,Harris K,102,2,104
New Castle,05-07,U.S. Senate,,REPUBLICAN,Arlett R,13,0,13
New Castle,05-07,U.S. Senate,,REPUBLICAN,De La Fuen,4,0,4
New Castle,06-07,U.S. Senate,,DEMOCRATIC,Carper T,133,3,136
New Castle,06-07,U.S. Senate,,DEMOCRATIC,Harris K,61,1,62
New Castle,06-07,U.S. Senate,,REPUBLICAN,Arlett R,31,0,31
New Castle,06-07,U.S. Senate,,REPUBLICAN,De La Fuen,6,0,6
New Castle,07-07,U.S. Senate,,DEMOCRATIC,Carper T,150,2,152
New Castle,07-07,U.S. Senate,,DEMOCRATIC,Harris K,87,0,87
New Castle,07-07,U.S. Senate,,REPUBLICAN,Arlett R,35,0,35
New Castle,07-07,U.S. Senate,,REPUBLICAN,De La Fuen,3,0,3
New Castle,08-07,U.S. Senate,,DEMOCRATIC,Carper T,169,12,181
New Castle,08-07,U.S. Senate,,DEMOCRATIC,Harris K,100,3,103
New Castle,08-07,U.S. Senate,,REPUBLICAN,Arlett R,67,4,71
